User-ID,Location,Age,Rating Count,Average Rating
55548,"chamblee, georgia, usa",,14.0,9.428571428571429
55550,"northern, virginia, usa",42.0,5.0,5.0
55607,"washington, dc, usa",,6.0,6.5
55734,"calgary, alberta, canada",37.0,9.0,7.666666666666667
55751,"hesperia, california, usa",,7.0,6.142857142857143
55789,"pittsburgh, pennsylvania, usa",35.0,5.0,7.6
55799,"scarborough, ontario, canada",,9.0,7.0
55858,"dartmouth, nova scotia, canada",28.0,7.0,8.142857142857142
55892,"plantersville, texas, usa",45.0,20.0,7.9
55927,"roscoe, minnesota, usa",17.0,16.0,8.4375
56271,"leeds, england, united kingdom",22.0,10.0,8.1
56272,"pickering, ontario, canada",19.0,5.0,7.0
56307,"el segundo, california, usa",,10.0,7.7
56391,"tijeras, nm, usa",40.0,6.0,7.833333333333333
56399,"n/a, surrey, united kingdom",63.0,61.0,9.426229508196721
56447,"sturgis, michigan, usa",22.0,21.0,7.476190476190476
56554,"rural hall, north carolina, usa",39.0,13.0,9.461538461538462
56661,"green, ohio, usa",,6.0,9.0
56804,"southbridge, canterbury, new zealand",,10.0,6.4
56856,"escondido, california, usa",23.0,25.0,7.64
56959,"monroe twp., new jersey, usa",52.0,36.0,9.61111111111111
57095,"cincinnati, ohio, usa",18.0,10.0,9.2
57302,"ames, iowa, usa",32.0,5.0,7.6
57398,"tigard, oregon, usa",39.0,9.0,8.444444444444445
57599,"portland, oregon, usa",27.0,5.0,8.0
57713,"silver spring, maryland, usa",52.0,8.0,5.0
57725,"wilmington, delaware, usa",43.0,5.0,8.2
57976,"eugene, oregon, usa",,6.0,7.0
58062,"chicago, illinois, usa",52.0,5.0,7.4
58067,"donostia, gipuzkoa, euskal herria",26.0,5.0,7.6
58529,"denver, colorado, usa",36.0,8.0,8.25
58594,"baltimore, maryland, usa",33.0,11.0,7.7272727272727275
58961,"allston, massachusetts, usa",34.0,5.0,10.0
59038,"san antonio, texas, usa",28.0,5.0,10.0
59059,"sarasota, florida, usa",19.0,6.0,7.166666666666667
59150,"victoria, british columbia, canada",37.0,8.0,8.5
59172,"owen sound, ontario, canada",36.0,40.0,9.25
59209,"markham, ontario, canada",41.0,7.0,7.714285714285714
59269,"indianapolis, indiana, usa",,6.0,7.833333333333333
59305,"san francisco, california, usa",27.0,6.0,6.833333333333333
59727,"plano, texas, usa",24.0,8.0,8.0
59912,"pasadena, california, usa",27.0,6.0,7.833333333333333
60050,"brooklyn, new york, usa",40.0,7.0,7.857142857142857
60168,"warrenton, missouri, usa",,5.0,7.8
60244,"alvin, texas, usa",47.0,58.0,8.39655172413793
60263,"middletown, delaware, usa",52.0,15.0,9.733333333333333
60319,"haddonfield, new jersey, usa",,6.0,6.333333333333333
60337,"st. marys, georgia, usa",50.0,16.0,8.875
60427,"basingstoke, england, united kingdom",37.0,6.0,8.333333333333334
60445,"houston, texas, usa",31.0,6.0,8.0
60475,"norfolk, virginia, usa",,6.0,8.166666666666666
60546,"santa maria, california, usa",,6.0,8.666666666666666
60583,"antioch, illinois, usa",,10.0,6.9
60621,"edwardsville, illinois, usa",57.0,5.0,9.0
60707,"manchester, new hampshire, usa",38.0,14.0,7.642857142857143
60858,"sacramento, california, usa",25.0,5.0,6.8
60944,"engelhard, north carolina, usa",,5.0,7.8
61021,"winnipeg, manitoba, canada",38.0,5.0,9.4
61028,"charleston, south carolina, usa",50.0,7.0,8.142857142857142
61038,"riverside public library, illinois, usa",53.0,11.0,5.7272727272727275
61147,"ebensee, oberoesterreich, austria",44.0,10.0,10.0
61257,"lake placid, florida, usa",25.0,8.0,7.625
61348,"venice, california, usa",28.0,5.0,8.6
61427,"morgan hill, california, usa",,9.0,8.666666666666666
61798,"rockville, maryland, usa",,6.0,5.666666666666667
61854,"boulder city, nevada, usa",,13.0,6.846153846153846
61910,"las cruces, new mexico, usa",44.0,16.0,8.625
62009,"cambridge, massachusetts, usa",,8.0,8.375
62272,"lake mary, florida, usa",30.0,13.0,8.923076923076923
62464,"el cajon, california, usa",26.0,5.0,9.0
62542,"cudahy, wisconsin, usa",40.0,5.0,7.8
62558,"rochester, minnesota, usa",,6.0,7.5
62862,"new milford, connecticut, usa",47.0,10.0,7.6
62881,"milwaukee, wisconsin, usa",39.0,6.0,6.166666666666667
62891,"hi nella, new jersey, usa",27.0,19.0,7.368421052631579
62958,"redwood city, california, usa",23.0,5.0,9.0
62968,"pittsburgh, pennsylvania, usa",23.0,6.0,7.333333333333333
63360,"kansas city, missouri, usa",29.0,7.0,7.571428571428571
63394,"eufaula, alabama, usa",22.0,13.0,8.461538461538462
63507,"lomita, california, usa",,6.0,6.333333333333333
63625,"torrance, california, usa",15.0,9.0,9.777777777777779
63714,"milton keynes, england, united kingdom",29.0,12.0,9.833333333333334
63854,"waterloo, ontario, canada",45.0,8.0,7.875
63923,"dublin, dublin, ireland",21.0,5.0,8.8
63956,"emporia, kansas, usa",28.0,5.0,7.8
64310,"smyrna, georgia, usa",46.0,9.0,9.555555555555555
64436,"san ramon, california, usa",36.0,5.0,8.8
64535,"fredericksburg, virginia, usa",43.0,5.0,6.6
65032,"norwood, massachusetts, usa",17.0,7.0,5.0
65228,"uniontown, ohio, usa",58.0,9.0,6.222222222222222
65238,"savannah, georgia, usa",31.0,5.0,8.2
65258,"saginaw, michigan, usa",42.0,12.0,7.833333333333333
65584,"tulsa, oklahoma, usa",26.0,27.0,8.518518518518519
65663,"syracuse, new york, usa",32.0,14.0,8.928571428571429
65769,"staten island, ,",36.0,5.0,5.4
65791,"salem, virginia, usa",29.0,7.0,6.428571428571429
65877,"tonawanda, new york, usa",,7.0,8.142857142857142
66073,"aptos, california, usa",28.0,5.0,7.8
66387,"kokomo, indiana, usa",52.0,7.0,5.714285714285714
66443,"pierrefonds, quebec, canada",29.0,8.0,7.25
66574,"astoria, new york, usa",27.0,15.0,7.133333333333334
66680,"orange park, florida, usa",67.0,17.0,5.9411764705882355
66765,"barrie, ontario, canada",39.0,5.0,7.2
66878,"fort myers, florida, usa",42.0,7.0,8.428571428571429
66942,"kuching, sarawak, malaysia",31.0,23.0,8.0
67079,"london, england, united kingdom",35.0,5.0,7.8
67178,"conway, , usa",,5.0,6.6
67198,"denver, colorado, usa",13.0,5.0,9.4
67270,"ste adele, quebec, canada",,10.0,6.6
67296,"willis, texas, usa",39.0,5.0,7.6
67487,"melbourne, florida, usa",33.0,7.0,7.0
67515,"oakland, california, usa",45.0,8.0,6.75
67547,"sierra madre, california, usa",42.0,12.0,7.75
67591,"edmonton, alberta,",,10.0,8.0
67627,"kent, ohio, usa",,6.0,8.666666666666666
67663,"wrightstown, ,",47.0,6.0,6.5
67840,"houston, texas, usa",50.0,22.0,9.0
67910,"east hanover, new jersey, usa",35.0,8.0,8.5
67930,"colton, california,",,5.0,10.0
68128,"mountain view, california, usa",,14.0,7.714285714285714
68156,"brooklyn, new york, usa",34.0,11.0,8.363636363636363
68185,"virginia beach, virginia, usa",22.0,11.0,6.818181818181818
68249,"la crosse, wisconsin, usa",50.0,9.0,7.777777777777778
68436,"downieville, california, usa",49.0,23.0,8.304347826086957
68555,"bad axe, michigan, usa",,38.0,6.7105263157894735
68568,"lewes, delaware, usa",46.0,5.0,9.0
68886,"miami, florida, usa",37.0,8.0,8.875
68943,"coventry, connecticut, usa",,9.0,7.666666666666667
68984,"aurora, illinois, usa",26.0,5.0,5.4
69042,"drayton valley, alberta, canada",55.0,5.0,8.4
69078,"new york, new york, usa",42.0,73.0,7.945205479452055
69156,"cross plains, wisconsin, usa",31.0,8.0,7.125
69211,"oviedo, florida, usa",,13.0,7.615384615384615
69232,"mooresville, north carolina, usa",55.0,7.0,9.428571428571429
69252,"vancouver, british columbia, canada",,5.0,7.6
69355,"syracuse, new york, usa",,15.0,6.8
69378,"mililani, hawaii, usa",46.0,13.0,7.3076923076923075
69389,"nebraska city, nebraska, usa",29.0,14.0,7.714285714285714
69684,"philadelphia, pennsylvania, usa",33.0,13.0,7.0
69697,"west sacramento, california, usa",24.0,28.0,8.75
69709,"san juan capistrano, california, usa",,7.0,6.571428571428571
69721,"minneapolis, minnesota, usa",32.0,9.0,8.0
69933,"perkasie, pennsylvania, usa",,7.0,8.714285714285714
69967,"fredericton, new brunswick, canada",41.0,5.0,8.0
69971,"pinehurst, north carolina, usa",43.0,17.0,6.588235294117647
70052,"st. john`s, ontario, canada",30.0,16.0,6.375
70065,"winnipeg, manitoba, canada",19.0,5.0,6.8
70183,"carbonear, newfoundland, canada",25.0,7.0,6.571428571428571
70415,"crescent city, florida, usa",57.0,8.0,8.25
70541,"hamburg, hamburg, germany",26.0,13.0,7.923076923076923
70594,"prince george, british columbia, canada",53.0,19.0,8.0
70666,"warwick, rhode island, usa",18.0,37.0,6.837837837837838
70703,"porto, n/a, portugal",33.0,5.0,7.4
70864,"arlington, massachusetts, usa",45.0,5.0,6.6
70931,"new haven, connecticut, usa",36.0,7.0,7.0
70999,"hauppauge, long island, new york, usa",57.0,5.0,7.8
71183,"dublin, leinster, ireland",32.0,5.0,8.6
71234,"cumberland, maryland, usa",30.0,8.0,9.125
71490,"west los angeles, california, usa",23.0,13.0,7.6923076923076925
71628,"johnstown, colorado, usa",,5.0,7.8
71712,"valley center, kansas, usa",26.0,6.0,6.666666666666667
71752,"sarasota, florida, usa",20.0,7.0,8.142857142857142
71786,"san jose, california, usa",29.0,6.0,7.333333333333333
71853,"somerville, massachusetts, usa",23.0,12.0,8.583333333333334
71902,"oakton, virginia, usa",,5.0,8.0
72214,"ottawa, ontario, canada",40.0,7.0,8.0
72523,"grand island, new york, usa",,7.0,7.714285714285714
72530,"arlington, virginia, usa",42.0,5.0,7.6
72785,"gordonsville, virginia, usa",39.0,5.0,6.8
72990,"watertown, new york, usa",31.0,6.0,6.833333333333333
73044,"sudbury, ontario, canada",,9.0,8.11111111111111
73330,"seattle, washington, usa",29.0,16.0,9.125
73394,"san diego, california, usa",33.0,7.0,8.714285714285714
73588,"astoria, new york, usa",38.0,17.0,5.823529411764706
73603,"mercer island, ,",56.0,6.0,8.0
73651,"grapevine, texas, usa",,6.0,7.166666666666667
73681,"almada, setúbal, portugal",27.0,36.0,8.36111111111111
73923,"montrose, california, usa",29.0,5.0,8.2
74026,"san diego, california, usa",21.0,13.0,7.0
74056,"san gabriel, california, usa",24.0,6.0,7.166666666666667
74286,"pampa, texas, usa",23.0,14.0,7.714285714285714
74453,"lansdale, pennsylvania, usa",61.0,5.0,6.8
74630,"castlegar, british columbia, canada",20.0,5.0,8.6
74691,"birmingham, alabama, usa",49.0,5.0,9.2
75089,"salt lake city, utah, usa",,7.0,7.428571428571429
75149,"geneva, illinois, usa",36.0,8.0,7.5
75485,"gainesville, florida, usa",27.0,10.0,8.4
75591,"charleston, west virginia, usa",33.0,42.0,8.119047619047619
75764,"concord, california, usa",55.0,5.0,10.0
75819,"west falls, new york, usa",,23.0,7.478260869565218
75860,"buffalo, minnesota, usa",30.0,6.0,7.0
76019,"norwich, england, united kingdom",28.0,8.0,7.25
76102,"buckfield, maine, usa",33.0,5.0,9.0
76151,"sioux falls, south dakota, usa",49.0,28.0,8.857142857142858
76168,"southborough, massachusetts, usa",,11.0,7.909090909090909
76218,"st. george, utah, usa",,6.0,6.0
76223,"lisboa, lisboa, portugal",25.0,10.0,7.6
76351,"clarksville, tennessee, usa",34.0,6.0,10.0
76352,"olympia, washington, usa",58.0,12.0,7.666666666666667
76499,"new york, new york, usa",,85.0,8.952941176470588
76530,"santa clarita, california, usa",55.0,5.0,7.2
76532,"seattle, washington, usa",36.0,5.0,6.8
76626,"london, england, united kingdom",38.0,65.0,8.153846153846153
76803,"brooklyn, ,",,5.0,8.2
76818,"little rock, arkansas, usa",49.0,10.0,8.7
76888,"easley, south carolina, usa",19.0,9.0,7.888888888888889
76942,"sacramento, california, usa",25.0,7.0,7.142857142857143
77307,"pittsburgh, pennsylvania, usa",19.0,6.0,9.166666666666666
77383,"ottawa, ontario, canada",25.0,10.0,8.3
77480,"gig harbor, washington, usa",51.0,26.0,7.8076923076923075
77724,"mission viejo, california, usa",43.0,5.0,7.8
77809,"atlantic highlands, new jersey, usa",29.0,13.0,7.230769230769231
78015,"enfield, connecticut, usa",32.0,7.0,9.0
78448,"fairfax, virginia, usa",,23.0,8.217391304347826
78553,"el cajon, california, usa",40.0,27.0,9.74074074074074
78783,"chantilly, virginia, usa",49.0,16.0,8.75
78834,"honolulu, hawaii, usa",28.0,19.0,9.0
78973,"amadora, lisboa, portugal",29.0,110.0,7.5
79055,"abilene, texas, usa",47.0,6.0,7.5
79215,"valley center, california, usa",,7.0,9.142857142857142
79285,"boise, idaho, usa",,6.0,8.5
79441,"spruce grove, alberta, canada",43.0,20.0,8.55
79556,"nottingham, england, united kingdom",27.0,5.0,7.4
79740,"st. louis, missouri, usa",24.0,8.0,6.375
79923,"toronto, ontario, canada",,5.0,7.4
79942,"mackay, queensland, australia",26.0,5.0,8.0
79977,"chesapeake, virginia, usa",35.0,15.0,6.066666666666666
80203,"olympia, wa, usa",34.0,6.0,9.333333333333334
80323,"versailles, kentucky, usa",,6.0,6.333333333333333
80538,"lisboa, lisboa, portugal",32.0,13.0,8.076923076923077
80555,"warminster, wiltshire, united kingdom",20.0,9.0,7.444444444444445
80642,"st louis, missouri, usa",43.0,7.0,6.285714285714286
80683,"new castle, delaware, usa",27.0,11.0,9.454545454545455
80690,"austin, texas, usa",,5.0,7.2
80810,"warrensburg, missouri, usa",33.0,15.0,7.2
80826,"middleburg, virginia, usa",41.0,5.0,8.2
80908,"lleida, catalunya, spain",30.0,5.0,7.8
80945,"freiburg, baden-württemberg, germany",46.0,18.0,8.055555555555555
81121,"chesterfield, missouri, usa",,11.0,7.7272727272727275
81136,"prescott, arizona, usa",41.0,8.0,6.875
81263,"shanghai, shanghai, china",17.0,9.0,8.777777777777779
81318,"cambridge, massachusetts, usa",25.0,7.0,5.857142857142857
81368,"mesa, arizona, usa",28.0,11.0,7.363636363636363
81484,"tempe, arizona, usa",21.0,5.0,8.2
81492,"san antonio, texas, usa",28.0,12.0,8.75
81560,"christchurch, canterbury, new zealand",,25.0,7.48
81597,"wichita, kansas, usa",,13.0,7.461538461538462
81682,"bluffton, south carolina,",36.0,7.0,7.571428571428571
81845,"preston, england, united kingdom",34.0,5.0,8.0
81848,"springfield, illinois, usa",35.0,14.0,7.214285714285714
81977,"minneapolis, minnesota, usa",34.0,12.0,8.083333333333334
82164,"oshawa, ontario, canada",46.0,8.0,7.0
82407,"washington, dc, usa",,12.0,6.416666666666667
82497,"yulee, florida, usa",47.0,13.0,7.846153846153846
82511,"firenze, toscana, italy",,8.0,6.625
82673,"new port richey, florida, usa",23.0,6.0,6.833333333333333
82831,"nashville, tennessee, usa",21.0,5.0,7.6
82893,"san antonio, texas, usa",40.0,6.0,9.5
83135,"auburn, new york, usa",29.0,5.0,7.4
83235,"alsip, illinois, usa",,5.0,7.0
83287,"tulsa, oklahoma, usa",45.0,18.0,8.833333333333334
83431,"trenton, ontario, canada",35.0,14.0,8.285714285714286
83443,"grifton, ,",,9.0,9.11111111111111
83637,"raleigh, north carolina, usa",57.0,8.0,7.625
83646,"covington, virginia, usa",34.0,6.0,7.166666666666667
83671,"iowa city, ,",52.0,21.0,8.761904761904763
83754,"las vegas, nevada, usa",65.0,5.0,8.0
84024,"abilene, texas, usa",37.0,6.0,7.0
84523,"apopka, ,",30.0,7.0,4.142857142857143
84795,"alpharetta, ,",,9.0,7.666666666666667
84847,"vancouver, british columbia, canada",30.0,5.0,8.0
84882,"woodstock, georgia, usa",,12.0,7.666666666666667
84897,"pleasanton, california, usa",,6.0,5.833333333333333
84900,"hong kong, hong kong, hong kong",37.0,8.0,6.75
85033,"toronto, ontario, canada",30.0,5.0,8.8
85043,"charlottesville, virginia, usa",,6.0,8.666666666666666
85426,"chisholm, minnesota, usa",23.0,10.0,9.1
85526,"victoria, british columbia, canada",36.0,24.0,8.583333333333334
85587,"hot springs, arkansas, usa",49.0,5.0,8.8
85656,"cottage grove, oregon, usa",41.0,11.0,8.363636363636363
85701,"savannah, georgia, usa",37.0,5.0,5.0
85757,"pawtucket, rhode island, usa",40.0,12.0,7.833333333333333
85962,"peterborough, ontario, canada",20.0,5.0,8.2
85993,"portland, oregon, usa",40.0,14.0,8.928571428571429
86123,"peterborough, ontario, canada",,6.0,6.333333333333333
86145,"alexandria, virginia, usa",45.0,15.0,6.333333333333333
86189,"tustin, california, usa",,29.0,7.068965517241379
86202,"sydney, new south wales, australia",26.0,9.0,7.555555555555555
86242,"new york, new york, usa",24.0,10.0,6.5
86243,"christchurch, canterbury, new zealand",,13.0,7.0
86392,"cornwall, prince edward island, canada",25.0,9.0,9.222222222222221
86408,"vista, california, usa",39.0,9.0,8.555555555555555
86489,"toledo, ohio, usa",26.0,5.0,7.8
86548,"ploiesti, prahova, romania",24.0,5.0,10.0
86641,"rison, arkansas, usa",39.0,8.0,7.625
86720,"calgary, alberta, canada",,7.0,7.428571428571429
86906,"charlottesville, virginia, usa",26.0,5.0,6.0
86969,"forest grove, oregon, usa",59.0,6.0,8.166666666666666
87141,"huntington beach, california, usa",,65.0,8.107692307692307
87351,"hoboken, new jersey, usa",28.0,5.0,7.2
87555,"lexington, kentucky, usa",31.0,18.0,9.11111111111111
87712,"yarmouth, nova scotia, canada",19.0,16.0,8.25
87911,"new york, new york, usa",20.0,11.0,5.363636363636363
87938,"n/a, n/a, malaysia",15.0,15.0,7.0
87949,"gladewater, texas, usa",44.0,6.0,9.5
87964,"toledo, ohio, usa",56.0,10.0,5.9
88029,"winnipeg, manitoba, canada",47.0,5.0,7.2
88122,"jacksonville, north carolina, usa",30.0,5.0,9.8
88229,"thermopolis, wyoming, usa",44.0,5.0,9.8
88283,"hamburg, hamburg, germany",24.0,21.0,8.19047619047619
88412,"toronto, ontario, canada",36.0,15.0,8.8
88605,"anchorage, alaska, usa",,5.0,5.8
88677,"laval, quebec, canada",44.0,12.0,7.833333333333333
88693,"shanghai, shanghai, china",30.0,36.0,7.861111111111111
88733,"houston, texas, usa",,33.0,8.696969696969697
88738,"harpers ferry, west virginia, usa",,5.0,8.6
88937,"cary, north carolina, usa",39.0,11.0,7.545454545454546
89192,"goor, alabama, netherlands",34.0,5.0,8.4
89551,"colorado springs, colorado, usa",29.0,5.0,8.0
89602,"honolulu, hawaii, usa",,75.0,6.546666666666667
89867,"montreal, quebec, canada",28.0,7.0,7.142857142857143
90049,"victoria, british columbia, canada",30.0,7.0,6.142857142857143
90198,"cornwall, new york,",34.0,14.0,7.428571428571429
90391,"queens, new york, usa",41.0,5.0,6.2
90417,"rye, new hampshire, usa",40.0,11.0,8.0
90616,"southfield, michigan, usa",,10.0,7.5
90653,"evansville, indiana, usa",29.0,5.0,8.0
90657,"rome, georgia, usa",,6.0,5.666666666666667
90731,"ypsilanti, michigan, usa",29.0,8.0,8.375
90915,"raleigh, north carolina, united states",49.0,5.0,6.8
91002,"anytown, new york, usa",37.0,8.0,8.25
91017,"holtsville, ,",54.0,6.0,8.166666666666666
91026,"maynooth, kildare, ireland",40.0,7.0,6.142857142857143
91058,"blanco, texas, usa",63.0,5.0,8.0
91103,"casper, wyoming, usa",35.0,14.0,6.785714285714286
91113,"chicago, illinois, usa",26.0,28.0,8.571428571428571
91184,"kuala lumpur, kuala lumpur, malaysia",31.0,10.0,6.9
91342,"doha, doha, qatar",29.0,6.0,7.666666666666667
91634,"pgh, pennsylvania, usa",,5.0,8.8
91832,"miami, florida, usa",,8.0,8.75
91931,"new westminster, british columbia, canada",40.0,5.0,8.2
92132,"terre haute, indiana, usa",20.0,5.0,9.0
92152,"tampa, florida, usa",57.0,5.0,7.8
92398,"battle creek, michigan, usa",,10.0,8.2
92405,"dortmund, nordrhein-westfalen, germany",26.0,8.0,7.875
92498,"sydney, new south wales, australia",,12.0,8.166666666666666
92547,"baker city, oregon, usa",29.0,10.0,9.1
92648,"fredericton, new brunswick, canada",41.0,6.0,7.833333333333333
92810,"manistee, michigan, usa",60.0,22.0,7.454545454545454
92861,"vancouver, british columbia, canada",,8.0,9.125
92979,"fairfield, california, usa",,7.0,7.285714285714286
93034,"london, england, united kingdom",45.0,7.0,7.428571428571429
93047,"nashua, new hampshire, usa",52.0,46.0,7.434782608695652
93092,"sherwood park, alberta, canada",22.0,22.0,8.227272727272727
93130,"saskatoon, saskatchewan, canada",61.0,6.0,7.5
93179,"san diego, california, usa",,23.0,7.956521739130435
93363,"farmington hills, michigan, usa",30.0,16.0,7.6875
93426,"plano, texas, usa",35.0,7.0,7.714285714285714
93453,"palm desert, california, usa",1.0,9.0,6.222222222222222
93565,"tustin, ,",72.0,7.0,8.571428571428571
93629,"baton rouge, louisiana, usa",54.0,39.0,7.589743589743589
93631,"halifax, ,",26.0,8.0,6.875
94242,"madrid, madrid, spain",28.0,7.0,7.571428571428571
94263,"union grove, north carolina, usa",21.0,8.0,9.0
94347,"oakland, new jersey, usa",44.0,49.0,8.204081632653061
94366,"nürnberg, bavaria, germany",,5.0,6.8
94396,"shoreline, washington, usa",62.0,6.0,9.0
94494,"tacoma, washington, usa",24.0,9.0,7.444444444444445
94651,"naples, florida, usa",28.0,5.0,5.6
94787,"cleveland, ohio, usa",24.0,9.0,7.666666666666667
94853,"christchurch, canterbury, new zealand",27.0,7.0,9.0
94951,"san jose, california, usa",37.0,25.0,9.2
94985,"sant cugat del vallès, catalunya, spain",39.0,11.0,7.2727272727272725
95010,"san jose, california, usa",,9.0,7.333333333333333
95025,"boise, idaho, usa",21.0,6.0,7.833333333333333
95043,"thousand oaks, california, usa",38.0,7.0,8.0
95173,"sterling heights, michigan, usa",,5.0,6.2
95250,"prospect, kentucky, usa",,7.0,7.428571428571429
95301,"wangaratta, victoria, australia",19.0,5.0,9.2
95316,"fredericton, new brunswick, canada",,8.0,6.625
95359,"charleston, west virginia, usa",33.0,131.0,8.076335877862595
95506,"chester, cheshire, united kingdom",42.0,6.0,8.666666666666666
95525,"glasgow, scotland, united kingdom",46.0,5.0,6.6
95781,"brooklyn, new york,",26.0,5.0,7.4
95903,"mason, ohio, usa",27.0,10.0,8.3
95921,"st james, western australia, australia",,7.0,7.285714285714286
95932,"manchester, new hampshire, usa",36.0,29.0,7.793103448275862
95991,"santa ana, california, usa",28.0,15.0,7.066666666666666
96194,"brooklyn, new york, usa",34.0,5.0,8.2
96320,"houston, texas, usa",51.0,6.0,8.666666666666666
96335,"manassas, virginia, usa",20.0,6.0,5.166666666666667
96357,"aiken, south carolina, usa",31.0,23.0,7.869565217391305
96440,"rochester, new york, usa",29.0,13.0,7.615384615384615
96448,"albuquerque, new mexico, usa",,14.0,7.857142857142857
96554,"barcelona, catalunya, spain",36.0,10.0,8.6
96608,"bloomington, indiana,",,5.0,5.0
96744,"jerez de la frontera, cadiz, spain",34.0,14.0,8.5
96771,"springfield, virginia, usa",43.0,6.0,9.166666666666666
96970,"minneapolis, minnesota, usa",42.0,5.0,7.2
97179,"ryde, isle of wight, united kingdom",40.0,12.0,5.25
97208,"san rafael, california, usa",,5.0,5.2
97290,"londonderry, new hampshire, usa",24.0,6.0,9.166666666666666
97324,"costa de caparica, lisbon, portugal",29.0,14.0,8.142857142857142
97721,"castro valley, california, usa",46.0,12.0,8.25
97754,"schenectady, new york, usa",46.0,10.0,6.1
97874,"n/a, british columbia, canada",,11.0,7.090909090909091
97972,"dorking, surrey, england, united kingdom",21.0,7.0,8.142857142857142
98026,"yarmouth, nova scotia,",40.0,6.0,7.166666666666667
98263,"north vancouver, british columbia, canada",35.0,8.0,9.375
98297,"espoo, uusimaa, finland",24.0,5.0,6.4
98322,"st. petersburg, florida, usa",40.0,5.0,7.0
98344,"apex, north carolina, usa",,5.0,8.8
98440,"yuma, arizona, usa",17.0,14.0,8.214285714285714
98484,"west point, new york, usa",18.0,5.0,9.0
98628,"kuwait, kuwait, kuwait",17.0,5.0,8.4
98686,"norfolk, virginia, usa",32.0,14.0,8.071428571428571
98722,"suffolk, virginia, usa",39.0,5.0,6.8
98758,"calgary, alberta, canada",25.0,21.0,7.428571428571429
98787,"melbourne, victoria, australia",26.0,15.0,8.066666666666666
98887,"colorado springs, colorado, usa",49.0,5.0,8.8
98904,"billings, montana, usa",28.0,21.0,8.095238095238095
98923,"liberty township, ohio, usa",,5.0,7.6
98930,"northampton, massachusetts, usa",,8.0,8.125
99222,"snohomish, washington, usa",,5.0,9.0
99441,"seattle, washington, usa",33.0,20.0,8.95
99720,"dahlonega, georgia, usa",,8.0,8.875
99955,"lockport, new york, usa",14.0,11.0,7.363636363636363
100009,"victoria, british columbia, canada",49.0,6.0,8.0
100088,"burnley, england, united kingdom",26.0,12.0,9.333333333333334
100264,"brunswick, ohio, usa",37.0,8.0,7.375
100459,"bay area, california, usa",38.0,30.0,8.366666666666667
100578,"dublin, co. dublin, ireland",46.0,8.0,8.375
100644,"heilbronn, baden-wuerttemberg, germany",26.0,10.0,7.5
100846,"plainfield, illinois, usa",39.0,14.0,7.857142857142857
100906,"seattle, washington, usa",34.0,71.0,8.126760563380282
101209,"ft huachuca, arizona, usa",44.0,7.0,7.571428571428571
101304,"chesapeake, virginia, usa",68.0,8.0,8.875
101305,"milwaukee, wisconsin, usa",29.0,18.0,7.277777777777778
101336,"miami, florida, usa",41.0,5.0,5.6
101606,"niagara falls, ontario, canada",32.0,24.0,7.833333333333333
101620,"brookland, arkansas, usa",,13.0,8.538461538461538
101731,"prince george, british columbia, canada",,7.0,8.428571428571429
101851,"keizer, oregon, usa",29.0,21.0,8.523809523809524
101876,"nicholasville, kentucky, usa",38.0,20.0,8.45
102220,"acapulco, n/a, mexico",54.0,8.0,6.75
102275,"saint clair, michigan, usa",52.0,7.0,8.285714285714286
102359,"springfield, oregon, usa",,15.0,9.866666666666667
102642,"longmont, colorado, usa",,14.0,6.285714285714286
102647,"modesto, california, usa",14.0,28.0,7.892857142857143
102702,"honolulu, hawaii, usa",34.0,20.0,9.55
102967,"olympia, washington, usa",54.0,30.0,6.466666666666667
103336,"tucson, arizona, usa",55.0,10.0,7.5
103624,"columbia, missouri, usa",53.0,6.0,7.166666666666667
103656,"nanty glo, pennsylvania, usa",28.0,5.0,9.6
103935,"cartersville, georgia, usa",48.0,6.0,5.833333333333333
104113,"springfield, missouri, usa",24.0,16.0,8.3125
104144,"florence, alabama, usa",65.0,8.0,8.5
104211,"chattanooga, tennessee, usa",39.0,10.0,7.2
104243,"coatesville, pennsylvania, usa",60.0,7.0,6.0
104268,"athens, georgia, usa",28.0,5.0,7.4
104362,"eugene, oregon, usa",45.0,8.0,7.25
104399,"middletown, ohio, usa",29.0,30.0,9.7
104413,"sacramento, california, usa",53.0,6.0,7.5
104604,"vancouver, bc, canada",36.0,6.0,8.5
104636,"youngstown, ohio, usa",,77.0,8.662337662337663
104657,"cave creek, arizona, usa",25.0,7.0,9.142857142857142
104665,"altoona, iowa, usa",30.0,25.0,6.64
104812,"woodstock, maryland, usa",19.0,12.0,8.0
104925,"duluth, minnesota, usa",44.0,8.0,7.375
105028,"kuala lumpur, federal territory, malaysia",22.0,34.0,7.852941176470588
105054,"edmonton, alberta, canada",29.0,7.0,7.285714285714286
105058,"north york, ontario, canada",32.0,8.0,7.5
105214,"pittsburgh, pennsylvania, usa",34.0,13.0,8.615384615384615
105262,"santa barbara, california, usa",24.0,6.0,6.666666666666667
105374,"montreal, quebec, canada",25.0,6.0,9.166666666666666
105476,"zaragoza, aragón, spain",22.0,5.0,7.4
105517,"calgary, alberta, canada",28.0,41.0,6.585365853658536
105536,"belleville, new jersey, usa",17.0,7.0,7.857142857142857
105572,"charlottesville, virginia, usa",,5.0,7.6
105937,"tampa, florida, usa",27.0,5.0,9.4
105979,"oakland, california, usa",26.0,32.0,6.375
