Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
Secret Servant: The Moneypenny Diaries,Sebastian Faulks,2006,['Spy novel'],"From saving spies to private passions, this book covers the secret adventures of James Bond's right-hand woman. Jane Moneypenny may project a cool, calm and collected image but her secret diaries reveal a rather different story. In the grip of an uncertain love affair and haunted by a dark family secret, the last thing she needs is a crisis at work. But the Secret Intelligence Service is in chaos. One senior officer is on trial for treason, another has defected to Moscow and her beloved James Bond has been brainwashed by the KGB. Only a woman's touch can save them. Moneypenny soon finds herself embroiled in a highly charged adventure infused with the glamour of the Cold War espionage game. Alone on a dangerous Russian mission she turns, with breathless intimacy, to writing a truly explosive private diary.
",,,320,False,False,James Bond,The Moneypenny Diaries: Guardian Angel,The Moneypenny Diaries: Final Fling
The Moneypenny Diaries: Final Fling,Sebastian Faulks,2008,['Spy novel'],"From saving spies to private passions, this book covers the secret adventures of James Bond's right-hand woman. Jane Moneypenny may project a cool, calm and collected image but her secret diaries reveal a rather different story. Kate Westbrook is trying to publish Miss Moneypenny's diaries, but everyone she speaks to about them is trying to stop her. Whilst in consultation with Tanner it is hinted to Westbrook that her aunt was murdered because she was searching too hard for the MI6 mole.[3]
",,,,False,False,James Bond,Secret Servant: The Moneypenny Diaries,
The Killing Zone,Sebastian Faulks,1985,['Spy novel'],"The novel begins with the murder of Bill Tanner by Klaus Doberman, a German-South American drug lord. Enraged by his friend's death, Bond disobeys his official orders to get revenge. According to the cover blurb on the back of the book, ""In this new high voltage spy thriller, Secret Agent 007 must ""liquidate"" ruthless billionaire kingpin Klaus Doberman. But James Bond has his hands full as he battles a luscious lady assassin who offers lethal love Russian style and a slit-eyed Oriental sadist who is an elusive and deadly Ninja. Aided by his confederate Lotta Head and his old CIA buddy Felix Leiter, 007 is pitted against Klaus Doberman in his heavily armed fortress high in the Mexican Sierra Madres ... in the most bloodcurdling death duel in the great Bond saga.""
",,,,False,False,James Bond(unofficial),,
Per Fine Ounce,Sebastian Faulks,1966,['Spy novel'],,,,,False,True,James Bond,,
"Double O Seven, James Bond, A Report",Sebastian Faulks,1964,,,,,,,,,,
The James Bond Dossier,Sebastian Faulks,1965,,,,,,,,,,
The Book of Bond,Sebastian Faulks,1965,['Comedy Self-parody'],,,,111,False,True,,,
The James Bond Bedside Companion,Sebastian Faulks,1984,,,,,,,,,,
The Battle for Bond,Sebastian Faulks,2007,['Non-fiction'],,,,264272,False,True,,,
Danger Society: The Young Bond Dossier,Sebastian Faulks,2009,['Non-fiction / Spy fiction'],,,,249,False,False,James Bond/Young Bond,By Royal Command,
Nine Princes in Amber,Roger Zelazny,1970,['Fantasy'],"Carl Corey wakes in a medical clinic with little knowledge of who he is or how he got there. He suspects he is being overmedicated, so he escapes his room. He learns that he was recovering from a car accident in a private clinic, paid for by his sister, Evelyn Flaumel.
",,,175,False,True,The Chronicles of Amber,,The Guns of Avalon
The Guns of Avalon,Roger Zelazny,1972,['Fantasy'],"Corwin has escaped the dungeons of Amber, where he was imprisoned by his hated brother Eric, who has seized the throne. All of Corwin's siblings believe that guns can never be brought to the medieval world of Amber, as all gunpowders seem inert there. But Corwin has secret knowledge: in the shadow world of Avalon, where he once ruled, there exists a jeweler's rouge that will function as gunpowder in Amber. Corwin plans to raise a legion of shadow soldiers, and arm them with automatic rifles from the shadow world Earth.
",,,180,False,False,The Chronicles of Amber,Nine Princes in Amber,Sign of the Unicorn
Sign of the Unicorn,Roger Zelazny,1975,['Fantasy'],"Eric is dead, and Corwin now rules Amber as Regent — but someone has murdered Caine and framed Corwin. Random tells his part of the story. Corwin decides to find out what happened to Brand who is either missing or dead, and begins to find his obsession with the throne is a two-edged sword that may cost him his life, as it has his brothers'.
",,,186,False,False,Chronicles of Amber,The Guns of Avalon,The Hand of Oberon
The Hand of Oberon,Roger Zelazny,1976,['Fantasy '],"Corwin explores the true Amber, and finds the source of the Black Road, in the damaged primal Pattern. He learns that to repair the damage will require the Jewel of Judgement, which he must retrieve from Earth.
",,,181,False,False,The Chronicles of Amber,Sign of the Unicorn,The Courts of Chaos
The Courts of Chaos,Roger Zelazny,1978,['Fantasy'],"Corwin sulks in Castle Amber's library while Oberon gives the family orders. Random persuades Corwin to leave, but they encounter a real-life scene mirroring Corwin's earlier experience in Tir-na Nog'th: prevented from interfering by an invisible force, they watch as Corwin's sword appears and chops off Benedict's new arm.
",,,,False,False,The Chronicles of Amber,The Hand of Oberon,Trumps of Doom
Knight of Shadows,Roger Zelazny,1989,['Fantasy'],,,,215,False,False,The Chronicles of Amber,Sign of Chaos,Prince of Chaos
Prince of Chaos,Roger Zelazny,1991,['Fantasy'],"Merlin finds himself summoned back to the land where he was raised, the Courts of Chaos. He finds himself enmeshed in political intrigues and schemes, and himself much closer to the crown than he believed possible, or wants. He encounters a variety of old acquaintances, and finds himself fighting with both his wits and his magic to avoid the snares laid for him, to help his friends, and to discover his father's fate.
",,,225,False,False,The Chronicles of Amber,Knight of Shadows,
Today We Choose Faces,Roger Zelazny,1973,['Science fiction'],"The story is set, like many Zelazny pure science fiction novels, a few centuries in the future.  The narrator, a Mafia assassin named Angelo di Negri, has been revived from suspended animation by the mostly legitimate successors of the criminal organization, and given a mission to assassinate a scientist on a fortified facility on an otherwise uninhabited planet.
",,,174,False,False,,,
Bridge of Ashes,Roger Zelazny,1976,['Science fiction'],"Alien invaders manipulate humans for millennia in order to create the ""post-ecological-catastrophe environment""[3] that is their natural habitat.  Because of pollution the self-destruction of the human race is imminent.  
Dennis Guise is a 13-year-old boy who is the most powerful telepath in the world.  However, due to the sheer volume of thoughts that he inadvertently receives from others, he is catatonic.  He sometimes takes on whole personalities, often famous people, living or dead.  Through therapy he eliminates these people from his mind and learns to block the experiential input of others.  He is then able to be his own person.  He decides to help a mysterious figure called ""the dark man"" convince the aliens to leave Earth, and they are successful.
",,,154,False,False,,,
A Dark Traveling,Roger Zelazny,1987,['Science fantasy'],"When an injured scientist disappears into a parallel world that is the battlefield between the forces of light and dark, his children set out to find him.
",,,143,False,False,Millennium,,
Bring Me the Head of Prince Charming,Roger Zelazny,1991,"['Fantasy', ' humoristic']",,,,286,False,False,The Millennial Contest series,,If at Faust You Don't Succeed
Lord Demon,Roger Zelazny,1999,['Fantasy'],,,,276,False,False,,,
The Sword of Shannara,Terry Brooks,1977,['Epic fantasy[1]'],"The Sword of Shannara's events take place 2000 years[2] after the ""Great Wars"": a nuclear holocaust that has wiped out most of the planet. These wars rearranged the planet's geography and wiped out most human life on Earth. Only traces of technological artifacts have been found; most advanced technology has been lost, but magic has been rediscovered. During this time, Mankind mutated into several distinct races: humans, dwarves, gnomes and trolls, all named after creatures from ""age-old"" myths. Also, elves begin to emerge after having been in seclusion and hiding for centuries.
",,,726,True,False,Original Shannara Trilogy,First King of Shannara,The Elfstones of Shannara
The Scions of Shannara,Terry Brooks,1990,['Fantasy'],"The Scions of Shannara is set in a land ruled by the cruel military order called the Federation. The Elves have vanished, while the dwarves are imprisoned for having fought the Federation in the past. The Dwarves are sent to dig in mines, and will soon be extinct because of the Federation's wickedness. Magic is forbidden.
",,,419,False,False,Heritage of Shannara,The Wishsong of Shannara,The Druid of Shannara
The Druid of Shannara,Terry Brooks,1991,['Fantasy'],"The Druid of Shannara takes off where The Scions of Shannara left off, focusing on the story of Walker Boh as he attempts to fulfill the task given to him by the shade of Allanon, to return the Druid castle of Paranor to the Four Lands. Left in the Hall of Kings with the Asphinx attacking, Walker fends off the poison with his magic for days whereas the Asphinx could have killed any normal mortal. Finally realizing that there is only one way out of his predicament, he breaks off his arm in terrible agony. He fights his way through the Hall of Kings and amazingly finds his way to Storlock for the Gnome Healers to help him to the best of their abilities.
",,,423384,False,False,Heritage of Shannara,The Scions of Shannara,The Elf Queen of Shannara
The Elf Queen of Shannara,Terry Brooks,1992,['Fantasy'],"Wren Ohmsford, a descendant of the legendary Jerle Shannara, was charged by the shade of the Druid Allanon to travel to the distant island of Morrowindl and find the Elves to bring them back to the Four Lands. However, Elves have not been seen in the Four Lands for over a century. No one in the Westlands knew of them---except, finally, the Addershag, who told Wren how to locate one.
",,,403368,False,False,Heritage of Shannara,The Druid of Shannara,The Talismans of Shannara
Running with the Demon,Terry Brooks,1997,['Dark fantasy'],"Malevolent creatures have hidden themselves for many years in Sinnissippi Park, in Hopewell, Illinois. A man named John Ross is drawn to the town, plagued by nightmares warning him that an unspeakable evil is about to be unleashed on the world. A teenager, Nest Freemark, has powers that she does not fully understand, and uses them in the battle between good and evil.[1]
",,,420448,False,False,Word & Void series,,A Knight of the Word
Angel Fire East,Terry Brooks,1999,['Fantasy'],"John Ross has a vision of the future where a crucified Knight of the Word (one that resembles himself) tells him that a ""Gypsy morph"" is about to be created in the present. The creation of a Gypsy morph is a rare event - it is a convergence of magic that can become a powerful tool for either the Void or the Word depending on who unlocks its secret. The morph, however, will dissipate within a month if the secret remains hidden and the magic will be lost. John manages to catch the morph in the Pacific Northwest and escape his demon pursuers. The morph changes from creature to creature before settling on the appearance of a four-year-old boy. The only word the boy says is ""Nest"", prompting John to head back to Hopewell, Illinois to find out if Nest Freemark, whom he has not seen in ten years, can help him. However a resourceful demon named Findo Gask has been tracking John. He has recruited three other demons - Penny Dreadful (a young goth-type girl with crazy red hair and a penchant for self-destruction), Twitch (a half-crazed hulking albino man), and an ur'droch (a lethal demon who remains in its dark, shadowy form instead of taking on a human guise). Findo has heard the Gypsy morph's words in the ether and knows where to go to intercept John Ross. He and the three other demons arrive in town before him.
",,,352,False,False,Word & Void series,A Knight of the Word,Armageddon's Children
Ilse Witch,Terry Brooks,2000,['High fantasy'],"Set 130 years after the events of the Heritage of Shannara series, the Free-born and the Federation are still at war. The story follows a quest organized by Walker Boh, the last surviving Shannara Druid. Thirty years before the story begins, the Elven prince Kael Elessedil led an expedition in search of a legendary magic which was said to be the most ancient and powerful in the world.
",,,464,False,False,The Voyage of the Jerle Shannara,The Talismans of Shannara,Antrax
Antrax,Terry Brooks,2001,['Fantasy'],"The voyage to find the books of lost magic takes the companions to the continent of Parkasia. Here, they are split up, and Walker, despite all his plans and his enormous power, finds himself caught and trapped by an unseen force, a supercomputer artificial intelligence built by the ancient humans, known as ""Antrax"". Antrax was created to store data and information from its time and it is given a duty, an order to protect the information that it holds. However, when the Great War broke out, the last of its creators returned, and gave Antrax its final task: protect the information at all costs, no matter what the price. Antrax then began to build its own arsenal of defense mechanisms that includes lasers and various sentry and maintenance robots collectively referred to as ""Creepers"" by the characters that encounter them.
",,,375,False,False,The Voyage of the Jerle Shannara,Ilse Witch,Morgawr
Morgawr (novel),Terry Brooks,2002,['Fantasy novel'],"The Morgawr is a centuries-old sorcerer of unimaginable might, who feeds upon the souls of his enemies. With a fleet of airships and a crew of walking dead men at his command, he is in relentless pursuit of the Jerle Shannara. His goal is twofold: to find and control the fabled 'magic' of Parkasia, and to destroy the Ilse Witch (his disciple) to keep her from using the magic to destroy him. He gets more annoyed when Ahren Elessedil escapes his imprisonment and the seer, Ryer Ord Star is able to lead him astray as directed by Walker even at his death.
",,,401,False,False,The Voyage of the Jerle Shannara,Antrax,Jarka Ruus
Jarka Ruus,Terry Brooks,2003,['Fantasy'],"In the 20 years since the events chronicled in The Voyage of the Jerle Shannara, Grianne Ohmsford has become High Druid, or Ard Rhys, of the new Druid Council, but not without misgivings by many over her former life as the evil Ilse Witch. In a bid for power, a group of Druids led by Shadea a'Ru use unorthodox magic called ""liquid night"" to send Grianne out of the Four Lands and into the Demon-infested world of the Forbidding. Tagwen, Grianne's loyal Dwarf aid, sets out to restore her, seeking the aid of her brother Bek Ohmsford. Finding Bek and his wife Rue Meridian otherwise disposed, Tagwen joins forces with their son Pen, who has a supernatural ability to commune with nature.  Advised by the King of the Silver River, they set out in search of the legendary Tanequil tree, which they are told can provide a means to reach Grianne in the Forbidding. They are joined by the elf Ahren Elessedil, now a Druid, and his niece Khyber (heir to the magic Elfstones), as well as the mysteriously empathic Rover girl Cinnaminson, for whom Pen develops strong feelings. Along the way, they are stalked by traitorous Druid minions and their spider-like assassin accomplice, Aphasia Wye. They manage to defeat one of the pursuing Druid airships, but at the cost of Ahren's life and Cinamminson's capture.
",,,416,False,False,High Druid of Shannara,Morgawr,Tanequil
Straken,Terry Brooks,2005,['Fantasy'],"After receiving the darkwand from the Tanequil tree, Pen Ohmsford finds his companions—the Dwarf Tagwen and a small troll force led by Kermadec and his brother Atalan—captured by Druid forces under the command of the illegitimate High Druid Shadea a'Ru.  Pen agrees to be taken prisoner in exchange for their release.  The elf-girl Khyber Elessedil, however, manages to stow away on the Druid airship before it leaves for Paranor.
",,,384,False,False,High Druid of Shannara,Tanequil,Wards of Faerie
Wizard at Large,Terry Brooks,1988,['Fantasy novel'],"In an attempt to return Abernathy to his former human self, court wizard Questor Thews inadvertently sends the canine court scribe, along with Ben Holiday's royal medallion, to Earth. Specifically, Abernathy ends up with the medallion in the menagerie of Michel Ard Rhi, a cruel former prince of Landover who was banished from Landover years ago. Ard Rhi is now a Washington state millionaire who keeps a collection of rare and magical items in his personal castle. As part of the botched spell, Abernathy is exchanged for one of Ard Rhi's magical artifacts, and a strange bottle appears in Landover in Abernathy's place. The bottle contains a Darkling, a creature similar to an evil genie that corrupts its master.
",,,320,False,False,Magic Kingdom of Landover,The Black Unicorn,The Tangle Box
The Tangle Box,Terry Brooks,1994,['Fantasy'],,,,368,False,False,Magic Kingdom of Landover,Wizard at Large,Witches' Brew
Witches' Brew (novel),Terry Brooks,1995,['Fantasy'],,,,352,False,False,Magic Kingdom of Landover,The Tangle Box,A Princess of Landover
A Princess of Landover,Terry Brooks,2009,['Fantasy novel'],,,,352,False,False,Magic Kingdom of Landover,Witches' Brew,
Sometimes the Magic Works,Terry Brooks,2003,,,,,197,False,False,,,
Armageddon's Children,Terry Brooks,2006,['Fantasy'],"The world, now ravaged by nuclear war and plague, lies in ruins, overrun by Demons and other monsters, with the remaining humans forced into tightly controlled fortress-like compounds. A group of children, the Ghosts, hide out in the ruins of downtown Seattle. Their leader, Hawk, is multi-talented, and unaware that he is a gypsy morph, a magical creature. He has prophetic dreams in which he leads a large group into a new ""promised land"". He secretly sees Tessa, a girl from the nearby compound at Safeco Field, though they are forbidden to be together by compound law.
",,,384,False,False,The Great Wars,Angel Fire East,The Elves of Cintra
The Elves of Cintra,Terry Brooks,2007,['Fantasy'],"Beginning where Armageddon's Children ended, Knight of the Word Logan Tom races to save the gypsy morph Hawk and his girlfriend Tessa from being thrown to their deaths from atop Safeco Field.  He is too late but learns that a brilliant white light enveloped the two as they fell, apparently saved by an unknown magic.  Logan doesn't know where they have gone, but sees a demon invasion force preparing to land at Seattle's waterfront.  Meanwhile, the Ghosts head toward the agreed upon rendezvous point and Logan Tom goes to find them.[citation needed]
",,,,False,False,The Genesis of Shannara,Armageddon's Children,The Gypsy Morph[1]
The Gypsy Morph,Terry Brooks,2008,['Fantasy'],"Angel Perez is found by Kirisin and Simralin, and brought to the blind elven tracker Larkin Quill for healing.  Leaving Angel, Kirisin and Simralin use a hot-air balloon to travel to the elven city of Arborlon where they discover a demon army hiding outside the city, waiting for the order to attack. The two manage to evade the demon army and enter the city where they gain an audience with the elven High Council.  The King is still skeptical about the danger awaiting Arborlon until it is violently revealed in the Council that the elven tracker Tragen is a demon in disguise.  Tragen is killed and the elven King is finally convinced that the Arborlon and its guardian tree, the Ellcrys, must be transported within the Loden Elfstone to a safe location.
",,,,False,False,The Genesis of Shannara,The Elves of Cintra,Bearers of the Black Staff
Bearers of the Black Staff,Terry Brooks,2010,,,,,,,,,,
The Measure of the Magic,Terry Brooks,2011,,,,,,,,,,
Wards of Faerie,Terry Brooks,2012,['Fantasy'],"The story takes place in the Four Lands, 100 years after the previous trilogy. People have grown ever increasingly distrustful of magic and its wielders, ever since the Third Council of Druids. The potential to once again find the lost Elfstones of Faerie could change that for the better, assuming that the Ard Rhys survives the attempt.
",,,384,False,False,The Dark Legacy of Shannara,Straken,Bloodfire Quest
Bloodfire Quest,Terry Brooks,2013,['Fantasy'],,,,368,False,False,The Dark Legacy of Shannara,Wards of Faerie,Witch Wraith
Magic Kingdom for Sale—Sold!,Terry Brooks,1986,"['Fantasy', ' Quest']","The novel begins with Ben Holiday, a trial lawyer from Chicago, lamenting the loss of his wife and unborn child in a car accident. He finds an advertisement in an upscale Christmas catalog claiming to offer a magical kingdom for one million dollars by a man named Mr. Meeks. Although skeptical, Ben pursues the offer out of a desperate need to start a new life.  
",,,384,False,True,Magic Kingdom of Landover,,The Black Unicorn
The Starlight Barking,Dodie Smith,1967,"[""Children's novel""]","The Dearly family and most of the Dalmatians of the first book still live in Cruella de Vil's old manor house in Suffolk, as do many of the other rescued Dalmatians and a married couple of White Persian cats. Mr. Dearly has allowed some dogs to go to new masters, including giving Cadpig to the Prime Minister.
",,,144,False,True,,The Hundred and One Dalmatians,
Disney's Animated Storybook,Dodie Smith,1997,,"""'The processes that we were using were actually catching the attention of different divisional groups that all said 'Wait a minute.' They all kind of wanted to manage or have a say or control what was happening. And we were so relatively low on the totem pole that it became a bigger deal, that discussion that took place over our heads."" Projects became almost impossible to get approved, according to Mullich, as pitch meetings took place in front of management teams, and after six months of continual 'no' replies, Mullich left.
",,,,True,True,,,
Mason &amp; Dixon,Thomas Pynchon,1997,"['Postmodern novel', ' historical novel', ' biography']","Pynchon began work on the novel as early as 1975,[3] and in 1978 he was reported to be in England researching the lives of Mason and Dixon.[4] Until the release of Vineland, it was long rumored to be his next novel following Gravity's Rainbow.[5] It was formally announced by the publisher in October 1996[6] with a first printing of 200,000.
",,,773,False,True,,,
Against the Day,Thomas Pynchon,2006,['Historical novel'],"Besides appearing within the book itself, the novel's title apparently refers to a verse in the Bible (2 Peter 3:7) reading ""the heavens and the earth ... [are] reserved unto fire against the day of judgment and perdition of ungodly men.""[1]
",,,1085,False,True,,,
Inherent Vice,Thomas Pynchon,2009,['Detective novel'],"The novel is set in Los Angeles in 1970. Larry ""Doc"" Sportello, a private investigator and pothead, receives a visit from his former girlfriend Shasta Fay Hepworth, who is now having an affair with real-estate mogul Michael Z. ""Mickey"" Wolfmann. Shasta asks Doc to help foil a plot allegedly hatched by Mickey's wife Sloane and her lover, Riggs Warbling, to have Mickey admitted to a mental health institution. Later, a black militant named Tariq Khalil asks Doc to find Glen Charlock, one of Mickey's bodyguards—Tariq claims that Charlock owes him money after their time spent together in prison.
",,,369,False,True,,,
Bleeding Edge (novel),Thomas Pynchon,2013,"['Postmodern detective', ' Cyberpunk', ' Science fiction']","The often surreal and dream-like plot of the novel opens on the first day of spring 2001, with Maxine Tarnow walking her two sons to school before going to work.
",,,477,False,True,,,
Pincher Martin,William Golding,1956,['Allegorical'],"The plot of Pincher Martin surrounds the survival and psychophysical, spiritual and existential plight of one Christopher Hadley ""Pincher"" Martin, a temporary naval lieutenant who believes himself to be the sole survivor of a military torpedo destroyer which sinks in the North Atlantic Ocean. At the start of the novel Martin is in the water and desperately fighting for his life. He is apparently saved after being providentially washed ashore a rocky mid-Atlantic islet. He deduces that his naval crew is dead and begins his grim struggle for survival but, as time goes by, a series of strange and increasingly terrifying events, which he at first dismisses as hallucinations, slowly provokes in him an existential crisis.
",,,208,False,False,,,
The Paper Men,William Golding,1984,,"The novel's protagonist is Wilfred Barclay, a curmudgeonly writer who has a drinking problem, a dead marriage, and the incurable itches of middle-aged lust. Barclay is irritated by a young professor, Rick Tucker, who is determined to write Barclay's biography and desperate to gain control of the writer's personal papers. Tucker pursues Barclay across Europe, where both men sacrifice relationships, self-respect, and ultimately themselves in this lethal pursuit.[2]
",,,191,False,False,,,
The Hot Gates,William Golding,1965,,,,,,,,,,
The Inheritors (Golding novel),William Golding,1955,['Novelprehistoric fiction'],"Like Lord of the Flies, The Inheritors began life in a Bishop Wordsworth's School notebook.[2] This handwritten manuscript and the typescript that ensued are now held in the University of Exeter's Special Collections Archives, where they can be used for further research and study.
",,,233,False,False,,,
Free Fall (Golding novel),William Golding,1959,,"Samuel ('Sammy') Mountjoy, a talented painter but a directionless and unhappy man, is a prisoner of war in Germany during World War II. Recently some inmates escaped from his camp. A Gestapo officer, Dr. Halde, interviews Sammy in an attempt to find out about the escape organisation; when Sammy denies knowing anything, Halde has him locked in a small store-room, awaiting possible torture. Under the pressure of the darkness, isolation and horrified anticipation he gradually breaks down; in a series of long flashbacks, he wonders what brought him to his current state, and in particular, how he lost his freedom.
",,,,False,False,,,
The Pyramid (Golding novel),William Golding,1967,,"It describes the experiences of growing up in the 1920s in a small market town in England of the narrator, Oliver. It tells three separate stories from his childhood, resolving them many years later. All three stories end with Oliver seeing the other main character for the last time.
",,,,False,False,,,
The Scorpion God,William Golding,1971,,"Critical opinion differs about whether the three novellas are bound by a common theme other than their setting in the deep past. 
",,,178,False,False,,,
Darkness Visible (novel),William Golding,1979,,,,,265,False,False,,,
The Double Tongue,William Golding,1995,['Psychological/Historical novel'],,,,160,False,False,,,
The Sea Is My Brother,Caleb Carr,1942,,,,,158,False,False,,,
The Town and the City,Caleb Carr,1950,['Semi-autobiographical novel'],,,,499,False,True,,,On the Road (1957)
The Subterraneans,Caleb Carr,1958,,,,,111,False,True,,On the Road(1957),The Dharma Bums (1958)
The Dharma Bums,Caleb Carr,1958,"['Novel', ' Beat literature']","The character Japhy drives Ray Smith's story, whose penchant for simplicity and Zen Buddhism influenced Kerouac on the eve of the sudden and unpredicted success of On the Road. The action shifts between the events of Smith and Ryder's ""city life,"" such as three-day parties and enactments of the Buddhist ""Yab-Yum"" rituals, to the sublime and peaceful imagery where Kerouac seeks a type of transcendence. The novel concludes with a change in narrative style, with Kerouac working alone as a fire lookout on Desolation Peak (adjacent to Hozomeen Mountain), in what would soon be declared North Cascades National Park (see also Kerouac's novel Desolation Angels). His summer on Desolation Peak was desperately lonely. “Many's the time I thought I'd die of boredom or jump off the mountain,” he wrote in Desolation Angels.[2] Yet in The Dharma Bums, Kerouac described the experience in elegiac prose.
",,,187,False,False,,The Subterraneans(1958),Doctor Sax  (1959)
Maggie Cassidy,Caleb Carr,1959,,"Part of what Kerouac considered the 'Duluoz Legend',[1] Maggie Cassidy tells the tale of Jack Duluoz and his romantic involvement with Irish-American Maggie Cassidy.  Duluoz is a high school athletics and football star who meets Maggie Cassidy and begins a devoted, inconstant, tender adolescent love affair.[2]
",,,208,False,False,,Doctor Sax(1959),Tristessa (1960)
Book of Dreams (novel),Caleb Carr,1960,,,,,,False,False,,Lonesome Traveler(1960),Big Sur  (1962)
Tristessa,Caleb Carr,1960,,,,,96,False,False,,Maggie Cassidy(1959),Lonesome Traveler (1960)
Visions of Cody,Caleb Carr,1960,,,,,448,False,False,,Tristessa(1960),Lonesome Traveler  (1960)
Big Sur (novel),Caleb Carr,1962,"['Beat', ' stream of consciousness']",,,,256,False,True,Duluoz Legend,Lonesome Traveler(1960),Visions of Gerard  (1963)
Visions of Gerard,Caleb Carr,1963,,,,,144,False,False,,Big Sur(1962),Desolation Angels  (1965)
Desolation Angels (novel),Caleb Carr,1965,,"All of Kerouac's Duluoz legend's characters were based on others that were present within his life, and Desolation Angels is no exception.[4][5][6]
",,,366,False,True,Duluoz Legend,Visions of Gerard(1963),Satori in Paris  (1966)
Satori in Paris,Caleb Carr,1966,,,,,118,False,False,,Desolation Angels(1965),Vanity of Duluoz  (1968)
Vanity of Duluoz,Caleb Carr,1968,['Semi-autobiographical novel'],,,,272,False,False,,Satori in Paris(1966),Pic  (1971)
Pic (novel),Caleb Carr,1971,,,,,120,False,False,,,
Orpheus Emerged,Caleb Carr,2002,['Novel'],,,,176,False,False,,Good Blonde & Others(1993),Book of Sketches  (2006)
Mexico City Blues,Caleb Carr,1959,,,,,,False,True,,Pull My Daisy,The Scripture of the Golden Eternity
The Scripture of the Golden Eternity,Caleb Carr,1960,,,,,,,,,,
Old Angel Midnight,Caleb Carr,1973,['PoetryBeat Generation'],,,,89,False,True,,Scattered Poems(1971),Atop an Underwood  (1991)
Poetry for the Beat Generation,Caleb Carr,1959,,,,,,False,False,,,
Blues and Haikus,Caleb Carr,1960,,,,,,False,False,,,
Off the Road,Caleb Carr,1990,['AutobiographyLiterary History'],,,,436,False,True,,,
Door Wide Open,Caleb Carr,2002,['LettersBeat'],,,,182,False,False,,,
Kaddish and Other Poems,Caleb Carr,1961,,,,,,,,,,
Reality Sandwiches,Caleb Carr,1963,,,,,,,,,,
Planet News,Caleb Carr,1968,,,,,,,,,,
Mind Breaths,Caleb Carr,1978,,,,,,,,,,
The Belgariad,David Eddings,1982,['High fantasy'],,,,258,True,False,The Belgariad,,Queen of Sorcery
The Malloreon,David Eddings,1987,['Fantasy'],,,,438,False,False,The Malloreon,,King of the Murgos
The Elenium,David Eddings,1989,['Fantasy'],,,,448,False,False,The Elenium,none,The Ruby Knight
The Tamuli,David Eddings,1992,['Fantasy'],,,,480,False,False,The Tamuli,The EleniumSeries,The Shining Ones
Three Cups of Deceit,Jon Krakauer,2011,['Non-fiction'],,,,96,True,True,,Where Men Win Glory,Missoula: Rape and the Justice System in a College Town
Into the Wild (book),Jon Krakauer,1996,['Biography/True travel essay'],,,,224,True,True,,Eiger Dreams,Into Thin Air
Into Thin Air,Jon Krakauer,1997,['Non-fiction'],,,,416,True,True,,Into the Wild,Under the Banner of Heaven
Under the Banner of Heaven,Jon Krakauer,2003,['Nonfiction'],,,,,False,True,,Into Thin Air,Where Men Win Glory
Missoula: Rape and the Justice System in a College Town,Jon Krakauer,2015,['Non-fiction'],,,,367,False,True,,Three Cups of Deceit,Classic Krakauer: Essays on Wilderness and Risk
Moral Inquiries on the Situation of Man and of Brutes,M. M. Kaye,1824,,,,,175,False,True,,,
Animals' Rights,M. M. Kaye,1892,,,,,166,False,True,,,
Evolutional Ethics and Animal Psychology,M. M. Kaye,1897,,,,,386,False,True,,,
The Universal Kinship,M. M. Kaye,1906,,,,,329,False,True,International Library of Social Science,,
The New Ethics,M. M. Kaye,1907,,,,,216,False,True,,,
Animal Liberation (book),M. M. Kaye,1975,,,,,3112009,False,True,,,
The Case for Animal Rights,M. M. Kaye,1983,,,,,4742004,False,True,,All That Dwell Therein: Essays on Animal Rights and Environmental Ethics,Animal Sacrifices: Religious Perspectives on the Use of Animals in Science
"Morals, Reason, and Animals",M. M. Kaye,1987,,,,,302,False,True,,,
Do Animals Have Rights? (book),M. M. Kaye,1998,,,,,247,False,True,,,
The Lives of Animals,M. M. Kaye,1999,['Fiction'],,,,127,False,True,Human Values series,,
Striking at the Roots,M. M. Kaye,2008,,,,,282416,False,True,,,Bleating Hearts: The Hidden World of Animal Suffering
An American Trilogy (book),M. M. Kaye,2009,['Non-fiction'],,,,304,False,True,,,
An Introduction to Animals and Political Theory,M. M. Kaye,2010,,,,,176,False,True,Palgrave Macmillan Animal Ethics Series,,
Animal Rights Without Liberation,M. M. Kaye,2012,,,,,258,False,True,Critical Perspectives on Animals (edited byGary FrancioneandGary Steiner),,
Animal (De)liberation,M. M. Kaye,2016,,,,,,False,True,,,
Sentientist Politics,M. M. Kaye,2018,,,,,,False,True,,,
Wild Animal Ethics,M. M. Kaye,2020,,,,,112,False,True,,,
Animal Ethics in the Wild,M. M. Kaye,2022,,,,,222,False,True,,,
Your Mommy Kills Animals,M. M. Kaye,2007,,,,,,False,True,,,
The Ghosts in Our Machine,M. M. Kaye,2013,,,,,,False,True,,,
