Name,Birth Year,Genres,Books
Kim Stanley Robinson,1952.0,['Novel'],"['Three Californias Trilogy', 'Three Californias Trilogy', 'Three Californias Trilogy', 'Forty Signs of Rain', 'Fifty Degrees Below', 'Sixty Days and Counting', 'Icehenge', 'The Memory of Whiteness', 'Antarctica (novel)', 'The Years of Rice and Salt', ""Galileo's Dream"", '2312 (novel)', 'Shaman (novel)', 'Icehenge', 'The Memory of Whiteness', 'A Short, Sharp Shock', 'Antarctica (novel)', 'The Years of Rice and Salt', ""Galileo's Dream"", '2312 (novel)', 'Shaman (novel)', 'Aurora (novel)', 'New York 2140', 'Red Moon (novel)', 'The Ministry for the Future', 'Three Californias Trilogy', 'Three Californias Trilogy', 'Three Californias Trilogy', 'Mars trilogy', 'Mars trilogy', 'Mars trilogy', 'Mars trilogy', 'Forty Signs of Rain', 'Fifty Degrees Below', 'Sixty Days and Counting', 'Escape from Kathmandu']"
Meg Cabot,1967.0,['Fantasy'],"[""Merlin's Ring"", ""Merlin's Ring"", 'The Sword in the Stone (novel)', 'The Sword in the Stone (novel)', 'The Ill-Made Knight', 'The Candle in the Wind', 'The Book of Merlyn', 'The Lantern Bearers (Sutcliff novel)', 'The Lantern Bearers (Sutcliff novel)', 'Sword at Sunset', 'Tristan and Iseult (novel)', 'The Light Beyond the Forest', 'The Light Beyond the Forest', 'The Sword and the Circle', 'The Road to Camlann', 'The Crystal Cave', 'The Crystal Cave', 'The Hollow Hills', 'The Last Enchantment', 'The Wicked Day', 'The Prince and the Pilgrim', 'Taliesin', 'Taliesin', 'Child of the Northern Spring', 'Child of the Northern Spring', 'Queen of the Summer Stars', 'Guinevere: The Legend in Autumn', 'The Knight of the Sacred Lake', 'Firelord (novel)', 'Firelord (novel)', 'The Singing Sword', 'The Singing Sword', ""The Eagles' Brood"", 'The Saxon Shore', 'The Eagle (novel)', 'Merlin Book 10: Shadows on the Stars', 'Merlin Book 10: Shadows on the Stars', 'Merlin Book 11: The Eternal Flame']"
Tony Hillerman,1925.0,['Mystery'],['The Fly on the Wall']
Sebastian Faulks,1953.0,['Non-fiction / Spy fiction'],"[""The Girl at the Lion d'Or"", 'Birdsong (novel)', 'Charlotte Gray (novel)', ""A Fool's Alphabet"", 'On Green Dolphin Street (novel)', 'Human Traces', 'Engleby', 'Devil May Care (Faulks novel)', 'A Week in December', 'A Trick of the Light (novel)', ""The Girl at the Lion d'Or"", ""A Fool's Alphabet"", 'Birdsong (novel)', 'Charlotte Gray (novel)', 'On Green Dolphin Street (novel)', 'Human Traces', 'Engleby', 'Devil May Care (Faulks novel)', 'A Week in December', 'Casino Royale (novel)', 'Live and Let Die (novel)', 'Moonraker (novel)', 'Diamonds Are Forever (novel)', 'From Russia, with Love (novel)', 'Dr. No (novel)', 'Goldfinger (novel)', 'Thunderball (novel)', 'The Spy Who Loved Me (novel)', ""On Her Majesty's Secret Service (novel)"", 'You Only Live Twice (novel)', 'The Man with the Golden Gun (novel)', 'Octopussy and The Living Daylights', 'Colonel Sun', 'Licence Renewed', 'For Special Services', 'Icebreaker (novel)', 'Scorpius (novel)', 'Cold (novel)', 'Zero Minus Ten', 'High Time to Kill', 'Devil May Care (Faulks novel)', 'Carte Blanche (novel)', 'Solo (Boyd novel)', 'Trigger Mortis', 'Forever and a Day (novel)', 'James Bond, The Spy Who Loved Me', 'James Bond and Moonraker', 'The World Is Not Enough (novel)', 'The Adventures of James Bond Junior 003½', 'James Bond: The Authorized Biography of 007', 'SilverFin', 'Blood Fever', 'Double or Die', 'Hurricane Gold', 'By Royal Command', 'Heads You Die', 'The Moneypenny Diaries: Guardian Angel', 'Secret Servant: The Moneypenny Diaries', 'The Moneypenny Diaries: Final Fling', 'The Killing Zone', 'Per Fine Ounce', 'Double O Seven, James Bond, A Report', 'The James Bond Dossier', 'The Book of Bond', 'The James Bond Bedside Companion', 'The Battle for Bond', 'Danger Society: The Young Bond Dossier']"
Richard Adams,1920.0,,"[""The Hitchhiker's Guide to the Galaxy (novel)"", 'The Restaurant at the End of the Universe', 'Life, the Universe and Everything', 'So Long, and Thanks for All the Fish', 'Mostly Harmless', ""Douglas Adams's Starship Titanic: A Novel"", 'The Salmon of Doubt']"
Kurt Vonnegut,1922.0,Satiregallows humorscience fiction,[]
Peter Mayle,1939.0,,[]
Roger Zelazny,1937.0,['Fantasy'],"['Nine Princes in Amber', 'The Guns of Avalon', 'Sign of the Unicorn', 'The Hand of Oberon', 'The Courts of Chaos', 'Knight of Shadows', 'Prince of Chaos', 'Creatures of Light and Darkness', 'Today We Choose Faces', 'Bridge of Ashes', 'Roadmarks', 'Eye of Cat', 'A Dark Traveling', 'Bring Me the Head of Prince Charming', 'Bring Me the Head of Prince Charming', 'Donnerjack', 'Lord Demon']"
Lynne Reid Banks,1929.0,,[]
Raymond Briggs,1934.0,,"['The Snowman', 'Fungus the Bogeyman']"
Dan Simmons,1948.0,"Science fiction, horror, fantasy",[]
Terry Brooks,1944.0,"['Fantasy', ' Quest']","['The Sword of Shannara', 'The Elfstones of Shannara', 'The Wishsong of Shannara', 'The Scions of Shannara', 'The Druid of Shannara', 'The Elf Queen of Shannara', 'The Talismans of Shannara', 'First King of Shannara', 'Running with the Demon', 'A Knight of the Word', 'Angel Fire East', 'Ilse Witch', 'Antrax', 'Morgawr (novel)', 'Jarka Ruus', 'Tanequil', 'Straken', 'The Black Unicorn', 'Wizard at Large', 'The Tangle Box', ""Witches' Brew (novel)"", 'A Princess of Landover', 'Sometimes the Magic Works', 'Running with the Demon', 'A Knight of the Word', 'Angel Fire East', ""Armageddon's Children"", 'The Elves of Cintra', 'The Gypsy Morph', 'Bearers of the Black Staff', 'The Measure of the Magic', 'First King of Shannara', 'The Sword of Shannara', 'The Elfstones of Shannara', 'The Wishsong of Shannara', 'The Scions of Shannara', 'The Druid of Shannara', 'The Elf Queen of Shannara', 'The Talismans of Shannara', 'Ilse Witch', 'Antrax', 'Morgawr (novel)', 'Jarka Ruus', 'Tanequil', 'Straken', 'Wards of Faerie', 'Bloodfire Quest', 'Magic Kingdom for Sale—Sold!', 'The Black Unicorn', 'Wizard at Large', 'The Tangle Box', ""Witches' Brew (novel)"", 'A Princess of Landover', 'Sometimes the Magic Works']"
Patrick McGrath,,,
Ben Elton,1959.0,,[]
Mary Doria Russell,1950.0,"Science fiction, historical fiction",[]
Dodie Smith,1896.0,,"['I Capture the Castle', 'The Hundred and One Dalmatians', 'The Starlight Barking', 'I Capture the Castle', 'The Hundred and One Dalmatians', 'The Starlight Barking', ""Disney's Animated Storybook""]"
R. A. MacAvoy,1949.0,FantasyScience fiction,['Tea with the Black Dragon']
Thomas Pynchon,1937.0,"['Postmodern detective', ' Cyberpunk', ' Science fiction']","['V.', 'The Crying of Lot 49', ""Gravity's Rainbow"", 'Vineland', 'Mason &amp; Dixon', 'Against the Day', 'Inherent Vice', 'Bleeding Edge (novel)']"
William Golding,1911.0,['Psychological/Historical novel'],"['Lord of the Flies', 'Pincher Martin', 'The Spire', 'The Paper Men', 'The Hot Gates', 'Lord of the Flies', 'The Inheritors (Golding novel)', 'Pincher Martin', 'Free Fall (Golding novel)', 'The Spire', 'The Hot Gates', 'The Pyramid (Golding novel)', 'The Scorpion God', 'Darkness Visible (novel)', 'The Paper Men', 'The Double Tongue']"
R. Garcia y Robertson,,,[]
Caleb Carr,1955.0,,"['The Sea Is My Brother', 'The Town and the City', 'On the Road', 'The Subterraneans', 'The Dharma Bums', 'Doctor Sax', 'Maggie Cassidy', 'Book of Dreams (novel)', 'Tristessa', 'Visions of Cody', 'Big Sur (novel)', 'Visions of Gerard', 'Desolation Angels (novel)', 'Satori in Paris', 'Vanity of Duluoz', 'Pic (novel)', 'Orpheus Emerged', 'Mexico City Blues', 'The Scripture of the Golden Eternity', 'Old Angel Midnight', 'Poetry for the Beat Generation', 'Blues and Haikus', 'Off the Road', 'Door Wide Open', 'Kaddish and Other Poems', 'Reality Sandwiches', 'Planet News', 'Mind Breaths']"
David Eddings,1931.0,['Fantasy'],"['The Belgariad', 'The Belgariad', 'The Belgariad', 'The Belgariad', 'The Belgariad', 'The Malloreon', 'The Malloreon', 'The Malloreon', 'The Malloreon', 'The Malloreon', 'The Elenium', 'The Elenium', 'The Elenium', 'The Tamuli', 'The Tamuli', 'The Tamuli']"
Jon Krakauer,1954.0,['Non-fiction'],"['Three Cups of Deceit', 'Into the Wild (book)', 'Into Thin Air', 'Under the Banner of Heaven', 'Three Cups of Deceit', 'Missoula: Rape and the Justice System in a College Town']"
M. M. Kaye,1908.0,,"['Moral Inquiries on the Situation of Man and of Brutes', ""Animals' Rights"", 'Evolutional Ethics and Animal Psychology', 'The Universal Kinship', 'The New Ethics', 'Animal Liberation (book)', 'The Case for Animal Rights', 'Morals, Reason, and Animals', 'Do Animals Have Rights? (book)', 'The Lives of Animals', 'Striking at the Roots', 'An American Trilogy (book)', 'An Introduction to Animals and Political Theory', 'Animal Rights Without Liberation', 'Animal (De)liberation', 'Sentientist Politics', 'Wild Animal Ethics', 'Animal Ethics in the Wild', 'Your Mommy Kills Animals', 'The Ghosts in Our Machine']"
Sharon Creech,1945.0,['Poetry'],"['Absolutely Normal Chaos', 'Walk Two Moons', 'Chasing Redbird', 'Bloomability', 'Ruby Holler', 'Hate That Cat']"
Peter Darvill-Evans,,,[]
Robert Charles Wilson,1953.0,['Science fiction novel'],"['The Harvest (Wilson novel)', 'Bios (novel)']"
David Gemmell,1948.0,Heroic fantasyHistorical fantasy,[]
John Passarella,,['Horror'],['Avatar (Angel novel)']
Laurie Lee,1914.0,,['A Moment of War']
Geoff Ryman,1951.0,['Novel'],"['The Unconquered Country: A Life History', 'The Warrior Who Carried Life', 'The Child Garden', 'Was (novel)', '253 (novel)', 'Air (novel)', ""The King's Last Song""]"
Graham Greene,1904.0,"Literary fiction, thriller","['The Lost Childhood and Other Essays', 'The Man Within', 'The Name of Action', 'Rumour at Nightfall', 'Stamboul Train', ""It's a Battlefield"", 'England Made Me (novel)', 'A Gun for Sale', 'Brighton Rock (novel)', 'The Confidential Agent', 'The Power and the Glory', 'The Ministry of Fear', 'The Heart of the Matter', 'The End of the Affair', 'The Quiet American', 'Loser Takes All', 'Our Man in Havana', 'A Burnt-Out Case', 'The Comedians (novel)', 'Travels with My Aunt', 'The Honorary Consul', 'The Human Factor (novel)', 'Doctor Fischer of Geneva', 'Monsignor Quixote', 'The Tenth Man (novel)', 'The Captain and the Enemy', ""No Man's Land (Greene novel)"", 'In Search of a Character', 'Getting To Know The General: The Story of an Involvement', 'A Sort of Life', 'Getting To Know The General: The Story of an Involvement']"
Alan Moore,1953.0,"Science fiction, fiction,  non-fiction, superhero, horror",[]
Arthur Conan Doyle,1859.0,['Fantasy-science fiction novel'],"['A Study in Scarlet', 'The Sign of the Four', 'The Memoirs of Sherlock Holmes', 'The Hound of the Baskervilles', 'The Lost World (Doyle novel)', 'The Poison Belt', 'The Land of Mist', 'The Mystery of Cloomber', 'Micah Clarke', 'The Firm of Girdlestone', 'The White Company', 'The Doings of Raffles Haw', 'Beyond the City', 'The Great Shadow', 'The Refugees (novel)', 'The Parasite', 'The Stark Munro Letters', 'Rodney Stone', 'The Tragedy of the Korosko', 'A Duet, with an Occasional Chorus', 'Sir Nigel', 'The Maracot Deep']"
Michael Chabon,1963.0,,"['The Mysteries of Pittsburgh', 'Wonder Boys', 'The Amazing Adventures of Kavalier &amp; Clay', 'The Final Solution (novel)', ""The Yiddish Policemen's Union"", 'Gentlemen of the Road', 'Summerland (novel)', 'Maps and Legends', 'The Mysteries of Pittsburgh', 'Wonder Boys', 'The Amazing Adventures of Kavalier &amp; Clay', 'The Final Solution (novel)', ""The Yiddish Policemen's Union"", 'Gentlemen of the Road', 'Telegraph Avenue (novel)', 'Moonglow (novel)', 'Summerland (novel)', 'Maps and Legends']"
Iain Pears,1955.0,['Historical-Mystery'],"['An Instance of the Fingerpost', 'The Dream of Scipio (novel)', ""Stone's Fall""]"
Ray Russell,1924.0,,"['The Principles of Mathematics', 'On Denoting', 'The Problems of Philosophy', 'Why Men Fight (book)', 'Introduction to Mathematical Philosophy', 'Marriage and Morals', 'A History of Western Philosophy', 'My Philosophical Development', 'Tractatus Logico-Philosophicus', 'Language, Truth, and Logic', 'Philosophical Investigations', 'Of Grammatology', 'Naming and Necessity', 'Wittgenstein on Rules and Private Language', 'Limited Inc']"
Robert Ludlum,1927.0,"['Thriller', ' Spy novel']","['The Scarlatti Inheritance', 'The Osterman Weekend', 'The Matlock Paper', 'Trevayne', 'The Cry of the Halidon', 'The Rhinemann Exchange', 'The Gemini Contenders', 'The Chancellor Manuscript', 'The Holcroft Covenant', 'The Parsifal Mosaic', 'The Aquitaine Progression', 'The Icarus Agenda', 'The Road to Omaha', 'The Scorpio Illusion', 'The Apocalypse Watch', 'The Prometheus Deception', 'The Sigma Protocol', 'The Janson Directive', 'The Tristan Betrayal', 'The Bancroft Strategy', 'The Bourne Identity (novel)', 'The Bourne Supremacy', 'The Bourne Ultimatum', 'The Matarese Circle', 'The Matarese Countdown']"
Carl Hiaasen,1953.0,['Science fiction'],"['Eragon', 'Eldest', 'Brisingr', 'Inheritance (Paolini novel)', 'The Inheritance Cycle', 'To Sleep in a Sea of Stars']"
Helen Cresswell,,"[""Children's"", ' Fantasy novel[1]']","['The Ogre Downstairs', 'Eight Days of Luke', 'The Homeward Bounders', 'The Magicians of Caprona', 'Witch Week', ""Conrad's Fate"", 'Charmed Life (novel)', 'The Magicians of Caprona', 'Witch Week', 'The Lives of Christopher Chant', ""Conrad's Fate"", 'The Pinhoe Egg', 'Charmed Life (novel)', 'The Lives of Christopher Chant', ""Conrad's Fate"", 'Witch Week', 'The Magicians of Caprona', 'Cart and Cwidder', 'Drowned Ammet', 'The Spellcoats', 'Year of the Griffin', 'The Ogre Downstairs', 'Eight Days of Luke', 'Dogsbody (novel)', 'Power of Three (novel)', 'The Homeward Bounders', ""Archer's Goon"", 'Enchanted Glass']"
Rajashree,,,
Agatha Christie,1890.0,Murder mysterydetective storycrime fictionthriller,[]
Madeleine L'Engle,1918.0,EssayspoetryChristian fictionscience fiction,[]
W. G. Sebald,1944.0,,[]
Orson Scott Card,1951.0,,"[""Ender's Game"", 'Speaker for the Dead', 'Xenocide', 'Children of the Mind', 'Ender in Exile', ""Ender's Shadow"", 'Shadow of the Hegemon', 'Shadow Puppets', 'Shadow of the Giant', 'Shadows in Flight', 'The Last Shadow', 'Earth Unaware', 'Earth Afire', 'Earth Awakens', 'The Swarm (Card and Johnston novel)', 'The Hive (Card and Johnston novel)', 'A War of Gifts: An Ender Story', 'Children of the Fleet', 'Seventh Son (novel)', 'Red Prophet', 'Prentice Alvin', 'Alvin Journeyman', 'Heartfire', 'The Crystal City', 'Hot Sleep', 'The Worthing Chronicle', 'The Worthing Saga', 'The Memory of Earth', 'The Call of Earth', 'The Ships of Earth', 'Earthfall (novel)', 'Earthborn', 'Sarah (Card novel)', 'Rebekah (novel)', 'Rachel and Leah', 'The Lost Gate', 'The Gate Thief', 'Lovelock (novel)', 'Empire (Card novel)', 'Hidden Empire', 'Pathfinder (novel)', 'Ruins (novel)', 'Visitors (Card novel)', 'A Planet Called Treason', 'Songmaster', ""Hart's Hope"", 'Saints (novel)', 'Wyrms (novel)', 'A Planet Called Treason', 'Lost Boys (novel)', 'Pastwatch: The Redemption of Christopher Columbus', 'Treasure Box', 'Stone Tables', 'Homebody (novel)', 'Enchantment (novel)', 'Magic Street', 'Invasive Procedures (novel)', 'The Folk of the Fringe', 'Listen, Mom and Dad', 'Ainge', 'Eye for Eye', 'Magic Mirror (book)', 'Robota', 'Ultimate Iron Man', ""Hamlet's Father""]"
Edith Wharton,1862.0,,"['The House of Mirth', 'The Reef (novel)', 'The Custom of the Country', 'Summer (Wharton novel)', 'The Age of Innocence', 'The Glimpses of the Moon (Wharton novel)', 'Twilight Sleep (novel)', 'The Buccaneers', 'The Touchstone', 'Ethan Frome', 'Bunner Sisters', 'Old New York (novellas)']"
Michael Moorcock,1939.0,['Science fiction'],"['The Jewel in the Skull', 'The Sword of the Dawn', 'A Cure for Cancer', 'The English Assassin: A Romance of Entropy', 'The Condition of Muzak', ""The War Hound and the World's Pain"", 'The Brothel in Rosenstrasse', 'The City in the Autumn Stars', 'The Eternal Champion (novel)', 'The Dragon in the Sword', 'The Land Leviathan', 'The Steel Tsar', 'The Laughter of Carthage', 'Jerusalem Commands', 'The Vengeance of Rome', 'King of the City', 'Tom Strong', 'The Dreaming City', 'The Fireclown', 'The Jewel in the Skull', 'The Final Programme', ""The Mad God's Amulet"", 'The Sword of the Dawn', 'The Runestaff', 'The Black Corridor', 'Behold the Man (novel)', 'The Chinese Agent', 'The Eternal Champion (novel)', 'Phoenix in Obsidian', 'A Cure for Cancer', 'The English Assassin: A Romance of Entropy', 'Elric of Melniboné (novel)', 'Breakfast in the Ruins', 'The Land Leviathan', 'The Adventures of Una Persson and Catherine Cornelius in the 20th Century', 'The Sailor on the Seas of Fate', 'The Condition of Muzak', 'Gloriana (novel)', 'Byzantium Endures', ""The War Hound and the World's Pain"", 'The Steel Tsar', 'The Brothel in Rosenstrasse', 'The Laughter of Carthage', ""The Alchemist's Question"", 'The City in the Autumn Stars', 'The Dragon in the Sword', 'Mother London', 'Jerusalem Commands', 'King of the City', 'Firing the Cathedral', 'The Vengeance of Rome', 'The Coming of the Terraphiles', 'The Whispering Swarm', 'The Dancers at the End of Time']"
Neal Stephenson,1959.0,['Historical novel'],"['Zodiac (novel)', 'The Big U', 'Zodiac (novel)', 'Snow Crash', 'The Diamond Age', 'Cryptonomicon', 'Anathem', 'The Mongoliad', 'Reamde', 'Seveneves', 'The Rise and Fall of D.O.D.O.', 'Fall; or, Dodge in Hell', 'Termination Shock (novel)', 'Interface (novel)', 'The Cobweb (novel)', 'Quicksilver (novel)', 'The Confusion', 'The System of the World (novel)']"
Hermann Hesse,1877.0,"['Autobiographical', ' novel', ' existential']","['The Glass Bead Game', 'Siddhartha (novel)', 'Steppenwolf (novel)', 'Narcissus and Goldmund', 'Demian']"
Robert Low,,,
Catherine Coulter,1942.0,"Romantic novel, historical romance, contemporary suspense thrillers",[]
Haruki Murakami,1949.0,,"['Norwegian Wood (novel)', 'Kafka on the Shore', '1Q84', 'Hear the Wind Sing', 'Pinball, 1973', 'A Wild Sheep Chase', 'Hard-Boiled Wonderland and the End of the World', 'Norwegian Wood (novel)', 'Dance Dance Dance (novel)', 'South of the Border, West of the Sun', 'Sputnik Sweetheart', 'Kafka on the Shore', 'After Dark (novel)', 'Colorless Tsukuru Tazaki and His Years of Pilgrimage', 'Killing Commendatore', 'The City and Its Uncertain Walls', 'Novelist as a Vocation', 'The Strange Library']"
Jean Craighead George,1919.0,,[]
Philip Roth,1933.0,,"['Letting Go (novel)', 'When She Was Good', ""Portnoy's Complaint"", 'Our Gang (novel)', 'The Great American Novel (Roth novel)', ""Sabbath's Theater"", 'The Breast', 'The Professor of Desire', 'The Dying Animal', ""The Facts: A Novelist's Autobiography"", 'Deception (novel)', 'Patrimony: A True Story', 'Operation Shylock', 'The Plot Against America', 'The Ghost Writer', 'The Ghost Writer', 'Zuckerman Unbound', 'The Anatomy Lesson (Roth novel)', 'The Prague Orgy', 'The Counterlife', 'American Pastoral', 'I Married a Communist', 'The Human Stain', 'Exit Ghost', 'Everyman (novel)', 'Indignation (novel)', 'The Humbling', 'Nemesis (Roth novel)']"
Tom Robbins,1932.0,['Anthology'],"['Another Roadside Attraction', 'Even Cowgirls Get the Blues (novel)', 'Still Life with Woodpecker', 'Jitterbug Perfume', 'Skinny Legs and All (novel)', 'Half Asleep in Frog Pajamas', 'Villa Incognito', 'B Is for Beer', 'Wild Ducks Flying Backward']"
Robin McKinley,1952.0,"Children's fantasy novels, Bildungsroman, fairy tales",[]
William Shakespeare,,,[]
James Bassett,,,
Judith Reeves-Stevens,,,['Dark Matter (Reeves-Stevens novel)']
Andrew M Greeley,,,
Bill Bryson,1951.0,,[]
Gary Devon,,,
John le Carré,1931.0,,"['Call for the Dead', 'A Murder of Quality', 'The Spy Who Came in from the Cold', 'The Looking Glass War', 'A Small Town in Germany', 'The Naïve and Sentimental Lover', 'Tinker Tailor Soldier Spy', 'The Honourable Schoolboy', ""Smiley's People"", 'The Little Drummer Girl', 'A Perfect Spy', 'The Russia House', 'The Secret Pilgrim', 'The Night Manager', 'Our Game', 'The Tailor of Panama', 'Single &amp; Single', 'The Constant Gardener', 'Absolute Friends', 'The Mission Song', 'A Most Wanted Man', 'Our Kind of Traitor (novel)', 'A Delicate Truth', 'A Legacy of Spies', 'Agent Running in the Field', 'Silverview', 'The Night Manager (British TV series)']"
Dennis Lehane,1965.0,['Mystery/crime'],"['A Drink Before the War', 'Darkness, Take My Hand', 'Sacred (novel)', 'Gone, Baby, Gone (novel)', 'Prayers for Rain', 'Moonlight Mile (novel)', 'The Given Day', 'Live by Night', 'World Gone By', 'Mystic River (novel)', 'Shutter Island', 'The Drop (Lehane novel)', 'Since We Fell', 'Small Mercies (novel)']"
M. A. Kuzmin,,,
Sue Grafton,1940.0,Mystery,"['The Narrative of Arthur Gordon Pym of Nantucket', 'The Journal of Julius Rodman', ""The Conchologist's First Book"", 'The Balloon-Hoax']"
Paulo Coelho,1947.0,['Fiction'],"['The Pilgrimage', 'The Alchemist (novel)', 'Veronika Decides to Die', 'Eleven Minutes', 'The Zahir (novel)', 'The Winner Stands Alone', 'Aleph (novel)', 'Adultery (novel)']"
Shel Silverstein,1930.0,Children's fictiondark comedy,[]
Anne Rice,1941.0,Gothic fictionhorrorerotic literatureChristian novelfantasy,[]
Nancy Farmer,1941.0,"Children's literature, young adult literature, fantasy and science fiction",[]
Michael G. Coney,1932.0,Science fiction,[]
Greg Egan,1961.0,,"['The Planck Dive', 'Oceanic (novella)', 'TAP (novelette)', 'Oceanic (novella)', 'Oceanic (novella)']"
Alma Routsong,1924.0,Lesbian fiction,[]
Elizabeth Gaskell,1810.0,,"['Mary Barton', 'Ruth (novel)', ""A Dark Night's Work"", ""Sylvia's Lovers"", 'Lois the Witch']"
Jack McDevitt,1935.0,['Science fiction'],"['Eternity Road (novel)', 'Moonfall (novel)', 'Time Travelers Never Die', 'Ancient Shores', 'The Engines of God', 'Deepsix', 'Chindi (novel)', 'Omega (McDevitt novel)', 'Odyssey (novel)', 'Cauldron (McDevitt novel)', 'A Talent for War', 'Polaris (novel)', 'Seeker (McDevitt novel)', 'Coming Home (McDevitt novel)', 'The Hercules Text', 'Eternity Road (novel)', 'Moonfall (novel)', 'Infinity Beach', 'Time Travelers Never Die']"
Ruth Prawer Jhabvala,1927.0,['Short story collection'],"['Slumdog Millionaire', 'A Pale View of Hills', 'An Artist of the Floating World', 'The Remains of the Day', 'The Unconsoled', 'When We Were Orphans', 'Never Let Me Go (novel)', 'The Buried Giant', 'Klara and the Sun', 'Nocturnes (short story collection)']"
Azar Nafisi,1948.0,,[]
Leif Enger,,,[]
H. G. Wells,1866.0,['Novel'],"['The Wonderful Visit', 'The Island of Doctor Moreau', 'The Wheels of Chance', 'The Invisible Man', 'The War of the Worlds', 'Love and Mr Lewisham', 'The Sea Lady', 'The Food of the Gods and How It Came to Earth', 'Kipps', 'A Modern Utopia', 'In the Days of the Comet', 'The War in the Air', 'Tono-Bungay', 'Ann Veronica', 'The History of Mr Polly', 'The New Machiavelli', 'Marriage (novel)', 'The Passionate Friends: A Novel', 'The Wife of Sir Isaac Harman', 'The World Set Free', 'Bealby', 'The Research Magnificent', 'The Soul of a Bishop', 'Joan and Peter', 'Men Like Gods', 'The Dream (novel)', ""Christina Alberta's Father"", 'The World of William Clissold', 'Meanwhile (novel)', 'Mr. Blettsworthy on Rampole Island', 'The Autocracy of Mr. Parham', 'The Bulpington of Blup', 'The Shape of Things to Come', 'The Croquet Player', 'Brynhild (novel)', 'Star Begotten', 'The Holy Terror (Wells novel)', 'All Aboard for Ararat', 'God the Invisible King', 'Russia in the Shadows', 'Experiment in Autobiography', 'Crux Ansata', 'The Outline of History', 'The Outline of History', 'The Work, Wealth and Happiness of Mankind', 'The Salvaging of Civilization', 'The New World Order (Wells book)', 'Mind at the End of Its Tether', 'The Time Machine', 'The Wonderful Visit', 'The Island of Doctor Moreau', 'The Wheels of Chance', 'The Invisible Man', 'The War of the Worlds', 'The Sleeper Awakes', 'Love and Mr Lewisham', 'The Sea Lady', 'The Food of the Gods and How It Came to Earth', 'Kipps', 'A Modern Utopia', 'In the Days of the Comet', 'The War in the Air', 'Tono-Bungay', 'Ann Veronica', 'The History of Mr Polly', 'The Sleeper Awakes', 'The New Machiavelli', 'Marriage (novel)', 'The Passionate Friends: A Novel', 'The Wife of Sir Isaac Harman', 'The World Set Free', 'Bealby', 'Boon (novel)', 'The Research Magnificent', 'Mr. Britling Sees It Through', 'The Soul of a Bishop', 'Joan and Peter', 'The Undying Fire (Wells novel)', 'Men Like Gods', 'The Dream (novel)', ""Christina Alberta's Father"", 'The World of William Clissold', 'Meanwhile (novel)', 'Mr. Blettsworthy on Rampole Island', 'The Autocracy of Mr. Parham', 'The Bulpington of Blup', 'The Shape of Things to Come', 'The Croquet Player', 'Brynhild (novel)', 'Star Begotten', 'The Holy Terror (Wells novel)', 'All Aboard for Ararat']"
Jules Verne,1828.0,['adventure; science fiction'],"['Five Weeks in a Balloon', 'Journey to the Center of the Earth', 'From the Earth to the Moon', 'The Adventures of Captain Hatteras', 'A Floating City', 'The Adventures of Three Englishmen and Three Russians in South Africa', 'The Fur Country', 'Around the World in Eighty Days', 'The Survivors of the Chancellor', 'Michael Strogoff', 'Off on a Comet', 'The Child of the Cavern', 'Dick Sand, A Captain at Fifteen', ""The Begum's Fortune"", 'Tribulations of a Chinaman in China', 'The Steam House', 'Eight Hundred Leagues on the Amazon', 'Godfrey Morgan', 'The Green Ray', 'Kéraban the Inflexible', 'The Vanished Diamond', 'The Archipelago on Fire', 'Mathias Sandorf', 'The Lottery Ticket', 'Robur the Conqueror', 'The Flight to France', ""Two Years' Vacation"", 'Family Without a Name', 'The Purchase of the North Pole', 'César Cascabel', 'Mistress Branican', 'The Carpathian Castle', 'Claudius Bombarnac', 'Captain Antifer', 'Propeller Island', 'Facing the Flag', 'Clovis Dardentor', 'An Antarctic Mystery', 'The Mighty Orinoco', 'The Will of an Eccentric', 'The Castaways of the Flag', 'The Village in the Treetops', 'The Sea Serpent', 'The Kip Brothers', 'Travel Scholarships', 'A Drama in Livonia', 'Master of the World (novel)', 'Invasion of the Sea', 'The Lighthouse at the End of the World', 'The Golden Volcano', 'The Chase of the Golden Meteor', 'The Danube Pilot', 'The Secret of Wilhelm Storitz', 'The Barsac Mission', 'Michael Strogoff']"
Alan Dean Foster,1946.0,"Science fiction, fantasy",[]
Trudi Canavan,1969.0,['Fantasy'],"[""The Magicians' Guild"", ""The Magicians' Guild"", ""The Magician's Apprentice""]"
Ann Radcliffe,1764.0,"['Gothic', ' historical novel']","['The Castles of Athlin and Dunbayne', 'A Sicilian Romance', 'The Romance of the Forest', 'The Mysteries of Udolpho', 'The Italian (Radcliffe novel)', 'Gaston de Blondeville']"
Władysław Szpilman,1911.0,,[]
Bruce Sterling,1954.0,['Science fiction'],"['Involution Ocean', 'The Artificial Kid', 'Schismatrix', 'Islands in the Net', 'Holy Fire (novel)', 'The Zenith Angle']"
Elizabeth Moon,1945.0,"Military science fiction, science fiction, fantasy",[]
Starhawk,1951.0,,"['The Time of the Dark', 'The Walls of Air', 'Ishmael (Star Trek)', 'M.A.S.K. (TV series)']"
Myla Goldberg,,,[]
Nalo Hopkinson,1960.0,"Science fiction, fantasy",[]
Cynthia Voigt,1942.0,,[]
Stella Gibbons,1902.0,,[]
