Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
The Well-Beloved,Thomas Hardy,1897,,,,,,,,,,
Orbital Resonance (novel),John Barnes,1991,['Science fiction novel'],,,,214,False,False,Century Next Door,,Kaleidoscope Century
A Million Open Doors,John Barnes,1992,['Science fiction'],"The story begins sometime in the 29th century on the planet Wilson (orbiting Arcturus) with a young man named Giraut and his romantic, swashbuckling friends, who are all members of the Nou Occitan culture and residents in the Quartier de Jovents, a sort of playground for teens and twenty-somethings who have not yet moved on to the more ""grown-up"" lifestyle of their parents.  
Technologically safeguarded, these young adults have swordfights in the streets with ""neuroducer"" épées and frequent the taverns of the Quartier, living in an imaginative recreation of Occitan literature and the trobador tradition.
",,,,False,False,Thousand Cultures series,,Earth Made of Glass
The Merchants of Souls,John Barnes,2001,['Science fiction novel'],,,,,False,False,Thousand Cultures series,,The Armies of Memory
Mother of Storms,John Barnes,1994,['Science fiction'],"In the early 21st century, the Earth suffers from a giant hurricane spawned by the release of clathrate compounds, as the result of a nuclear explosion. While the hurricane spawns hundreds of progeny, which, by novel's end, kill at least 1 billion people, two massively computer augmented human intelligences, both of whom witness their organic bodies die, race to corral a comet from beyond Pluto's orbit. They use the ice from the comet to reduce the Earth's surface temperatures, and quell the mother of storms.
",,,432,False,False,,,
Encounter with Tiber,John Barnes,1996,['Science fiction'],"Evidence is found of an intelligent alien species who visited the Earth long ago and left an encyclopedia with the collected knowledge of their culture. The story is told from the point of view of a human historian on a star ship on the way to Alpha Centauri (the aliens' home star) who is using the time in transit to translate two alien books and to write a history of how humans gained access to the aliens' knowledge.
",,,560,False,False,,,
One for the Morning Glory,John Barnes,1996,['Fantasy'],"There is a saying in the land that someone who drinks the Wine of the Gods before he is ready is only half a man thereafter.  Amatus, the prince, manages to swig down a significant amount of the Wine of the Gods, and his entire left half vanishes.  His father, the normally gentle King Boniface, orders the executions of the four people responsible for this travesty—the maid, the alchemist, the witch, and the captain of the guard—and then begins the long and arduous process of interviewing to fill these four positions.
",,,319,False,False,,,
The Return (Aldrin and Barnes novel),John Barnes,2000,,,,,,,,,,
The Seven-Per-Cent Solution,Victoria Holmes,1974,['Mystery novels'],"An introduction states that two canonical Holmes adventures were fabrications. These are ""The Final Problem"", in which Holmes apparently died along with Prof. James Moriarty, and ""The Empty House"", wherein Holmes reappeared after a three-year absence and revealed that he had not been killed after all. The Seven-Per-Cent Solution's Watson explains that they were published to conceal the truth concerning Holmes' ""Great Hiatus"".
",,,,True,True,,,The West End Horror
The West End Horror,Victoria Holmes,1976,['Mystery novels'],"The book is written in the form of a false document. It opens with a foreword by Meyer, who states that the manuscript was brought to his attention by a woman with some familial connection to Horace Vernet, an ancestor of Holmes. The woman had read The Seven-Per-Cent Solution and thought Meyer might be interested. Although damaged by water, the manuscript proved authentic.
",,,,False,False,,The Seven-Per-Cent Solution,The Canary Trainer
The Adventure of the Peculiar Protocols,Victoria Holmes,2019,['Mystery novels'],,,,,True,False,,The Canary Trainer,The Return of the Pharaoh
The Return of the Pharaoh,Victoria Holmes,2021,['Mystery novels'],,,,,False,False,,The Adventure of the Peculiar Protocols,
Sherlock Holmes vs. Dracula,Victoria Holmes,1978,['Mystery novels'],,,,,False,False,,,
Dr. Jekyll and Mr. Holmes,Victoria Holmes,1979,['Mystery novels'],,,,,False,False,,,
The Prisoner of the Devil,Victoria Holmes,1979,['Mystery novels'],,,,,False,False,,,
The Revenge of the Hound,Victoria Holmes,1987,['Mystery novels'],,,,,False,False,,,
The Veiled Detective,Victoria Holmes,2004,"['Adventure', ' Mystery']","John Watson is not named Watson, but rather Dr. John H. Walker. On his return to England, he is recruited by the criminal mastermind Professor James Moriarty to spy on the young but intellectually intimidating Sherlock Holmes. Walker agrees to take on the task, and taking on a new name, forms a lifelong acquaintance with Holmes that will test his resolve and his values.
",,,224,False,False,,,
The Devil's Promise,Victoria Holmes,2014,['Mystery'],"While investigating a mysterious corpse on a deserted beach, Holmes and Watson are attacked by the strange inhabitants of the nearby village. Then, Watson wakes up only to find that many months have passed and Holmes' behaviour is extremely odd. What had happened at that village, and what is its connection to the infamous ""Devil's Companion"" that so shook Holmes?
",,,224,False,False,,,
The Ripper Legacy,Victoria Holmes,2016,['Mystery'],"A child has been abducted, yet there's no ransom note. When Holmes and Watson take up the case, they find a sinister connection to the heights of Victorian society. But just what is the missing child’s connection with the infamous killings in Whitechapel?
",,,224,False,True,,,
The Beekeeper's Apprentice,Victoria Holmes,1994,['Detective fiction'],"After losing her family in a tragic motor accident in California, fifteen-year-old Mary Russell goes to live with her aunt in Sussex, England. Wandering the Sussex Downs in April 1915, she literally runs across fifty-four-year-old Sherlock Holmes, who has retired from his London practice and keeps bees. The two quickly become fast friends, Russell finding in Holmes a kindred spirit and steadfast teacher and Holmes finding in Russell a quick mind and a worthy apprentice in the art of detecting. By the time Russell enters Oxford University in the autumn of 1917, she is well-versed in Holmes's methods of disguise, tracking, and deduction.
",,,368,False,False,Mary Russell,,A Monstrous Regiment of Women
A Monstrous Regiment of Women,Victoria Holmes,1995,['Detective novel'],"In the winter of 1920, Mary Russell is on the cusp of turning 21 and lives a double life of Oxford University theological scholar as well as a consulting detective and partner of Sherlock Holmes. After events in The Beekeeper's Apprentice, both Holmes and Russell are aware that their relationship and partnership has changed, perhaps romantically, but neither is eager to broach the subject.
",,,326,False,False,Mary Russell,The Beekeeper's Apprentice,A Letter of Mary
The Moor (novel),Victoria Holmes,1998,['Detective fiction'],"The events in the book take place between September and November 1923.
",,,307,False,False,Mary Russell,A Letter of Mary,O Jerusalem
O Jerusalem (novel),Victoria Holmes,1999,['Detective fiction'],,,,,False,False,Mary Russell,The Moor,Justice Hall
Justice Hall,Victoria Holmes,2002,['Detective fiction'],"The events in the book take place between November 5 and December 4 of 1923.
",,,352,False,False,Mary Russell,O Jerusalem,The Game
The Game (King novel),Victoria Holmes,2004,['Detective fiction'],"The events in the book take place between January and March 1924, starting a few weeks after the events of  Justice Hall.
",,,400,False,False,Mary Russell,Justice Hall,Locked Rooms
Locked Rooms,Victoria Holmes,2005,['Detective fiction'],"On their way back to Britain from India, Holmes and Russell stop at Russell's childhood home in San Francisco. As they approach San Francisco, Russell becomes more and more distracted. Holmes concludes from this, and her recurring dreams of falling objects, a faceless man, and locked rooms, that she is repressing some unpleasant memory. Russell denies this and tries to track down the psychiatrist who helped her recover from the trauma she suffered when she precipitated the car accident that killed her family. On the way, she meets a Chinese man, Long, who was the son of her parents' good friends. Long saves her from a murder attempt before introducing himself and saying that his own parents were killed shortly after her own parents died. When Russell finally tracks down the name of her psychiatrist, she learns that she was murdered after Russell departed for England several years ago.
",,,,False,False,Mary Russell,The Game,The Language of Bees
The Language of Bees,Victoria Holmes,2009,['Detective fiction'],"Russell and Holmes return to their home in Sussex, England, in 1924 after seven months abroad in India, Japan and California. The novel features a domestic mystery as a hive on Holmes's farm has been repeatedly swarming and a colony of bees is found to have disappeared. Action shifts, however, with the reappearance of Damian Adler, a talented young painter and emotionally disturbed veteran of World War I, first introduced in the second book in the series. Adler is Holmes' estranged son, born to Irene Adler in about 1895.  The distraught Adler seeks the couple's help in locating his missing wife Yolanda and their daughter Estelle.
",,,,False,False,Mary Russell,Locked Rooms,The God of the Hive
The God of the Hive,Victoria Holmes,2010,['Detective fiction'],"Mary Russell and Sherlock Holmes are each on the trail, seeking to expose a ruthless villain and ensure the safety of Holmes' artist son, Damian Adler, and Adler's half-Chinese daughter, three-year-old Estelle. The search involves the British practitioners of a religious cult called The Children of Lights with roots in Shanghai, China. The plot picks up in the summer of 1924 near an ancient circle of standing stones on Orkney Island, shortly after religious fanatic Thomas Brothers, who seeks to unleash psychic energies through human sacrifice, shot Holmes's artist son, Damian Adler. Holmes's search for medical help to save his son's life takes him to Holland, while Mary travels through Britain in an effort to keep Estelle safe from Brothers and his allies. Brothers' shadowy connections have led to a conspiracy deeply entrenched in the highest echelons of government. Mycroft Holmes finds himself questioned and under suspicion and the family members are actively pursued by Scotland Yard. In the process a modern-day Robin Goodfellow emerges to lend aid to Mary and her kin.
",,,354,False,False,Mary Russell,The Language of Bees,Pirate King
Pirate King (novel),Victoria Holmes,2011,['Detective fiction'],,,,304,False,True,Mary Russell,The God of the Hive,Garment of Shadows
Garment of Shadows,Victoria Holmes,2012,['Detective fiction'],,,,266,False,False,Mary Russell,Pirate King,Dreaming Spies
Dreaming Spies,Victoria Holmes,2015,['Detective fiction'],,,,,False,False,Mary Russell,Garment of Shadows,The Murder of Mary Russell
The Murder of Mary Russell,Victoria Holmes,2016,['Detective fiction'],,,,,False,False,Mary Russell,Dreaming Spies,Island of the Mad
Island of the Mad,Victoria Holmes,2018,['Detective fiction'],,,,,False,False,Mary Russell,The Murder of Mary Russell,Riviera Gold
Dust and Shadow,Victoria Holmes,2009,['Mystery novels'],,,,,False,True,,,
Young Sherlock Holmes: Death Cloud,Victoria Holmes,2010,['Detective novel'],"After a month of holidays, Sherlock discovers that his brother Mycroft has hired him an unusual American tutor named Amyus Crowe. During their first lesson together Sherlock finds a dead body on the Holmes' estate and witnesses the same cloud surrounding the body that Matty had previously seen. He detects an orange powdery substance around the body and takes a sample of it.
",,,310,True,False,Young Sherlock Holmes,,Red Leech
Young Sherlock Holmes: Red Leech,Victoria Holmes,2010,['Detective novel'],"A few months following the events of the following book, Sherlock Holmes is pleased when Mycroft comes to visit him at Holmes Manor in Hampshire, but Mycroft's visit has a serious purpose, he has come to let Amyus Crowe know that British Intelligence suspect that John Wilkes Booth has come to England under the alias to John St. Helen. Without any encouragement from Mycroft or Amyus, Sherlock sets off to Godalming where Booth is suspected of hiding out, enlisting Matty Arnatt's help along the way.
",,,352,False,False,Young Sherlock Holmes,Death Cloud,Black Ice
Young Sherlock Holmes: Black Ice,Victoria Holmes,2011,['Detective novel'],"Mycroft Holmes invites Sherlock and his tutor, Amyus Crowe, to London for a visit. When they arrive at the Diogenes Club, they find Mycroft holding a dagger over a dead body. The police arrive and arrest Mycroft, leaving Sherlock and Amyus to prove their brother's innocence. They find clues at the murder scene: a business card, a small bottle with a clear liquid in it, and a small wooden case. They determine that the business card is freshly printed and look for printers around London who might have created it.
",,,273,False,False,Young Sherlock Holmes,Red Leech,Fire Storm
Young Sherlock Holmes: Fire Storm,Victoria Holmes,2011,['Detective novel'],"The story begins with Sherlock Holmes discovering that Mrs. Eglantine, the housekeeper of Holmes Manor, is blackmailing his Uncle Sherrinford and Aunt Anna into keeping her employed. Sherlock also discovers that Mrs. Eglantine is working for Josh Harkness, the town's sinister blackmailer. Sherlock, along with his best friend Matthew Arnatt, pursue Harkness into a tannery, which is Harkness' base of operations. There, Sherlock and Matty discover a large number of boxes which contain secrets that Harkness uses for blackmail, including the secret of the Holmes family, and destroys them by sliding them into a tannery vat. Sherlock then incapacitates Harkness and turns him in to the police. Sherlock returns home and reveals the news to Aunt Anna and Uncle Sherrinford, prompting them to fire Mrs. Eglantine since she does not have evidence for blackmail.
",,,339,False,False,Young Sherlock Holmes,Black Ice,Snake Bite
Young Sherlock Holmes: Snake Bite,Victoria Holmes,2012,"['Detective Fiction', ' Historical fiction', ' Juvenile Fiction']",,,,294,False,False,Young Sherlock Holmes,Fire Storm,Knife Edge
Sherlock Holmes: The Breath of God,Victoria Holmes,2011,['Mystery novels'],,,,,False,False,,,
Sherlock Holmes: The Army of Dr. Moreau,Victoria Holmes,2012,['Mystery novels'],"An investigation of several murder victims which appear to be animal attacks leads Sherlock Holmes to Dr. Moreau.
",,,,False,False,,,
The House of Silk,Victoria Holmes,2011,"['Detective fiction', ' crime fiction', ' mystery fiction']","The House of Silk begins with a brief, personal recounting of events by Watson, much like that in A Study in Scarlet by the original author, Sir Arthur Conan Doyle. The reader is informed of the particulars regarding the first meeting of Watson and Holmes, including the circumstances of the Afghan War and a mention of the case that was ""too shocking to be revealed until now.""
",,,294,False,False,Sherlock Holmes,,
Moriarty (novel),Victoria Holmes,2014,"['Detective fiction', ' crime fiction', ' mystery fiction']",,,,320,False,False,Sherlock Holmes,,
Moriarty: The Hound of the D'Urbervilles,Victoria Holmes,2011,['Mystery novels'],,,,,False,False,,,
Mycroft Holmes (novel),Victoria Holmes,2015,['Mystery novels'],"Mycroft Holmes, secretary to Secretary of State for War Edward Cardwell, and his best friend Cyrus Douglas learn of disturbing reports from Douglas' birthplace Trinidad; stories of children gone missing, Douen, and Lougarou. Holmes' fiancée, Georgiana Sutton, was also raised in Trinidad and the stories terrify her enough to return home and seek answers. Holmes and Douglas follow her to the island and are confronted with dark mysteries.
",,,,False,False,,,Mycroft and Sherlock
Mycroft and Sherlock,Victoria Holmes,2018,['Mystery novels'],"Mycroft Holmes and Cyrus Douglas, of whom the latter now runs a school for boys, are joined by Mycroft's younger brother Sherlock to investigate a series of killings dubbed ""the Savage Gardens murders.""
",,,,False,False,,Mycroft Holmes,Mycroft and Sherlock: The Empty Birdcage
Mycroft and Sherlock: The Empty Birdcage,Victoria Holmes,2019,['Mystery novels'],,,,,False,False,,Mycroft and Sherlock,
Sherlock Holmes and the Shadwell Shadows,Victoria Holmes,2016,['Mystery novels'],"A series of mysterious deaths inspire Sherlock Holmes and Dr. Watson to investigate the criminal element of the East End of London. Their investigation leads to crime lord Gong-Fen Shou but further opens their eyes to the existence of something much worse.
",,,,False,False,,,Sherlock Holmes and the Miskatonic Monstrosities
Sherlock Holmes and the Miskatonic Monstrosities,Victoria Holmes,2017,['Mystery novels'],"15 years after the events of the Shadwell Shadows, Holmes and Watson are notified that an American is being held at Bethlem Royal Hospital and is continually writing the same three phrases in R'lyehian. A search for his identity leads to an American biologist from Miskatonic University in New England and more experiences with eldritch horrors in London.
",,,,False,False,,Sherlock Holmes and the Shadwell Shadows,Sherlock Holmes and the Sussex Sea-Devils (2018)
Sherlock Holmes and the Sussex Sea-Devils,Victoria Holmes,2018,['Mystery novels'],"Having retired to a farm near Eastbourne, Sherlock Holmes is forced back into action to investigate the death of his brother Mycroft. Detecting the hand of R’luhlloig, Holmes and Watson are drawn into a battle that leads to R’lyeh, the Pacific island dwelling place of Cthulhu.
",,,,False,False,,Sherlock Holmes and the Miskatonic Monstrosities,
Sherlock Holmes and the Christmas Demon,Victoria Holmes,2019,['Mystery novels'],"December 1890, Eve Allerthorpe visits London from Yorkshire with the aim of asking Sherlock Holmes to aid her. Allerthorpe is due to inherit a large estate on her 21st birthday, just days away, if she is found of sound mind. Recently, there have been chilling tales of the ghost of Allerthorpe's deceased mother and worse; visions of a legend told to her in her childhood, the Black Thurrick.
",,,384,False,False,,,
A Study in Scarlet Women,Victoria Holmes,2016,['Mystery'],,,,336,False,False,,,
The Pursuit of the House-Boat,Victoria Holmes,1897,['Fantasy novel'],"After the Houseboat was hijacked by Captain Kidd at the end of A House-Boat on the Styx, the various members of its club decided that in order to track it down, a detective would have to be called in. So, they hired Sherlock Holmes, who, at the time of the book's publication, had indeed been declared dead by his creator.
",,,204,False,False,Associated Shades,A House-Boat on the Styx,The Enchanted Type-Writer
A Double Barrelled Detective Story,Victoria Holmes,1902,,,,,179,False,False,,,
Sherlock Holmes of Baker Street,Victoria Holmes,1962,['Mystery novels'],,,,,False,True,,,
The Ultimate Crime,Victoria Holmes,1976,,"In 1973 Asimov became a member of The Baker Street Irregulars (BSI), a fan club for Sherlock Holmes enthusiasts. A requirement for membership was that each new member should write and deliver a paper dealing with some question concerning any of the Sherlock Holmes stories, but this was waived in Asimov's case since he did not know the stories well enough. However, in 1975 the BSI decided to publish a collection of such articles, and members Banesh Hoffmann and Michael Harrison asked Asimov to write one. Hoffmann suggested that he write about The Dynamics of an Asteroid, a fictional treatise on astronomy written by Holmes's arch-enemy, Professor Moriarty. The Dynamics of an Asteroid is mentioned only once in Doyle's novel The Valley of Fear (1914), where it is described as a book renowned for containing such rarefied mathematics that there was supposedly no other scientist capable of fully understanding it. However, there were no other clues as to what its contents might be, since Doyle had written no more about it. Hoffmann therefore asked Asimov to speculate about what Moriarty might have written. This idea appealed to Asimov, and he wrote a 1,600-word essay on the matter, ""Dynamics of an Asteroid"", which was published in Beyond Baker Street: A Sherlockian Anthology (Bobbs-Merrill, 1976).[2][3][4]
",,,,False,False,Black Widowers,,
The Whitechapel Horrors,Victoria Holmes,1992,['Mystery'],"A sadistic murderer stalks the streets of Whitechapel in London's East End. Sherlock Holmes is called in to investigate, but as the investigation into the grisly named Jack The Ripper continues, Holmes realizes there's more at stake than just stopping a serial killer.
",,,480,False,True,,,
The Mandala of Sherlock Holmes,Victoria Holmes,1999,['Mystery novels'],,,,,False,False,,,
Sherlock Holmes: The Way of All Flesh,Victoria Holmes,2004,,,,,,,,,,
A Slight Trick of the Mind,Victoria Holmes,2005,,"In 1947, the 93-year-old Sherlock Holmes lives in retirement at a small farmhouse in the English countryside, attended by his housekeeper Mrs. Munro. He is unable to walk without a pair of canes, and he pursues various natural remedies to combat his failing memory. Holmes spends much of his time on beekeeping, having set up an apiary on the property, and he begins to teach Mrs. Munro's son Roger about the practice.
",,,253,False,True,,UnderSurface(2002),The Post-War Dream (2008)
Erasing Sherlock,Victoria Holmes,2006,['Science fiction'],"""Seeking maid-of-all-work.  Master of Arts required. Opportunities for research in the field.  Must be able to relocate in time.""  A doctoral candidate, in the guise of a housemaid working at 221B Baker Street, believes she is there to observe the 25-year-old Sherlock Holmes, and document his methods at the beginning of his career.  She soon learns she is operating under a serious misapprehension.
",,,192,False,False,Faction Paradox,Warring States,Newtons Sleep
Sherlock Holmes: The Unauthorized Biography,Victoria Holmes,2006,['Mystery novels'],,,,,False,True,,,
Sherlock Holmes Was Wrong,Victoria Holmes,2007,['Literary criticism'],,,,208,False,False,,,
The Shadow of Reichenbach Falls,Victoria Holmes,2008,"['Adventure', ' Mystery']","As he tours Europe, Thomas Carnacki ends up in Meiringen, Switzerland and upon visiting Reichenbach Falls he stumbles upon Holmes and Moriarty locked in mortal combat. One man goes over the falls and as Carnacki comes to his assistance he is fired upon by the other.[2]
",,,352,False,False,,,
The Albino's Treasure,Victoria Holmes,2015,['Mystery'],"What starts out as anarchists defacing a painting of the Prime Minister in the National Portrait Gallery turns into a battle of wits between Holmes and the criminal mastermind known as Monsieur Zenith the Albino that span from forged artwork to the destruction of the British monarchy itself.
",,,272,False,False,The Further Adventures of Sherlock Holmes,,
The Counterfeit Detective,Victoria Holmes,2017,['Mystery'],"Holmes and Watson sail to New York to investigate another Sherlock Holmes, whose powers and results are comparable to the original. However, in trying to get answers, their target has vanished and his clients are far from obliging...
",,,272,False,False,,,
The Adventure of the Peerless Peer,Victoria Holmes,1974,"['Adventure', ' mystery']","The story is presented as a lost manuscript of Watson's, edited by Farmer. On orders from his older brother Mycroft, Sherlock Holmes and Dr. Watson travel to Africa and form an alliance with the titular peer, Lord Greystoke a.k.a. Tarzan, to hunt down the nefarious Von Bork (from ""His Last Bow"") and stop his deadly new weapon.
",,,208,False,True,,,
Columbine (book),Sue Townsend,2009,,,,,432,True,True,,,
Nobody Left to Hate,Sue Townsend,2001,,,,,,,,,,
Rachel's Tears,Sue Townsend,2000,,,,,181,False,False,,,
The Ghost Drum,Susan Price,1987,"[""Children's fantasy novel""]","The novel is represented as a tale told by the ""most learned of all cats"". At the beginning and at the head of each chapter, the cat introduces the scenes and the characters. At the end, the cat asks the hearer/reader to pass on the tale so that it may ""make its own way back to me, riding on another's tongue.""
",,,184,False,False,Ghost World[1],,Ghost Song
The Sterkarm Handshake,Susan Price,1998,"['Young adult science fiction novel', ' time travel']","A British corporation creates a Time Tube back to the 16th Century Scottish-English border, initially planning to exploit its untouched mineral resources. The 21st-century travellers represent themselves as magical Elves, and attempt to win the co-operation of the local clan, the Sterkarms.
",,,370,False,False,,,A Sterkarm Kiss
Sabriel,Garth Nix,1995,['Fantasy novel'],"The novel is set in two neighbouring fictional countries: To the South lies Ancelstierre, which has a technology level and society similar to that of early-20th century Australia, and to the North lies the Old Kingdom, where both Free magic and Charter Magic exist—a fact officially denied by the government of Ancelstierre and disbelieved by most of Ancelstierre's inhabitants. A wall separates the two countries. Near the border some magic crosses the Wall, especially on days when the wind is blowing out of the Old Kingdom. Since the fall of the Royal Family, dangerous entities roam, ranging from the undead to powerful sorcerers and Free Magic elementals.
",,,491,False,True,The Old Kingdom,Clariel: The Lost Abhorsen,Lirael
Lirael,Garth Nix,2001,['Fantasy novel'],"The book is split into three parts, the first of which is set 14 years after the events in Sabriel; the last two parts are set five years after part one. Sabriel and Touchstone have married since Sabriel and assumed a measure of control over the Old Kingdom. Their children Ellimere and Sameth were going to school in Ancelstierre (similarly to Sabriel) before being expected to take up their duties in the Old Kingdom.
",,,720,False,False,Old Kingdom series,Sabriel,Abhorsen
Abhorsen,Garth Nix,2003,['Fantasy novel'],"The Abhorsen's House is besieged by Dead Hands led by Chlorr of the Mask under the control of Hedge the Necromancer, who in turn serves Orannis the Destroyer. With the help of their familiars Mogget and the Disreputable Dog, protagonists Lirael and Sameth escape the House and depart for the Red Lake, where the Destroyer is being unearthed, to rescue Sameth's friend Nicholas Sayre from the Destroyer's control, and prevent the Destroyer from consuming the world. Meanwhile, Prince Sameth's parents, the Abhorsen Sabriel and King Touchstone, are in Ancelstierre to stop the slaughter of refugees forced into the Old Kingdom; but themselves become victims of an assassination attempt and barely escape. En route to the Red Lake, Lirael uses her Rembrancing powers to determine the means of re-imprisoning Orannis, and later defeats Hedge. In the end, all the leading characters re-enact the original binding of the Destroyer, with each member holding a bell to represent its namesake: King Touchstone (Ranna) and Abhorsen Sabriel (Saraneth), Sanar and Ryelle (Mosrael), Ellimere (Dyrim), the Disreputable Dog (Kibeth), Sameth (Belgaer), and Lirael (Astarael). When the re-enactment fails, Sameth frees Mogget, who identifies himself as the spirit 'Yrael', and imprisons the Destroyer. As Lirael prepares to give the necessary final blow, the Disreputable Dog sacrifices herself to complete it, in Lirael's place. In the epilogue, the Dog revives Nicholas, and herself departs along the border of Life and Death.
",,,528,False,False,Old Kingdom series,Lirael: Daughter of the Clayr,
Castle (novel),Garth Nix,2000,['Fantasy novel'],"Tal and Milla make it from the shadowy 'Dark World' to the titular castle, a seeming place of peace. Both are unwanted by the castle's inhabitants, Milla the most. The two must avoid conspiracies and other dangers inside the castle, just to survive.[citation needed]
",,,224,False,False,The Seventh Tower,The Fall,Aenir
Aenir,Garth Nix,2001,['Fantasy novel'],"After arriving in Aenir they offer up blood on the hill they are standing on. This summons up two storm shepherds, Aenirian creatures with a heart of thunder and cloud, who then demand a life in exchange for a great gift. Soon the two characters discover that the two shepherds do not like taking lives, but only do it because they were bound thousands of years ago to do that exact task ever more. When they do not take a life and hesitate when Tal offers to make them his and Milla's spiritshadows to release their bind on the hill, the spirit in the hill awakes to sort out the problem. Afraid, the two creatures accept Tal's offer and quickly grab their new chosen and escape the hill, exhilarated to finally be free. Tal's spirit shadow is Adras, a big but dim witted male. While Milla ends up with Odris, a more sharp witted slender female. Neither is very good at reading human emotions and find themselves confused quite often.
",,,233,False,False,The Seventh Tower,Castle,Above the Veil
Above the Veil,Garth Nix,2001,['Fantasy novel'],"While Shadowmaster Sushin maintains control over higher ranked chosen, Tal and Milla travel through the Castle's depths where they encounter the Freefolk, a group of the servant class Underfolk who possess a great hatred for all the Chosen. They also meet Lector Jarnil, a famous teacher. Tal and Milla learn more about the intricacies of Castle politics, including that Sushin, a Shadowmaster of the Orange, is the Dark Vizier of the Empress. He deals in unsavory matters and commands others under the authority of the Empress. They also learn that the Veil is maintained by the seven Keystones which lie at the top of each of the seven towers.
",,,248,False,False,The Seventh Tower,Aenir,Into Battle
Into Battle (novel),Garth Nix,2001,['Fantasy'],,,,208,False,False,The Seventh Tower,Above the Veil,The Violet Keystone
The Violet Keystone,Garth Nix,2001,['Fantasy novel'],,,,240,False,False,The Seventh Tower,Into Battle,
Mister Monday,Garth Nix,2003,"['Fantasy', ' Young adult novel']","Twelve-year-old Arthur Penhaligon is experiencing a severe asthma attack at school when two mysterious men, Mister Monday and his butler Sneezer, appear in front of him. Sneezer convinces Monday to give Arthur his Minute Key in order to fulfill Monday's directive from the Architect. Although Monday is skeptical, Sneezer argues that Arthur will die shortly and the Key will then be returned to Monday. However, Arthur is saved when school officials arrive with help. Sneezer and Monday disappear, leaving a small book in their place, which Arthur takes.
",,,445,False,True,The Keys to the Kingdom,,Grim Tuesday
Grim Tuesday,Garth Nix,2004,"['Fantasy', ' Young adult novel']","Set immediately after the events of Mister Monday, Dame Primus informs Arthur that six months have passed in the House since he left and Grim Tuesday, the second of the Morrow Days, has found a loophole in the Trustees' agreement to conquer the Lower House. Dame Primus tells Arthur that he must return to the House to restore order.
",,,390,False,False,The Keys to the Kingdom,Mister Monday,Drowned Wednesday
Drowned Wednesday,Garth Nix,2005,"['Fantasy', ' Young adult novel']","Picking up after the events of Grim Tuesday, Arthur discusses Drowned Wednesday's invitation to meet for lunch with Leaf while he is hospitalized. The two are skeptical as to whether Wednesday can be trusted, but then the hospital room is suddenly filled with water and the two find themselves transported to the Border Sea, Wednesday's domain. Leaf and Arthur are separated when Leaf is picked up by the Flying Mantis, a large ship, and Arthur is left behind. Arthur uses the Mariner's medallion to summon help but his call goes unanswered. A buoy marking the pirate Elishar Feverfew's treasure floats toward him, which Arthur opens. His hand is then marked with a bloody red color, the Red Hand, which he later learns is a spell created by Feverfew so that he may identify who has touched his treasure.
",,,390,False,False,The Keys to the Kingdom,Grim Tuesday,Sir Thursday
Sir Thursday,Garth Nix,2006,['Fantasy'],,,,427,False,False,The Keys to the Kingdom,Drowned Wednesday,Lady Friday
Lady Friday,Garth Nix,2007,"['Fantasy', ' Young adult novel']","Arthur Penhaligon is a young boy who has gotten involved with the 'House', a magical world. This world comprises seven parts, each containing a 'Key' (powerful magical objects) and a part of the 'Will' (a being that holds the wish of the absent 'Architect'), under control of a villainous 'Trustee'. Arthur is on a quest to defeat the 'Trustees' and fulfill the 'Will'.
",,,278,False,False,The Keys to the Kingdom,Sir Thursday,Superior Saturday
Superior Saturday,Garth Nix,2008,"['Fantasy', ' Young adult novel']","Arthur Penhaligon is a young boy who has gotten involved with the 'House', a magical world. This world comprises seven parts, each containing a 'Key' (powerful magical objects) and a part of the 'Will' (a being that holds the wish of the absent 'Architect'), under control of a villainous 'Trustee'. Arthur is on a quest to defeat the 'Trustees' and fulfill the 'Will'.
",,,288323,False,False,The Keys to the Kingdom,Lady Friday,Lord Sunday
Lord Sunday,Garth Nix,2010,['Young adult novel'],"Arthur Penhaligon is a young boy who has gotten involved with the 'House', a magical world. This world comprises seven parts, each containing a 'Key' (powerful magical objects) and a part of the 'Will' (a being that holds the wish of the absent 'Architect'), under control of a villainous 'Trustee'. Arthur is on a quest to defeat the 'Trustees' and fulfill the 'Will'.
",,,336,False,False,The Keys to the Kingdom,Superior Saturday,
Shade's Children,Garth Nix,1997,"['Science fiction', ' Fantasy novel']","Shade's Children takes place in a not-so-distant future where evil Overlords have ruled for fifteen years due to a catastrophic ""Change"" which caused all people over the age of fourteen to simply disappear. Since then, the children have been rounded up and placed in prison-like dorms. No child may live past their fourteenth birthday (known as a ""Sad Birthday""), when they are taken to the Meat Factory and their muscles, brain, and other organs are harvested to create creatures. These creatures are servants of the Overlords, and as such both fight in the Overlords' ceremonial territorial battles and hunt for the rare escapees who have managed to remove the tracer implanted in their wrist.  There is only one exception to this rule: some young women are kept for ""breeding"" to maintain the supply of children, until a suggested maximum age of eighteen.
",,,310,False,False,,,
