Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
The Supernaturalist,Eoin Colfer,2004,"['Science fiction', ' adventure']","The Supernaturalist takes place in Satellite City, a large city in an unspecified location in the Northern Hemisphere, in the third millennium. Much of Satellite City is controlled by the Satellite, owned by Myishi Corporation. By the time of the novel, however, the Satellite is losing links to the surface, causing disasters that range from mild to catastrophic.
",,,290267,False,True,,,To be Announced
Half Moon Investigations,Eoin Colfer,2006,['Mystery novel'],"Fletcher Moon (often called ""Half-Moon"" due to his short stature) is a natural born investigator. Fletcher is a graduate from the Bernsteins Academy, so he is a ""certified"" detective. Knowing this, April Devereux, a girl from his school, comes to him for help in finding a lock of hair that she believes to have been stolen. Fletcher agrees to help her and starts off by investigating all suspects which eventually gets him threatened by a thirteen-year-old named Red Sharkey.
",,,290,False,False,,,
Click (novel),Eoin Colfer,2007,"['Juvenile fiction', ' collaborative fiction']","George G. Keane, or ""Gee"", was a photographer who travelled around the world taking pictures. In Gee's will he leaves his granddaughter, Margaret, a box containing seven lettered boxes and a message stating ""throw them all back"". Each lettered box contains a shell. She discovers that each letter on each box represents the continent that the shell came from, and that her grandfather intended for her to put them back where they came from over her lifetime. This is a gift that will last Maggie's whole life. Meanwhile, Jason, Margaret's brother, is left with a camera and uses it to construct multiple photo albums, one of which consisted of a girl doing ordinary things throughout the day while holding a large piece of glass. The last chapter of the book depicts an elderly Margaret living in the future with her great-niece, watching a documentary about her grandfather, her brother, and herself.[1]
",,,217,False,False,,,
Airman (novel),Eoin Colfer,2008,"['Fantasy', ' historical']","The book begins with the Paris World's Fair of 1878, which Declan Broekhart and his wife, Catherine, are attending. They are there mainly to take a ride in a new hot air balloon. While they are in the air, along with one Victor Vigny, the balloon is shot at by men from the ground. During the forced landing, Conor Broekhart is born, flying over Paris.
",,,412,False,True,,,
And Another Thing... (novel),Eoin Colfer,2009,['Comic science fiction'],"After writing five Hitchhiker books, Adams had felt the need to continue the story: ""I suspect at some point in the future I will write a sixth Hitchhiker book..."",[2] and ""People have said, quite rightly, that Mostly Harmless is a very bleak book. I would love to finish Hitchhiker on a slightly more upbeat note, so five seems to be a wrong kind of number; six is a better kind of number.""[3][4]
",,,,False,True,The Hitchhiker's Guide to the Galaxy,Mostly Harmless,
Plugged (novel),Eoin Colfer,2011,['crime'],,,,288,False,False,,,
The Restaurant at the End of the Universe,Eoin Colfer,1980,['Comic science fiction'],"Arthur Dent, Ford Prefect, Trillian, and Zaphod Beeblebrox leave the planet Magrathea on the Heart of Gold. A Vogon ship bribed by Gag Halfrunt and a group of psychiatrists, fearful that the discovery of the Ultimate Question will end their profession, intercepts and fires at them. Meanwhile, Arthur gets frustrated that the ship is unable to produce any beverages beyond an undrinkable tea-like liquid. He gives a lengthy description of tea, causing Eddie the Shipboard Computer to become CPU-bound and unable to fight the Vogon ship off. Desperate, Zaphod decides to hold a séance to call up his great-grandfather Zaphod Beeblebrox the Fourth to rescue them. The elder Zaphod scolds his descendant and sends him on a quest to find The Ruler of the Universe in order to solve the political and economic instability plaguing the universe. He transports Zaphod and Marvin to Ursa Minor Beta, the tropical home planet of the offices of the Hitchhiker's Guide's publisher Megadodo Publications, and leaves the others on the depowered ship in a black void.
",,,208,False,True,Hitchhiker's Guide,The Hitchhiker's Guide to the Galaxy,"Life, the Universe and Everything"
"Life, the Universe and Everything",Eoin Colfer,1982,['Comic science fiction'],"After being stranded on pre-historic Earth after the events in The Restaurant at the End of the Universe, Arthur Dent is met by his old friend Ford Prefect, who drags him into a space-time eddy, represented by an anachronistic sofa. The two end up at Lord's Cricket Ground two days before the Earth's destruction by the Vogons. Shortly after they arrive, a squad of robots land in a spaceship in the middle of the field and attack the assembled crowd, stealing the Ashes before departing. Another spaceship arrives, the Starship Bistromath, helmed by Slartibartfast, who discovers he is too late to stop the theft and requests Arthur and Ford's help.
",,,160,False,True,The Hitchhiker's Guide to the Galaxy,The Restaurant at the End of the Universe,"So Long, and Thanks for All the Fish"
"So Long, and Thanks for All the Fish",Eoin Colfer,1984,['Comic science fiction'],"While hitchhiking through the galaxy, Arthur Dent is dropped off on a planet in a rainstorm. He appears to be in England on Earth, even though he had seen the planet destroyed by the Vogons. He has been gone for several years, but only a few months have passed on Earth. He hitches a lift with a man named Russell and his sister Fenchurch (nicknamed ""Fenny""). Russell explains that Fenny, who is sitting in a drugged state in the back seat of the car, became delusional after worldwide mass hysteria, in which everyone hallucinated ""big yellow spaceships"" (the Vogon destructor ships that ""demolished"" the Earth). Arthur becomes curious about Fenchurch, but he is dropped off before he can ask more questions. Inside his inexplicably undamaged home, Arthur finds a gift-wrapped bowl inscribed with the words ""So long and thanks for all the fish"", into which he puts his Babel Fish. Arthur thinks that Fenchurch is somehow connected to him and to the Earth's destruction. He still has the ability to fly whenever he lets his thoughts wander.
",,,192224,False,True,The Hitchhiker's Guide to the Galaxy,"Life, the Universe and Everything",Mostly Harmless
Mostly Harmless,Eoin Colfer,1992,['Comic science fiction'],"The title derives from a joke early in the series, when Arthur Dent discovers that the entry for Earth in The Hitchhiker's Guide to the Galaxy consists, in its entirety, of the word ""Harmless"". His friend Ford Prefect, a contributor to the Guide, assures him that the next edition will contain the article on Earth that Ford has spent the last 15 years researching—somewhat cut due to space restrictions, but still an improvement. The revised article, he eventually admits, will simply read ""Mostly harmless"". Ford had written an extensive entry covering life and recreation on Earth, but the Guide editors cut it back to ""Harmless"". Later in the series, Ford is surprised to find that the entry on Earth has been updated to include all of his original material, prompting him to hitchhike across the galaxy and reunite with Arthur on the alternate Earth in So Long, and Thanks for All the Fish.
",,,229240,False,True,The Hitchhiker's Guide to the Galaxy,"So Long, and Thanks for All the Fish",And Another Thing...
Memoirs Illustrating the History of Jacobinism,James Baldwin,1798,,,,,,False,False,,,
Democracy in America,James Baldwin,1835,,,,,,False,False,,,
The Concept of the Political,James Baldwin,1932,,,,,105,False,False,,,
The Conservative Mind,James Baldwin,1953,['Political philosophy ·\xa0Intellectual history'],,,,448,False,False,,,
The Conscience of a Conservative,James Baldwin,1960,,,,,123,False,False,,,
How to Be a Conservative,James Baldwin,2014,,,,,,False,False,,,
Captains Courageous,James Baldwin,1896,"['Adventure', ' Nautical', ' Juvenile']","Protagonist Harvey Cheyne Jr., is the spoiled son of a wealthy California railroad magnate. Washed overboard from a transatlantic steamship and rescued by the crew of the fishing schooner We're Here off the Grand Banks of Newfoundland, Harvey can neither persuade them to take him quickly to port, nor convince them of his wealth. Harvey accuses the captain, Disko Troop, of taking his money (which is later revealed to be on the deck from which Harvey fell). Troop bloodies his nose but takes him in as a boy on the crew until they return to port. Harvey comes to accept his situation.
",,,2452,False,True,,,
Peter Pan in Kensington Gardens,J. M. Barrie,1906,"['fantasy', "" children's literature""]","Peter is a seven-day-old infant who, ""like all infants"", used to be part bird. Peter has complete faith in his flying abilities, so, upon hearing a discussion of his adult life, he is able to escape out of the window of his London home and return to Kensington Gardens. Upon returning to the Gardens, Peter is shocked to learn from the crow Solomon Caw that he is not still a bird, but more like a human – Solomon says he is crossed between them as a  ""Betwixt-and-Between"". Unfortunately, Peter now knows he cannot fly, so he is stranded in Kensington Gardens. At first, Peter can only get around on foot, but he commissions the building of a child-sized thrush's nest that he can use as a boat to navigate the Gardens by way of the Serpentine, the large lake that divides Kensington Gardens from Hyde Park.
",,,,False,False,,The Little White Bird,"Peter and Wendy or Peter Pan, or the Boy Who Wouldn't Grow Up"
Margaret Ogilvy,J. M. Barrie,1896,,,,,,,,,,
The 25th Hour,David Benioff,2001,,"The idea for the book came when Benioff returned home to New York for Passover while he was away working in Wyoming. He suffered from appendicitis and had to undergo emergency surgery.  Benioff said: ""Walking the halls of Mount Sinai afterward, seeing people walking up 5th Avenue and Central Park and trapped in the hospital, I had a sense of being so close to the city and not being a part of it."" He continued: ""I thought, 'What if you are not stuck for five days, but seven years?' And that is writing what you don't know. Taking a banal problem and making it much more serious.""[1]
",,,224,False,True,,,
City of Thieves (novel),David Benioff,2008,['Historical fiction'],"The novel begins with David, an American screenwriter, as the narrator. When asked to write an autobiographical essay, David instead decides to write about Leningrad, where his grandfather grew up. He flies to Florida to speak with his grandfather, and for a week David records his grandfather's stories. David also makes note of the fact that his grandmother never cooks.
",,,258,False,False,,,
Kenny's Window,Meindert DeJong,1956,,,,,,,,,,
Where the Wild Things Are,Meindert DeJong,1963,"[""Children's picture book""]","The story focuses on a young boy named Max who, after dressing in his wolf suit, wreaks such havoc through his household that he is sent to bed without his supper. Max's bedroom undergoes a mysterious transformation into a jungle environment, and he winds up sailing to an island inhabited by monsters, simply called the Wild Things. The Wild Things try to scare Max, but to no avail. After stopping and intimidating the creatures, Max is hailed as the king of the Wild Things and enjoys a playful romp with his subjects. Finally, he stops them and sends them to bed without their supper. However, to the Wild Things' dismay, he starts to feel lonely and decides to give up being king and return home. The creatures do not want him to go and throw themselves into fits of rage as Max calmly sails away home. Upon returning to his bedroom, Max discovers a hot supper waiting for him.
",,,40,False,True,,,
In the Night Kitchen,Meindert DeJong,1970,"[""Children's literature""]","While sleeping, a young boy named Mickey is disturbed by loud noises on a lower floor. Suddenly, he falls out of his bed and begins to float through the dark, then he loses all his clothes as he drifts into a surreal dreamworld known as the ""Night Kitchen"". Now arriving completely naked as he came, Mickey falls into a giant pot that contains the batter for the ""morning cake."" Three bakers (who closely resemble Oliver Hardy) arrived to mix the batter and prepare it for baking, unaware (or unconcerned) that Mickey is inside. 
",,,40,False,True,,,
Seven Little Monsters,Meindert DeJong,1977,"[""Children's picture book""]","Seven Little Monsters is a small format book measuring 8 1/2 by 4 1/2 inches (22 cm x 11.5 cm).
",,,16,False,True,,,
Outside Over There,Meindert DeJong,1981,['Picture book'],,,,40,False,True,,,
Little Bear (book),Meindert DeJong,1957,,,,,,False,True,,,
A Portrait of the Artist as a Young Man,James Joyce,1916,"['Künstlerroman', ' modernism']",,,,299,False,True,,Stephen Hero,Ulysses
Ulysses (novel),James Joyce,1922,['Modernist novel'],"Joyce first encountered the figure of Odysseus/Ulysses in Charles Lamb's Adventures of Ulysses, an adaptation of the Odyssey for children, which seems to have established the Latin name in Joyce's mind. At school he wrote an essay on the character, titled ""My Favourite Hero"".[8][9] Joyce told Frank Budgen that he considered Ulysses the only all-round character in literature.[10] He thought about calling his short-story collection Dubliners Ulysses in Dublin,[11] but the idea grew from a story written in 1906, to a ""short book"" in 1907,[12] to the vast novel he began in 1914.
",,,732,False,True,,A Portrait of the Artist as a Young Man,
Finnegans Wake,James Joyce,1939,,,,,,False,True,,Ulysses(1922),
Chamber Music (poetry collection),James Joyce,1907,['poetry'],,,,48,False,False,,,Dubliners (1914)
The Gutenberg Galaxy,James Joyce,1962,,,,,293,False,False,,,
War and Peace in the Global Village,James Joyce,1968,,,,,,False,False,,,
The Coldest Winter Ever,Sister Souljah,1999,['Literary fictionUrban fiction'],"The story is set in Brooklyn, New York. The main character is Winter Santiaga, the teenaged daughter of Ricky Santiaga, a local drug kingpin. Winter is brash and self-important; she says, ""it was important for me to know I deserved the best, no slum jewelry or knock-offs"".[1] The story is told from her perspective in slang that is highly influenced by the hip-hop culture. Due to the power of her father, Winter is infamous in her neighborhood, and she uses her power to get what she wants. This all changes when Winter's father is arrested for drug trafficking, and Winter finds herself in a girls’ home. Winter takes up the skills she learned from her father to maintain her lifestyle, such as selling illicit items in the girls’ home to make money.
",,,337544368,False,True,,,Midnight: A Gangster Love Story (2008)
Midnight: A Gangster Love Story,Sister Souljah,2008,['Literary fictionUrban fiction'],"Midnight is born into a prominent Islamic Black Sudanese family in which he enjoys a life of comfort, confidence, and protection. His father provides him with a veil of privilege and deep, devoted love, but he never hides the truth about the fierce challenges of the world outside of his estate. In the mid 1980s, his father abandons the family, disappears, and is never heard from again. Just before his disappearance, he instructs Midnight and his immediate family to move to the United States. Midnight, his mother, and his sister eventually settle in project housing in the borough of Brooklyn in New York City. They are repulsed by American culture and try to live as comfortably as possible without fully engaging with their new home.
",,,512,False,False,,The Coldest Winter Ever(1999),Midnight and the Meaning of Love (2011)
Midnight and the Meaning of Love,Sister Souljah,2011,['Literary fictionUrban fiction'],,,,624,False,False,,The Coldest Winter Ever(1999) andMidnight: A Gangster Love Story(2008),A Deeper Love Inside: the Porsche Santiaga Story (2013)
Brainstorms,Daniel Dennett,1981,,,,,,False,False,,,
Elbow Room (Dennett book),Daniel Dennett,1984,,,,,,False,False,,,
Consciousness Explained,Daniel Dennett,1991,,,,,511,False,False,,The Intentional Stance,Darwin's Dangerous Idea
Darwin's Dangerous Idea,Daniel Dennett,1995,,,,,586,False,False,,,
Sweet Dreams (Dennett book),Daniel Dennett,2005,,,,,199,False,False,,Freedom Evolves,Breaking the Spell
From Bacteria to Bach and Back,Daniel Dennett,2017,,,,,496,False,False,,,
The End of Faith,Daniel Dennett,2004,,,,,349336,False,False,,,Letter to a Christian Nation
"Atheist Manifesto: The Case Against Christianity, Judaism, and Islam",Daniel Dennett,2005,,,,,281,False,False,,,
Manifesto of Evolutionary Humanism,Daniel Dennett,2005,,,,,,,,,,
Breaking the Spell (Dennett book),Daniel Dennett,2006,,,,,,False,False,,Sweet Dreams,
Letter to a Christian Nation,Daniel Dennett,2006,,,,,96144,True,False,,The End of Faith,The Moral Landscape
God Is Not Great,Daniel Dennett,2007,,,,,307,True,True,,,
God: The Failed Hypothesis,Daniel Dennett,2007,,,,,294,False,False,,The Comprehensible Cosmos: Where Do The Laws Of Physics Come From?,
Godless (Barker book),Daniel Dennett,2008,,,,,,,,,,
Darwin's Angel,Daniel Dennett,2007,,,,,168,False,False,,,
The Dawkins Delusion?,Daniel Dennett,2007,,,,,75,False,False,,,
The Irrational Atheist,Daniel Dennett,2008,,,,,320,True,False,,,
Atheist Delusions,Daniel Dennett,2009,,,,,272,False,False,,,
The Case for God,Daniel Dennett,2009,,,,,432,False,False,,,
Unscientific America,Daniel Dennett,2009,['Popular science'],,,,224,False,False,,,
The Rage Against God,Daniel Dennett,2010,['Apologetics'],,,,256,False,False,,The Broken Compass,The War We Never Fought
The Evolution of Atheism,Daniel Dennett,2015,,,,,288,False,False,,,
The Ice Storm,Rick Moody,1994,"['Family', ' Drama', ' Tragicomedy']","The novel takes place over Thanksgiving weekend 1973, during a dangerous ice storm, and centers on two neighboring families, the Hoods and the Williamses, and their difficulties in dealing with the tumultuous political and social climate of the day. The setting is an affluent Connecticut suburb during the height of the sexual revolution. The novel is narrated by four members of the two families, each promoting his or her view of complications that arise throughout the novel. 
",,,279,False,True,,,
Drawing Blood,Poppy Z. Brite,1993,['Horror'],,,,373,False,False,,,
Exquisite Corpse (novel),Poppy Z. Brite,1996,['Horror'],"The novel unfolds in alternating chapters from the points of view of the four main characters. Andrew Compton, a convicted serial killer (based on serial killer Dennis Nilsen), escapes his UK prison cell in a self-induced cataleptic trance. Mistaken for dead by the authorities, he makes his way to New Orleans' French Quarter to start a new life. Seeking new victims, he instead meets Jay Byrne (based on Jeffrey Dahmer), a wealthy recluse who is also a serial killer, as well as a cannibal. The two at first intend to victimize one another, but upon realizing their similar proclivities, instead begin a torrid affair based on sex and murder.
",,,240,False,False,,,
Star Trek: The Next Generation,Diane Duane,1987,,,,,,False,True,,,
Eight Days of Luke,Eva Ibbotson,1975,"['Fantasy', "" Children's literature""]","David Allard, an orphan, returns to his hometown of Ashbury from boarding school to discover that his relatives-cum-guardians have nothing arranged for his summer and he will have to endure their mistreatment for his entire holiday.
",,,165,False,False,,,
The Homeward Bounders,Eva Ibbotson,1981,"[""Children's Fantasy novel""]","Twelve-year-old Jamie discovers a strange place in his hometown in which mysterious and demonic entities, known only as Them, are playing a board game with the entire world. Upon his discovering Them, They are forced to make Jamie a Homeward Bounder; this means he must constantly travel from world to world until he finds his home again. Homeward Bounders cannot die, and must not interfere with Play. If he can reach his home he may stay, and re-enter play. No-one is allowed to interfere directly with the Homeward Bounders; for example, if someone were to attempt to hurt or steal from Jamie, that person would die mysteriously.
",,,,False,False,,,
The Magicians of Caprona,Eva Ibbotson,1980,"[""Children's fantasy novel""]","Caprona is a city-state in the Italy of Chrestomanci's world (World Twelve A), which never united as a nation-state. The houses of Casa Montana and Casa Petrocchi, both renowned for being powerful magician families, have been feuding with each other for generations. The city has begun to lose its ""virtue,"" and the states of Florence, Siena, and Pisa intend to take advantage of this by uniting to conquer Caprona. The only way to save the city is if the true words to the Angel of Caprona, both a hymn and a powerful spell, can be found and read aloud.
",,,2231,False,False,Chrestomanci,Charmed Life,Witch Week
Witch Week,Eva Ibbotson,1982,"[""Children's fantasy novel""]","Witch Week is set in an alternative modern-day Great Britain, identical to our world except for the presence of witchcraft.  Despite witches being common, witchcraft is illegal and punishable by death by burning, policed by a modern-day Inquisition.
",,,2102,False,False,Chrestomanci,The Magicians of Caprona,The Lives of Christopher Chant
The Lives of Christopher Chant,Eva Ibbotson,1988,"[""Children's fantasy novel""]","""The Worlds of Chrestomanci"" brand of some late twentieth century editions alludes to their setting, a multiverse often called the Related Worlds, which young Christopher calls ""Anywheres"" in this volume. Worlds have branched from common ancestors at important events in history, such as English and French victories in the Battle of Agincourt. Some people can move between worlds and twelve series of similar worlds have been labelled by the English people of the stories. World 12A is the primary specific setting of this volume, and of the series, where Chrestomanci resides in England. Our world is 12B.
",,,2401,False,False,Chrestomanci,Witch Week,Mixed Magics
Drowned Ammet,Eva Ibbotson,1977,"['Fantasy', ' High Fantasy', "" Children's Literature""]","Beginning with the birth of Alhammit Alhammitson, or Mitt, in South Dalemark. Mitt is a young child, his family are evicted from their farm. The Earl Hadd is the cruel and tyrannical ruler of South Dalemark. The family moves to an unpleasant tenement in the city of Holand. Mitt's father joins the Free Holanders, a resistance against the Earl Hadd. Mitt's father disappears, maybe killed by the Earl's soldiers.
",,,255,False,False,Dalemark Quartet,Cart and Cwidder,The Spellcoats
Archer's Goon,Eva Ibbotson,1984,"[""Children's Fantasy novel""]","Thirteen-year-old Howard Sykes lives in an English town with his parents, Quentin, an author and professor, and Catriona, a music teacher; his sister Anthea, always called ""Awful"" because of her constant screaming; and Fifi, the family's au pair. Their life is interrupted one afternoon when an unnamed huge person, ""somebody's Goon"" as Fifi describes him, comes into their home and announces that he has come to collect the two thousand words that Quentin owes somebody called Archer.
",,,241,False,False,,,
A Week on the Concord and Merrimack Rivers,Henry David Thoreau,1849,,,,,,,,,,
Walden,Henry David Thoreau,1854,['Memoir'],,,,,False,True,,,
Catch-22,Joseph Heller,1961,"['Dark comedy', ' absurdist fiction', ' satire', ' war fiction', ' historical fiction']",,,,4531,False,True,,,Closing Time (1994)
Something Happened,Joseph Heller,1974,,"While there is an ongoing plot about Slocum preparing for a promotion at work, most of the book focuses on detailing various events from his life, ranging from early childhood to his predictions for the future, often in non-chronological order and with little if anything to connect one anecdote to the next. Near the end of the book, Slocum starts worrying about the state of his own sanity as he finds himself hallucinating or remembering events incorrectly, suggesting that some or all of the novel might be the product of his imagination, making him an unreliable narrator.
",,,,False,False,,,
Good as Gold (novel),Joseph Heller,1979,['Comedy novel'],"Dr. Bruce Gold, a Jewish, middle-aged university English professor, unhappily married, hated by his father and brother and ignored by his children. He is the author of one book, four essay collections, ""deritative"" short stories and ""atrocious"" poems. Because he has favorably reviewed a book by the US president, he is offered the chance for success in the form of the job as the first-ever Jewish Secretary of State. To get the job, he is willing to divorce his wife and marry the daughter of an anti-Semitic elder statesman.
",,,447,False,False,,Something Happened,God Knows
God Knows (novel),Joseph Heller,1984,,,,,,,,,,
Picture This (novel),Joseph Heller,1988,['Historical novel'],"The novel is an eclectic historical journey across multiple periods of history, all connected by a single painting: Rembrandt van Rijn's Aristotle Contemplating a Bust of Homer. The work jumps from the golden age of Athens, to 17th Century Holland, to the rise of the American Empire; hopscotching from Aristotle, to Rembrandt, to Socrates, and back to Heller and even Jimmy Carter. It examines fundamental dichotomies in human existence under the guise of satire.
",,,352,False,False,,,
Closing Time (novel),Joseph Heller,1994,"['Satire', ' historical']","
",,,4641,False,False,,Catch-22,
No Laughing Matter (book),Joseph Heller,1986,['Autobiography'],,,,335,False,True,,,
"Portrait of an Artist, as an Old Man",Joseph Heller,2000,,,,,,,,,,
Decline and Fall,Evelyn Waugh,1928,['Satire'],"Modest and unassuming theology student Paul Pennyfeather falls victim to the drunken antics of the Bollinger Club and is subsequently expelled from Oxford for running through the grounds of Scone College without his trousers. Having thereby defaulted on the conditions of his inheritance, he is forced to take a job teaching at an obscure private school in Wales called Llanabba, run by Dr Fagan. Paul soon discovers that the other masters are all failures in life.
",,,,False,True,,,Vile Bodies
Vile Bodies,Evelyn Waugh,1930,"['Novel', ' satire']","Adam Symes has a novel to finish and, with the proceeds, plans to marry Nina Blount. Returning from France, his manuscript is impounded as obscene by customs officers, while in the next room his friend Agatha Runcible is strip searched as a suspected jewel thief. She rings the newspapers about her fate. Adam rings Nina to say he cannot now marry her, and has to negotiate a penal new contract with his publisher. 
",,,254,False,True,,Decline and Fall,Black Mischief
A Handful of Dust,Evelyn Waugh,1934,['Fiction'],"Tony Last is a country gentleman, living with his wife Brenda and his eight-year-old son John Andrew in his ancestral home, Hetton Abbey. The house is a Victorian pseudo-Gothic pastiche described as architecturally ""devoid of interest"" by a local guide book and ""ugly"" by his wife, but is Tony's pride and joy. Entirely content with country life, he is seemingly unaware of Brenda's increasing boredom and dissatisfaction, and of his son's developing waywardness. Brenda meets John Beaver and, despite acknowledging his dullness and insignificance, she begins an affair with him. Brenda starts spending her weeks in London, and persuades Tony to finance a small flat, which she rents from John's mother, Mrs Beaver, a canny businesswoman. Although the Brenda–Beaver liaison is well known to their London friends, Tony remains uxorious and oblivious; attempts by Brenda and her friends to set him up with a mistress are absurdly unsuccessful.
",,,,False,True,,,
Scoop (novel),Evelyn Waugh,1938,['Novel'],,,,,False,False,,A Handful of Dust,Put Out More Flags
Brideshead Revisited,Evelyn Waugh,1945,,"The novel is divided into three parts, framed by a prologue and epilogue.
",,,402,False,True,,Put Out More Flags(1942),Scott-King's Modern Europe (1947)
Scott-King's Modern Europe,Evelyn Waugh,1947,,"Set shortly after the end of the Second World War, the story's central character is Scott-King, a middle-aged schoolmaster who for twenty-one years has taught classical languages at Granchester, an English private school which was his own old school.[2] Cautious and monosyllabic, he is described by Waugh as ""a praiser of the past and a lover of exact scholarship"", and is characterized as representing the old-fashioned virtues of honesty, decency, sanity, and, ultimately, heroism.[3][4]
",,,,False,False,,Brideshead Revisited(1945),The Loved One (1948)
The Loved One (book),Evelyn Waugh,1948,"['Satirical', ' Novel']","The Loved One was written as a result of Evelyn Waugh's trip to Hollywood in February and March 1947. MGM was interested in adapting Waugh's novel Brideshead Revisited (1945). Waugh had written that, ""I should not think six Americans will understand it"" and was baffled and  even angered by its popularity in America,[1]: 143–144  referring to it as ""my humiliating success in [the] U.S.A.""[2]: 224 
",,,,False,True,,,
Helena (Waugh novel),Evelyn Waugh,1950,['Historical novel'],,,,,False,False,,The Loved One,Love Among the Ruins. A Romance of the Near Future
Love Among the Ruins. A Romance of the Near Future,Evelyn Waugh,1953,,"The protagonist, Miles Plastic, is an orphan who, at the beginning of the story, is finishing a prison term for arson. Crime is treated very leniently by the state, and conditions in prison are actually quite superior to those among the population at large, leading to an understandably high recidivism rate. Upon release, Plastic goes to work at a state-run euthanasia centre. The centres are not restricted to the terminally ill and are so popular that Plastic's sole responsibility is to stem ""the too eager rush"" of perfectly healthy but ""welfare weary"" citizens.
",,,,False,False,,,
Men at Arms (Waugh novel),Evelyn Waugh,1952,"['War', ' satire']","Men at Arms is the first novel in Waugh's Sword of Honour series, the author's look at the Second World War. The novels loosely parallel Waugh's wartime experiences.
",,,192,False,True,Sword of Honour,,Officers and Gentlemen
Officers and Gentlemen,Evelyn Waugh,1955,"['War', ' satire']","Officers and Gentlemen is the second novel in Waugh's Sword of Honour trilogy, the author's look at the Second World War. The novels loosely parallel Waugh's wartime experiences. The first was Men at Arms (1952), the third was Unconditional Surrender (1961).
",,,187,False,False,Sword of Honour,Men at Arms,Unconditional Surrender
Unconditional Surrender (novel),Evelyn Waugh,1961,"['War', ' satire']","Guy Crouchback spends 1941–1943 in Britain, mostly at desk jobs. He turns 40 and, with the German invasion of Russia and Britain's subsequent alliance with the Soviet Union, feels the futility of the war. American soldiers are all over London. Virginia has fallen on hard times and is reduced to selling her furs. She had been persuaded to accompany Trimmer, her former hairdresser who was set up as a war hero for media consumption. She becomes pregnant by him and searches futilely for an abortion care provider. Eventually she decides to look for a husband instead. Crouchback is chosen for parachute training prior to being sent into action one last time. The commanding officer at the training center is Ludovic. In the previous volume, Officers and Gentlemen, Ludovic had deserted from his unit in Crete, and in the process murdered two men, one while escaping from the island by boat. Crouchback was also on board, and although he was delirious and barely aware of his surroundings, Ludovic fears exposure if the two meet. Already a misfit as an officer, Ludovic becomes increasingly paranoid and isolated.
",,,184,False,True,Sword of Honour,Officers and Gentlemen,
The Ordeal of Gilbert Pinfold,Evelyn Waugh,1957,['Novel'],"Gilbert Pinfold is an English novelist of repute who at the age of 50 can look back on a varied life that has included a dozen reasonably successful books, wide travel, and honourable service in the Second World War. His reputation secure, he lives quietly, on good but not close terms with his neighbours; his Roman Catholicism sets him slightly apart in the local community. He has a pronounced distaste for most aspects of modern life, and has of late become somewhat lazy, given to drinking more than he should. To counter the effects of his several aches and pains, Pinfold has taken to dosing himself with a powerful sedative of chloral and bromide. He conceals this practice from his doctor.
",,,,False,False,,,
Robbery Under Law,Evelyn Waugh,1939,,,,,,,,,,
When the Going Was Good,Evelyn Waugh,1946,['Travel literature'],,,,318,False,False,,,
A Tourist in Africa,Evelyn Waugh,1960,['Travel literature'],,,,167,False,False,,,
Hemlock and After,Angus Wilson,1952,,,,,,,,,,
Anglo-Saxon Attitudes,Angus Wilson,1956,,"The novel deals with the significance of two connected events that happened on the same day, long before the opening of the novel. The first was the excavation of an ancient and valuable archaeological idol, a phallic figure unearthed from the tomb of an Anglo-Saxon bishop Eorpwald, known as the ""Melpham excavation"". Gerald has long been haunted by a drunken revelation by his friend Gilbert, who was involved with this excavation, that the whole thing was a hoax perpetrated to embarrass Gilbert's father. Gilbert told Gerald that he put the idol there. Gerald, while feeling that his friend was telling the truth, pushed the matter to the back of his mind and tried to forget about it. He now feels ashamed that he, a history professor, has never had the courage to try to resolve the matter one way or another.
",,,,False,True,,,
The Middle Age of Mrs Eliot,Angus Wilson,1958,,,,,430,False,False,,,
The Old Men at the Zoo,Angus Wilson,1961,['Science fiction'],,,,352,False,False,,,
Ariosto (novel),Nancy Kilpatrick,1980,,,,,,,,,,
The Crime at Black Dudley,Margery Allingham,1929,['Crime novel'],"A house party is under way at the remote Black Dudley, and among the guests are some very shady characters. As they merrily recreate the ritual of the Black Dudley Dagger, Colonel Coombe dies. Pathologist George Abbershaw suspects foul play, and when a vital item is mislaid, a gang of crooks hold the guests hostage. Will they escape the house – what did happen to the Colonel – and just who is the mysterious Mr Campion?
",,,,False,False,Albert Campion,,Mystery Mile
Mystery Mile,Margery Allingham,1930,['Crime novel'],"Crossing the Atlantic on the luxurious liner Elephantine are an American judge, Crowdy Lobbett, and his children. A number of people around Judge Lobbett have been murdered, and he is said to be fleeing to England for safety. Apparent buffoon Albert Campion offers the family sanctuary with his friends in remote Suffolk, but a local commits suicide, the Judge vanishes, and another disappearance follows soon after. What is the Judge's mysterious secret? How was he kidnapped from a remote maze? Can Campion and his friends get to the bottom of things before it's too late?
",,,,False,True,Albert Campion,The Crime at Black Dudley,Look to the Lady
