User-ID,Location,Age,Rating Count,Average Rating,Country
51365,"shelbyville, kentucky, usa",48.0,11.0,8.454545454545455,usa
51450,"lawrenceville, georgia, usa",54.0,5.0,8.6,usa
51526,"long beach, california, usa",34.0,11.0,7.181818181818182,usa
51742,"brooklyn, new york, usa",,11.0,7.818181818181818,usa
51803,"brantford, ontario, canada",34.0,9.0,6.555555555555555,canada
51883,"jasper, missouri, usa",31.0,25.0,8.6,usa
51992,"west fairlee, vermont, usa",43.0,9.0,8.88888888888889,usa
52159,"richmond, california, usa",49.0,6.0,7.333333333333333,usa
52175,"johnstown, pennsylvania, usa",,5.0,7.4,usa
52199,"houston, texas, usa",47.0,18.0,8.61111111111111,usa
52256,"duluth, minnesota, usa",17.0,7.0,7.0,usa
52350,"lisboa, n/a, portugal",31.0,6.0,8.0,portugal
52521,"safety harbor, florida, usa",38.0,7.0,10.0,usa
52584,"livermore, california, usa",45.0,27.0,7.703703703703703,usa
52807,"three hills, alberta, canada",38.0,5.0,8.2,canada
52853,"yuba city, california, usa",61.0,12.0,7.916666666666667,usa
52917,"bellevue, washington, usa",42.0,18.0,6.777777777777778,usa
53174,"orlando, florida, usa",29.0,27.0,9.185185185185183,usa
53220,"fullerton, california, usa",36.0,24.0,9.0,usa
53241,"hillsborough, new jersey, usa",,7.0,8.142857142857142,usa
53256,"sterlington, louisiana, usa",21.0,8.0,8.75,usa
53278,"toronto, ontario, canada",34.0,9.0,7.777777777777778,canada
53304,"south burlington, vermont, usa",52.0,5.0,8.8,usa
53392,"minneapolis, minnesota, usa",34.0,5.0,9.2,usa
53418,"puyallup, washington, usa",28.0,9.0,7.666666666666667,usa
53456,"ne portland, oregon,",,6.0,7.833333333333333,
53605,"davao, davao del sur, philippines",17.0,6.0,6.666666666666667,philippines
53614,"barreiro, barreiro, portugal",30.0,15.0,9.2,portugal
53628,"brest, bretagne, france",22.0,6.0,9.333333333333334,france
53663,"baltimore, maryland, usa",51.0,5.0,9.8,usa
53729,"balingup, western australia, australia",,12.0,7.5,australia
53846,"bloomington, indiana, usa",55.0,5.0,8.2,usa
54335,"north haven, connecticut, usa",43.0,11.0,8.272727272727273,usa
54622,"kuala lumpur, federal territory, malaysia",,15.0,7.066666666666666,malaysia
54652,"lake charles, louisiana, usa",30.0,7.0,6.857142857142857,usa
54884,"nashua, new hampshire, usa",33.0,6.0,8.833333333333334,usa
55027,"burlington, north carolina, usa",44.0,8.0,7.0,usa
55075,"seattle, washington, usa",33.0,10.0,7.8,usa
55097,"greenville, illinois, usa",,6.0,6.5,usa
55187,"torrance, california, usa",48.0,20.0,8.25,usa
55197,"narre warren, victoria,",37.0,5.0,5.8,
55398,"cheyenne, oklahoma, usa",,7.0,8.142857142857142,usa
55490,"rapid city, south dakota, usa",25.0,46.0,8.782608695652174,usa
55492,"antioch, illinois, usa",43.0,14.0,8.642857142857142,usa
55493,"chatham, ontario, canada",35.0,12.0,7.666666666666667,canada
55548,"chamblee, georgia, usa",,14.0,9.428571428571429,usa
55550,"northern, virginia, usa",42.0,5.0,5.0,usa
55607,"washington, dc, usa",,6.0,6.5,usa
55734,"calgary, alberta, canada",37.0,9.0,7.666666666666667,canada
55751,"hesperia, california, usa",,7.0,6.142857142857143,usa
55789,"pittsburgh, pennsylvania, usa",35.0,5.0,7.6,usa
55799,"scarborough, ontario, canada",,9.0,7.0,canada
55858,"dartmouth, nova scotia, canada",28.0,7.0,8.142857142857142,canada
55892,"plantersville, texas, usa",45.0,20.0,7.9,usa
55927,"roscoe, minnesota, usa",17.0,16.0,8.4375,usa
56271,"leeds, england, united kingdom",22.0,10.0,8.1,kingdom
56272,"pickering, ontario, canada",19.0,5.0,7.0,canada
56307,"el segundo, california, usa",,10.0,7.7,usa
56391,"tijeras, nm, usa",40.0,6.0,7.833333333333333,usa
56399,"n/a, surrey, united kingdom",63.0,61.0,9.42622950819672,kingdom
56447,"sturgis, michigan, usa",22.0,21.0,7.476190476190476,usa
56554,"rural hall, north carolina, usa",39.0,13.0,9.461538461538462,usa
56661,"green, ohio, usa",,6.0,9.0,usa
56804,"southbridge, canterbury, new zealand",,10.0,6.4,zealand
56856,"escondido, california, usa",23.0,25.0,7.64,usa
56959,"monroe twp., new jersey, usa",52.0,36.0,9.61111111111111,usa
57095,"cincinnati, ohio, usa",18.0,10.0,9.2,usa
57302,"ames, iowa, usa",32.0,5.0,7.6,usa
57398,"tigard, oregon, usa",39.0,9.0,8.444444444444445,usa
57599,"portland, oregon, usa",27.0,5.0,8.0,usa
57713,"silver spring, maryland, usa",52.0,8.0,5.0,usa
57725,"wilmington, delaware, usa",43.0,5.0,8.2,usa
57976,"eugene, oregon, usa",,6.0,7.0,usa
58062,"chicago, illinois, usa",52.0,5.0,7.4,usa
58067,"donostia, gipuzkoa, euskal herria",26.0,5.0,7.6,herria
58529,"denver, colorado, usa",36.0,8.0,8.25,usa
58594,"baltimore, maryland, usa",33.0,11.0,7.727272727272727,usa
58961,"allston, massachusetts, usa",34.0,5.0,10.0,usa
59038,"san antonio, texas, usa",28.0,5.0,10.0,usa
59059,"sarasota, florida, usa",19.0,6.0,7.166666666666667,usa
59150,"victoria, british columbia, canada",37.0,8.0,8.5,canada
59172,"owen sound, ontario, canada",36.0,40.0,9.25,canada
59209,"markham, ontario, canada",41.0,7.0,7.714285714285714,canada
59269,"indianapolis, indiana, usa",,6.0,7.833333333333333,usa
59305,"san francisco, california, usa",27.0,6.0,6.833333333333333,usa
59727,"plano, texas, usa",24.0,8.0,8.0,usa
59912,"pasadena, california, usa",27.0,6.0,7.833333333333333,usa
60050,"brooklyn, new york, usa",40.0,7.0,7.857142857142857,usa
60168,"warrenton, missouri, usa",,5.0,7.8,usa
60244,"alvin, texas, usa",47.0,58.0,8.39655172413793,usa
60263,"middletown, delaware, usa",52.0,15.0,9.733333333333333,usa
60319,"haddonfield, new jersey, usa",,6.0,6.333333333333333,usa
60337,"st. marys, georgia, usa",50.0,16.0,8.875,usa
60427,"basingstoke, england, united kingdom",37.0,6.0,8.333333333333334,kingdom
60445,"houston, texas, usa",31.0,6.0,8.0,usa
60475,"norfolk, virginia, usa",,6.0,8.166666666666666,usa
60546,"santa maria, california, usa",,6.0,8.666666666666666,usa
60583,"antioch, illinois, usa",,10.0,6.9,usa
60621,"edwardsville, illinois, usa",57.0,5.0,9.0,usa
60707,"manchester, new hampshire, usa",38.0,14.0,7.642857142857143,usa
60858,"sacramento, california, usa",25.0,5.0,6.8,usa
60944,"engelhard, north carolina, usa",,5.0,7.8,usa
61021,"winnipeg, manitoba, canada",38.0,5.0,9.4,canada
61028,"charleston, south carolina, usa",50.0,7.0,8.142857142857142,usa
61038,"riverside public library, illinois, usa",53.0,11.0,5.727272727272728,usa
61147,"ebensee, oberoesterreich, austria",44.0,10.0,10.0,austria
61257,"lake placid, florida, usa",25.0,8.0,7.625,usa
61348,"venice, california, usa",28.0,5.0,8.6,usa
61427,"morgan hill, california, usa",,9.0,8.666666666666666,usa
61798,"rockville, maryland, usa",,6.0,5.666666666666667,usa
61854,"boulder city, nevada, usa",,13.0,6.846153846153846,usa
61910,"las cruces, new mexico, usa",44.0,16.0,8.625,usa
62009,"cambridge, massachusetts, usa",,8.0,8.375,usa
62272,"lake mary, florida, usa",30.0,13.0,8.923076923076923,usa
62464,"el cajon, california, usa",26.0,5.0,9.0,usa
62542,"cudahy, wisconsin, usa",40.0,5.0,7.8,usa
62558,"rochester, minnesota, usa",,6.0,7.5,usa
62862,"new milford, connecticut, usa",47.0,10.0,7.6,usa
62881,"milwaukee, wisconsin, usa",39.0,6.0,6.166666666666667,usa
62891,"hi nella, new jersey, usa",27.0,19.0,7.368421052631579,usa
62958,"redwood city, california, usa",23.0,5.0,9.0,usa
62968,"pittsburgh, pennsylvania, usa",23.0,6.0,7.333333333333333,usa
63360,"kansas city, missouri, usa",29.0,7.0,7.571428571428571,usa
63394,"eufaula, alabama, usa",22.0,13.0,8.461538461538462,usa
63507,"lomita, california, usa",,6.0,6.333333333333333,usa
63625,"torrance, california, usa",15.0,9.0,9.77777777777778,usa
63714,"milton keynes, england, united kingdom",29.0,12.0,9.833333333333334,kingdom
63854,"waterloo, ontario, canada",45.0,8.0,7.875,canada
63923,"dublin, dublin, ireland",21.0,5.0,8.8,ireland
63956,"emporia, kansas, usa",28.0,5.0,7.8,usa
64310,"smyrna, georgia, usa",46.0,9.0,9.555555555555555,usa
64436,"san ramon, california, usa",36.0,5.0,8.8,usa
64535,"fredericksburg, virginia, usa",43.0,5.0,6.6,usa
65032,"norwood, massachusetts, usa",17.0,7.0,5.0,usa
65228,"uniontown, ohio, usa",58.0,9.0,6.222222222222222,usa
65238,"savannah, georgia, usa",31.0,5.0,8.2,usa
65258,"saginaw, michigan, usa",42.0,12.0,7.833333333333333,usa
65584,"tulsa, oklahoma, usa",26.0,27.0,8.518518518518519,usa
65663,"syracuse, new york, usa",32.0,14.0,8.928571428571429,usa
65769,"staten island, ,",36.0,5.0,5.4,
65791,"salem, virginia, usa",29.0,7.0,6.428571428571429,usa
65877,"tonawanda, new york, usa",,7.0,8.142857142857142,usa
66073,"aptos, california, usa",28.0,5.0,7.8,usa
66387,"kokomo, indiana, usa",52.0,7.0,5.714285714285714,usa
66443,"pierrefonds, quebec, canada",29.0,8.0,7.25,canada
66574,"astoria, new york, usa",27.0,15.0,7.133333333333334,usa
66680,"orange park, florida, usa",67.0,17.0,5.941176470588236,usa
66765,"barrie, ontario, canada",39.0,5.0,7.2,canada
66878,"fort myers, florida, usa",42.0,7.0,8.428571428571429,usa
66942,"kuching, sarawak, malaysia",31.0,23.0,8.0,malaysia
67079,"london, england, united kingdom",35.0,5.0,7.8,kingdom
67178,"conway, , usa",,5.0,6.6,usa
67198,"denver, colorado, usa",13.0,5.0,9.4,usa
67270,"ste adele, quebec, canada",,10.0,6.6,canada
67296,"willis, texas, usa",39.0,5.0,7.6,usa
67487,"melbourne, florida, usa",33.0,7.0,7.0,usa
67515,"oakland, california, usa",45.0,8.0,6.75,usa
67547,"sierra madre, california, usa",42.0,12.0,7.75,usa
67591,"edmonton, alberta,",,10.0,8.0,
67627,"kent, ohio, usa",,6.0,8.666666666666666,usa
67663,"wrightstown, ,",47.0,6.0,6.5,
67840,"houston, texas, usa",50.0,22.0,9.0,usa
67910,"east hanover, new jersey, usa",35.0,8.0,8.5,usa
67930,"colton, california,",,5.0,10.0,
68128,"mountain view, california, usa",,14.0,7.714285714285714,usa
68156,"brooklyn, new york, usa",34.0,11.0,8.363636363636363,usa
68185,"virginia beach, virginia, usa",22.0,11.0,6.818181818181818,usa
68249,"la crosse, wisconsin, usa",50.0,9.0,7.777777777777778,usa
68436,"downieville, california, usa",49.0,23.0,8.304347826086957,usa
68555,"bad axe, michigan, usa",,38.0,6.7105263157894735,usa
68568,"lewes, delaware, usa",46.0,5.0,9.0,usa
68886,"miami, florida, usa",37.0,8.0,8.875,usa
68943,"coventry, connecticut, usa",,9.0,7.666666666666667,usa
68984,"aurora, illinois, usa",26.0,5.0,5.4,usa
69042,"drayton valley, alberta, canada",55.0,5.0,8.4,canada
69078,"new york, new york, usa",42.0,73.0,7.945205479452055,usa
69156,"cross plains, wisconsin, usa",31.0,8.0,7.125,usa
69211,"oviedo, florida, usa",,13.0,7.615384615384615,usa
69232,"mooresville, north carolina, usa",55.0,7.0,9.428571428571429,usa
69252,"vancouver, british columbia, canada",,5.0,7.6,canada
69355,"syracuse, new york, usa",,15.0,6.8,usa
69378,"mililani, hawaii, usa",46.0,13.0,7.3076923076923075,usa
69389,"nebraska city, nebraska, usa",29.0,14.0,7.714285714285714,usa
69684,"philadelphia, pennsylvania, usa",33.0,13.0,7.0,usa
69697,"west sacramento, california, usa",24.0,28.0,8.75,usa
69709,"san juan capistrano, california, usa",,7.0,6.571428571428571,usa
69721,"minneapolis, minnesota, usa",32.0,9.0,8.0,usa
69933,"perkasie, pennsylvania, usa",,7.0,8.714285714285714,usa
69967,"fredericton, new brunswick, canada",41.0,5.0,8.0,canada
69971,"pinehurst, north carolina, usa",43.0,17.0,6.588235294117647,usa
70052,"st. john`s, ontario, canada",30.0,16.0,6.375,canada
70065,"winnipeg, manitoba, canada",19.0,5.0,6.8,canada
70183,"carbonear, newfoundland, canada",25.0,7.0,6.571428571428571,canada
70415,"crescent city, florida, usa",57.0,8.0,8.25,usa
70541,"hamburg, hamburg, germany",26.0,13.0,7.923076923076923,germany
70594,"prince george, british columbia, canada",53.0,19.0,8.0,canada
70666,"warwick, rhode island, usa",18.0,37.0,6.837837837837838,usa
70703,"porto, n/a, portugal",33.0,5.0,7.4,portugal
70864,"arlington, massachusetts, usa",45.0,5.0,6.6,usa
70931,"new haven, connecticut, usa",36.0,7.0,7.0,usa
70999,"hauppauge, long island, new york, usa",57.0,5.0,7.8,usa
71183,"dublin, leinster, ireland",32.0,5.0,8.6,ireland
71234,"cumberland, maryland, usa",30.0,8.0,9.125,usa
71490,"west los angeles, california, usa",23.0,13.0,7.6923076923076925,usa
71628,"johnstown, colorado, usa",,5.0,7.8,usa
71712,"valley center, kansas, usa",26.0,6.0,6.666666666666667,usa
71752,"sarasota, florida, usa",20.0,7.0,8.142857142857142,usa
71786,"san jose, california, usa",29.0,6.0,7.333333333333333,usa
71853,"somerville, massachusetts, usa",23.0,12.0,8.583333333333334,usa
71902,"oakton, virginia, usa",,5.0,8.0,usa
72214,"ottawa, ontario, canada",40.0,7.0,8.0,canada
72523,"grand island, new york, usa",,7.0,7.714285714285714,usa
72530,"arlington, virginia, usa",42.0,5.0,7.6,usa
72785,"gordonsville, virginia, usa",39.0,5.0,6.8,usa
72990,"watertown, new york, usa",31.0,6.0,6.833333333333333,usa
73044,"sudbury, ontario, canada",,9.0,8.11111111111111,canada
73330,"seattle, washington, usa",29.0,16.0,9.125,usa
73394,"san diego, california, usa",33.0,7.0,8.714285714285714,usa
73588,"astoria, new york, usa",38.0,17.0,5.823529411764706,usa
73603,"mercer island, ,",56.0,6.0,8.0,
73651,"grapevine, texas, usa",,6.0,7.166666666666667,usa
73681,"almada, setúbal, portugal",27.0,36.0,8.36111111111111,portugal
73923,"montrose, california, usa",29.0,5.0,8.2,usa
74026,"san diego, california, usa",21.0,13.0,7.0,usa
74056,"san gabriel, california, usa",24.0,6.0,7.166666666666667,usa
74286,"pampa, texas, usa",23.0,14.0,7.714285714285714,usa
74453,"lansdale, pennsylvania, usa",61.0,5.0,6.8,usa
74630,"castlegar, british columbia, canada",20.0,5.0,8.6,canada
74691,"birmingham, alabama, usa",49.0,5.0,9.2,usa
75089,"salt lake city, utah, usa",,7.0,7.428571428571429,usa
75149,"geneva, illinois, usa",36.0,8.0,7.5,usa
75485,"gainesville, florida, usa",27.0,10.0,8.4,usa
75591,"charleston, west virginia, usa",33.0,42.0,8.119047619047619,usa
75764,"concord, california, usa",55.0,5.0,10.0,usa
75819,"west falls, new york, usa",,23.0,7.478260869565218,usa
75860,"buffalo, minnesota, usa",30.0,6.0,7.0,usa
76019,"norwich, england, united kingdom",28.0,8.0,7.25,kingdom
76102,"buckfield, maine, usa",33.0,5.0,9.0,usa
76151,"sioux falls, south dakota, usa",49.0,28.0,8.857142857142858,usa
76168,"southborough, massachusetts, usa",,11.0,7.909090909090909,usa
76218,"st. george, utah, usa",,6.0,6.0,usa
76223,"lisboa, lisboa, portugal",25.0,10.0,7.6,portugal
76351,"clarksville, tennessee, usa",34.0,6.0,10.0,usa
76352,"olympia, washington, usa",58.0,12.0,7.666666666666667,usa
76499,"new york, new york, usa",,85.0,8.952941176470588,usa
76530,"santa clarita, california, usa",55.0,5.0,7.2,usa
76532,"seattle, washington, usa",36.0,5.0,6.8,usa
76626,"london, england, united kingdom",38.0,65.0,8.153846153846153,kingdom
76803,"brooklyn, ,",,5.0,8.2,
76818,"little rock, arkansas, usa",49.0,10.0,8.7,usa
76888,"easley, south carolina, usa",19.0,9.0,7.888888888888889,usa
76942,"sacramento, california, usa",25.0,7.0,7.142857142857143,usa
77307,"pittsburgh, pennsylvania, usa",19.0,6.0,9.166666666666666,usa
77383,"ottawa, ontario, canada",25.0,10.0,8.3,canada
77480,"gig harbor, washington, usa",51.0,26.0,7.8076923076923075,usa
77724,"mission viejo, california, usa",43.0,5.0,7.8,usa
77809,"atlantic highlands, new jersey, usa",29.0,13.0,7.230769230769231,usa
78015,"enfield, connecticut, usa",32.0,7.0,9.0,usa
78448,"fairfax, virginia, usa",,23.0,8.217391304347826,usa
78553,"el cajon, california, usa",40.0,27.0,9.74074074074074,usa
78783,"chantilly, virginia, usa",49.0,16.0,8.75,usa
78834,"honolulu, hawaii, usa",28.0,19.0,9.0,usa
78973,"amadora, lisboa, portugal",29.0,110.0,7.5,portugal
79055,"abilene, texas, usa",47.0,6.0,7.5,usa
79215,"valley center, california, usa",,7.0,9.142857142857142,usa
79285,"boise, idaho, usa",,6.0,8.5,usa
79441,"spruce grove, alberta, canada",43.0,20.0,8.55,canada
79556,"nottingham, england, united kingdom",27.0,5.0,7.4,kingdom
79740,"st. louis, missouri, usa",24.0,8.0,6.375,usa
79923,"toronto, ontario, canada",,5.0,7.4,canada
79942,"mackay, queensland, australia",26.0,5.0,8.0,australia
79977,"chesapeake, virginia, usa",35.0,15.0,6.066666666666666,usa
80203,"olympia, wa, usa",34.0,6.0,9.333333333333334,usa
80323,"versailles, kentucky, usa",,6.0,6.333333333333333,usa
80538,"lisboa, lisboa, portugal",32.0,13.0,8.076923076923077,portugal
80555,"warminster, wiltshire, united kingdom",20.0,9.0,7.444444444444445,kingdom
80642,"st louis, missouri, usa",43.0,7.0,6.285714285714286,usa
80683,"new castle, delaware, usa",27.0,11.0,9.454545454545457,usa
80690,"austin, texas, usa",,5.0,7.2,usa
80810,"warrensburg, missouri, usa",33.0,15.0,7.2,usa
80826,"middleburg, virginia, usa",41.0,5.0,8.2,usa
80908,"lleida, catalunya, spain",30.0,5.0,7.8,spain
80945,"freiburg, baden-württemberg, germany",46.0,18.0,8.055555555555555,germany
81121,"chesterfield, missouri, usa",,11.0,7.727272727272727,usa
81136,"prescott, arizona, usa",41.0,8.0,6.875,usa
81263,"shanghai, shanghai, china",17.0,9.0,8.777777777777779,china
81318,"cambridge, massachusetts, usa",25.0,7.0,5.857142857142857,usa
81368,"mesa, arizona, usa",28.0,11.0,7.363636363636363,usa
81484,"tempe, arizona, usa",21.0,5.0,8.2,usa
81492,"san antonio, texas, usa",28.0,12.0,8.75,usa
81560,"christchurch, canterbury, new zealand",,25.0,7.48,zealand
81597,"wichita, kansas, usa",,13.0,7.461538461538462,usa
81682,"bluffton, south carolina,",36.0,7.0,7.571428571428571,
81845,"preston, england, united kingdom",34.0,5.0,8.0,kingdom
81848,"springfield, illinois, usa",35.0,14.0,7.214285714285714,usa
81977,"minneapolis, minnesota, usa",34.0,12.0,8.083333333333334,usa
82164,"oshawa, ontario, canada",46.0,8.0,7.0,canada
82407,"washington, dc, usa",,12.0,6.416666666666667,usa
82497,"yulee, florida, usa",47.0,13.0,7.846153846153846,usa
82511,"firenze, toscana, italy",,8.0,6.625,italy
82673,"new port richey, florida, usa",23.0,6.0,6.833333333333333,usa
82831,"nashville, tennessee, usa",21.0,5.0,7.6,usa
82893,"san antonio, texas, usa",40.0,6.0,9.5,usa
83135,"auburn, new york, usa",29.0,5.0,7.4,usa
83235,"alsip, illinois, usa",,5.0,7.0,usa
83287,"tulsa, oklahoma, usa",45.0,18.0,8.833333333333334,usa
83431,"trenton, ontario, canada",35.0,14.0,8.285714285714286,canada
83443,"grifton, ,",,9.0,9.11111111111111,
83637,"raleigh, north carolina, usa",57.0,8.0,7.625,usa
83646,"covington, virginia, usa",34.0,6.0,7.166666666666667,usa
83671,"iowa city, ,",52.0,21.0,8.761904761904763,
83754,"las vegas, nevada, usa",65.0,5.0,8.0,usa
84024,"abilene, texas, usa",37.0,6.0,7.0,usa
84523,"apopka, ,",30.0,7.0,4.142857142857143,
84795,"alpharetta, ,",,9.0,7.666666666666667,
84847,"vancouver, british columbia, canada",30.0,5.0,8.0,canada
84882,"woodstock, georgia, usa",,12.0,7.666666666666667,usa
84897,"pleasanton, california, usa",,6.0,5.833333333333333,usa
84900,"hong kong, hong kong, hong kong",37.0,8.0,6.75,kong
85033,"toronto, ontario, canada",30.0,5.0,8.8,canada
85043,"charlottesville, virginia, usa",,6.0,8.666666666666666,usa
85426,"chisholm, minnesota, usa",23.0,10.0,9.1,usa
85526,"victoria, british columbia, canada",36.0,24.0,8.583333333333334,canada
85587,"hot springs, arkansas, usa",49.0,5.0,8.8,usa
85656,"cottage grove, oregon, usa",41.0,11.0,8.363636363636363,usa
85701,"savannah, georgia, usa",37.0,5.0,5.0,usa
85757,"pawtucket, rhode island, usa",40.0,12.0,7.833333333333333,usa
85962,"peterborough, ontario, canada",20.0,5.0,8.2,canada
85993,"portland, oregon, usa",40.0,14.0,8.928571428571429,usa
86123,"peterborough, ontario, canada",,6.0,6.333333333333333,canada
86145,"alexandria, virginia, usa",45.0,15.0,6.333333333333333,usa
86189,"tustin, california, usa",,29.0,7.068965517241379,usa
86202,"sydney, new south wales, australia",26.0,9.0,7.555555555555555,australia
86242,"new york, new york, usa",24.0,10.0,6.5,usa
86243,"christchurch, canterbury, new zealand",,13.0,7.0,zealand
86392,"cornwall, prince edward island, canada",25.0,9.0,9.22222222222222,canada
86408,"vista, california, usa",39.0,9.0,8.555555555555555,usa
86489,"toledo, ohio, usa",26.0,5.0,7.8,usa
86548,"ploiesti, prahova, romania",24.0,5.0,10.0,romania
86641,"rison, arkansas, usa",39.0,8.0,7.625,usa
86720,"calgary, alberta, canada",,7.0,7.428571428571429,canada
86906,"charlottesville, virginia, usa",26.0,5.0,6.0,usa
86969,"forest grove, oregon, usa",59.0,6.0,8.166666666666666,usa
87141,"huntington beach, california, usa",,65.0,8.107692307692307,usa
87351,"hoboken, new jersey, usa",28.0,5.0,7.2,usa
87555,"lexington, kentucky, usa",31.0,18.0,9.11111111111111,usa
87712,"yarmouth, nova scotia, canada",19.0,16.0,8.25,canada
87911,"new york, new york, usa",20.0,11.0,5.363636363636363,usa
87938,"n/a, n/a, malaysia",15.0,15.0,7.0,malaysia
87949,"gladewater, texas, usa",44.0,6.0,9.5,usa
87964,"toledo, ohio, usa",56.0,10.0,5.9,usa
88029,"winnipeg, manitoba, canada",47.0,5.0,7.2,canada
88122,"jacksonville, north carolina, usa",30.0,5.0,9.8,usa
88229,"thermopolis, wyoming, usa",44.0,5.0,9.8,usa
88283,"hamburg, hamburg, germany",24.0,21.0,8.19047619047619,germany
88412,"toronto, ontario, canada",36.0,15.0,8.8,canada
88605,"anchorage, alaska, usa",,5.0,5.8,usa
88677,"laval, quebec, canada",44.0,12.0,7.833333333333333,canada
88693,"shanghai, shanghai, china",30.0,36.0,7.861111111111111,china
88733,"houston, texas, usa",,33.0,8.696969696969697,usa
88738,"harpers ferry, west virginia, usa",,5.0,8.6,usa
88937,"cary, north carolina, usa",39.0,11.0,7.545454545454546,usa
89192,"goor, alabama, netherlands",34.0,5.0,8.4,netherlands
89551,"colorado springs, colorado, usa",29.0,5.0,8.0,usa
89602,"honolulu, hawaii, usa",,75.0,6.546666666666667,usa
89867,"montreal, quebec, canada",28.0,7.0,7.142857142857143,canada
90049,"victoria, british columbia, canada",30.0,7.0,6.142857142857143,canada
90198,"cornwall, new york,",34.0,14.0,7.428571428571429,
90391,"queens, new york, usa",41.0,5.0,6.2,usa
90417,"rye, new hampshire, usa",40.0,11.0,8.0,usa
90616,"southfield, michigan, usa",,10.0,7.5,usa
90653,"evansville, indiana, usa",29.0,5.0,8.0,usa
90657,"rome, georgia, usa",,6.0,5.666666666666667,usa
90731,"ypsilanti, michigan, usa",29.0,8.0,8.375,usa
90915,"raleigh, north carolina, united states",49.0,5.0,6.8,states
91002,"anytown, new york, usa",37.0,8.0,8.25,usa
91017,"holtsville, ,",54.0,6.0,8.166666666666666,
91026,"maynooth, kildare, ireland",40.0,7.0,6.142857142857143,ireland
91058,"blanco, texas, usa",63.0,5.0,8.0,usa
91103,"casper, wyoming, usa",35.0,14.0,6.785714285714286,usa
91113,"chicago, illinois, usa",26.0,28.0,8.571428571428571,usa
91184,"kuala lumpur, kuala lumpur, malaysia",31.0,10.0,6.9,malaysia
91342,"doha, doha, qatar",29.0,6.0,7.666666666666667,qatar
91634,"pgh, pennsylvania, usa",,5.0,8.8,usa
91832,"miami, florida, usa",,8.0,8.75,usa
91931,"new westminster, british columbia, canada",40.0,5.0,8.2,canada
92132,"terre haute, indiana, usa",20.0,5.0,9.0,usa
92152,"tampa, florida, usa",57.0,5.0,7.8,usa
92398,"battle creek, michigan, usa",,10.0,8.2,usa
92405,"dortmund, nordrhein-westfalen, germany",26.0,8.0,7.875,germany
92498,"sydney, new south wales, australia",,12.0,8.166666666666666,australia
92547,"baker city, oregon, usa",29.0,10.0,9.1,usa
92648,"fredericton, new brunswick, canada",41.0,6.0,7.833333333333333,canada
92810,"manistee, michigan, usa",60.0,22.0,7.454545454545454,usa
92861,"vancouver, british columbia, canada",,8.0,9.125,canada
92979,"fairfield, california, usa",,7.0,7.285714285714286,usa
93034,"london, england, united kingdom",45.0,7.0,7.428571428571429,kingdom
93047,"nashua, new hampshire, usa",52.0,46.0,7.434782608695652,usa
93092,"sherwood park, alberta, canada",22.0,22.0,8.227272727272727,canada
93130,"saskatoon, saskatchewan, canada",61.0,6.0,7.5,canada
93179,"san diego, california, usa",,23.0,7.956521739130435,usa
93363,"farmington hills, michigan, usa",30.0,16.0,7.6875,usa
93426,"plano, texas, usa",35.0,7.0,7.714285714285714,usa
93453,"palm desert, california, usa",,9.0,6.222222222222222,usa
93565,"tustin, ,",72.0,7.0,8.571428571428571,
93629,"baton rouge, louisiana, usa",54.0,39.0,7.589743589743589,usa
93631,"halifax, ,",26.0,8.0,6.875,
94242,"madrid, madrid, spain",28.0,7.0,7.571428571428571,spain
94263,"union grove, north carolina, usa",21.0,8.0,9.0,usa
94347,"oakland, new jersey, usa",44.0,49.0,8.204081632653061,usa
94366,"nürnberg, bavaria, germany",,5.0,6.8,germany
94396,"shoreline, washington, usa",62.0,6.0,9.0,usa
94494,"tacoma, washington, usa",24.0,9.0,7.444444444444445,usa
94651,"naples, florida, usa",28.0,5.0,5.6,usa
94787,"cleveland, ohio, usa",24.0,9.0,7.666666666666667,usa
94853,"christchurch, canterbury, new zealand",27.0,7.0,9.0,zealand
94951,"san jose, california, usa",37.0,25.0,9.2,usa
94985,"sant cugat del vallès, catalunya, spain",39.0,11.0,7.272727272727272,spain
95010,"san jose, california, usa",,9.0,7.333333333333333,usa
95025,"boise, idaho, usa",21.0,6.0,7.833333333333333,usa
95043,"thousand oaks, california, usa",38.0,7.0,8.0,usa
95173,"sterling heights, michigan, usa",,5.0,6.2,usa
95250,"prospect, kentucky, usa",,7.0,7.428571428571429,usa
95301,"wangaratta, victoria, australia",19.0,5.0,9.2,australia
95316,"fredericton, new brunswick, canada",,8.0,6.625,canada
95359,"charleston, west virginia, usa",33.0,131.0,8.076335877862595,usa
95506,"chester, cheshire, united kingdom",42.0,6.0,8.666666666666666,kingdom
95525,"glasgow, scotland, united kingdom",46.0,5.0,6.6,kingdom
95781,"brooklyn, new york,",26.0,5.0,7.4,
95903,"mason, ohio, usa",27.0,10.0,8.3,usa
95921,"st james, western australia, australia",,7.0,7.285714285714286,australia
95932,"manchester, new hampshire, usa",36.0,29.0,7.793103448275862,usa
95991,"santa ana, california, usa",28.0,15.0,7.066666666666666,usa
96194,"brooklyn, new york, usa",34.0,5.0,8.2,usa
96320,"houston, texas, usa",51.0,6.0,8.666666666666666,usa
96335,"manassas, virginia, usa",20.0,6.0,5.166666666666667,usa
