User-ID,Book-Rating,Book Title
28634,9,Postmortem
28634,8,Outbreak
28634,8,Mr. Murder
28634,10,The Body Farm
28634,10,The Eyes of Darkness
28634,8,Abduction
28634,10,The Last Precinct
28634,10,Red Dragon
28634,10,The Firm
28634,10,A Time to Kill
28634,10,The Pelican Brief
28634,10,The Chamber
28634,10,The Runaway Jury
28634,10,Hannibal
28634,9,Black and Blue
28634,9,A Painted House
28634,10,The King of Torts
28634,10,The Rescue
28634,10,A Walk to Remember
28634,10,Four Blind Mice
28634,10,The Firm
28634,10,The Green Mile
28634,7,Smart Women
28634,8,My Sweet Audrina
28667,4,Soul Mountain
28667,3,Jurassic Park
28667,5,Neverwhere
28667,9,The Gate to Women's Country
28667,2,Excession
28667,4,A Bend in the River
28667,2,"Girl, Interrupted"
28735,7,Burmese Days
28735,9,Into the Wild
28735,7,Feet of Clay
28735,8,Lost Horizon
28735,8,Martin Eden
29028,5,Homecoming
29028,7,Thinner
29028,5,A Streetcar Named Desire
29028,8,The Dark Half
29028,5,Airframe
29209,8,Year of Wonders
29209,9,Fahrenheit 451
29209,7,The Last Juror
29209,7,Wish You Well
29209,7,The Oath
29209,7,Capital Crimes
29209,5,Compelling Evidence
29209,5,A Man in Full
29209,8,From the Corner of His Eye
29209,7,Fall on Your Knees
29209,10,Peace Like a River
29259,10,The Giving Tree
29259,10,The Secret Life of Bees
29259,10,Interview with the Vampire
29259,5,Jurassic Park
29259,9,The Last Don
29259,10,The Body Farm
29259,10,From Potter's Field
29259,9,The Firm
29259,8,Master of the Game
29259,9,The Third Twin
29259,8,On Wings of Eagles
29259,8,Hornet Flight
29259,10,"Oh, the Places You'll Go!"
29259,10,The Legend of Sleepy Hollow
29526,10,Spider's Web
29526,10,Memoirs of a Geisha
29526,10,The Fourth Hand
29526,9,American Gods
29526,9,Lucy Sullivan Is Getting Married
29526,10,The Brethren
29526,10,Skipping Christmas
29526,10,The Sisterhood of the Traveling Pants
29526,9,The Kitchen God's Wife
29526,10,The Bonesetter's Daughter
29526,10,The Secret Life of Bees
29526,9,Treasure
29526,9,Sahara
29526,10,Timeline
29526,10,Good in Bed
29526,8,Best Friends
30022,7,The Forever King
30022,8,The Lust Lizard of Melancholy Cove
30022,6,The Forest House
30022,6,Lady of Avalon
30022,9,Priestess of Avalon
30022,8,Violin
30022,9,Fool on the Hill
30035,8,The Associate
30035,5,Airframe
30035,5,Cause of Death
30035,7,The Pelican Brief
30035,5,If Tomorrow Comes
30052,7,The Golden One
30052,2,Toxin
30052,6,Black and Blue
30052,7,One Virgin Too Many
30052,10,Pride and Prejudice
30052,7,Look to Windward
30052,7,Ode to a Banker
30052,5,High Fidelity
30081,7,Island
30081,6,Plainsong
30081,6,House of Sand and Fog
30081,6,We
30081,8,The Blind Assassin
30081,10,The Virgin Suicides
30081,10,Emma
30081,10,Pride and Prejudice
30081,10,The Great Gatsby
30276,6,Curtain
30276,9,Dreamcatcher
30276,7,Master of the Moor
30276,6,Rebecca
30276,7,Lightning
30276,8,The Da Vinci Code
30276,6,Moonraker
30276,7,Obsession
30276,9,Purity in Death
30276,8,Portrait in Death
30276,7,Outlander
30276,5,My Name Is Asher Lev
30276,8,Undone
30276,7,Sanctuary
30276,6,I Know Why the Caged Bird Sings
30276,8,Scandal
30276,9,Night Whispers
30276,7,Postcards from the Edge
30276,6,The Great Gatsby
30276,6,The Joy Luck Club
30276,8,In Too Deep
30276,7,Inheritance
30333,5,The Rainmaker
30333,5,The Testament
30333,5,A Certain Smile
30333,5,Beach Music
30333,5,Bag of Bones
30333,5,The Kitchen God's Wife
30445,10,The BFG
30445,10,Matilda
30445,10,The Twits
30445,10,The Vicar of Nibbleswicke
30445,7,Little Women
30445,9,Message in a Bottle
30445,8,The Notebook
30487,9,Sure of You
30487,8,The Night Listener
30487,7,Fast Food Nation: The Dark Side of the All-American Meal
30487,8,Memoirs of a Geisha
30487,8,The Robber Bride
30487,8,Kaaterskill Falls
30487,7,The Chamber
30487,6,The Street Lawyer
30487,8,A Painted House
30487,7,In the Beauty of the Lilies
30487,7,Becoming Madame Mao
30487,8,Plain Truth
30487,5,NP
30487,8,Good in Bed
30487,8,Salem Falls
30495,9,Bimbos of the Death Sun
30495,10,Neverwhere
30495,10,The Princess Diaries
30495,9,The Transall Saga
30495,10,Crocodile on the Sandbank
30511,8,The Growing Pains of Adrian Mole
30511,8,Up the Down Staircase
30511,6,Wicked: The Life and Times of the Wicked Witch of the West
30511,7,Fair Stood the Wind for France
30511,8,Sometimes a Great Notion
30511,7,How Far Can You Go?
30511,5,The British Museum Is Falling Down
30511,7,Ironweed
30511,6,The Road to Wellville
30511,7,The Heather Blazing
30511,8,Disgrace
30511,9,Life of Pi
30511,8,The Color Purple
30511,6,The Magus
30511,8,Last Orders
30511,6,The Mists of Avalon
30511,7,The Hitchhiker's Guide to the Galaxy
30511,8,The New Confessions
30511,7,The Tie That Binds
30511,7,Foreign Affairs
30511,7,Brazzaville Beach
30511,9,The Robber Bride
30511,8,Oryx and Crake
30511,6,Chamber Music
30511,7,The Glass Cell
30511,6,The Outsider
30511,7,Outerbridge Reach
30511,6,Davita's Harp
30511,6,The Gift of Asher Lev
30511,7,Ladder of Years
30511,6,Rabbit Redux
30511,5,The Prince of Tides
30511,9,Johnny Got His Gun
30511,6,Jitterbug Perfume
30511,9,The Little Drummer Girl
30511,7,The Autobiography of Alice B. Toklas
30511,7,Sophie's Choice
30511,7,The Confessions of Nat Turner
30511,7,The Temple of the Golden Pavilion
30511,8,Smiley's People
30511,9,"Tinker, Tailor, Soldier, Spy"
30511,6,The Alchemist
30511,7,A Walk in the Woods: Rediscovering America on the Appalachian Trail
30511,8,Going After Cacciato
30511,7,By Love Possessed
30511,7,The Remorseful Day
30511,7,Return of the Brute
30511,7,In the Labyrinth
30511,5,Now and Then
30511,6,About a Boy
30511,7,Beloved
30511,7,The Cruel Sea
30511,7,In Chancery
30511,8,"Memed, My Hawk"
30531,10,The Pearl
30531,7,White Shark
30531,10,Across Five Aprils
30531,10,The Firm
30531,9,The Partner
30531,10,The Rescue
30533,9,The Bridge
30533,8,The Weight of Water
30533,10,Fahrenheit 451
30533,9,Empire Falls
30533,7,A Time to Kill
30533,9,The Code of the Woosters
30533,7,Thin Air
30533,7,Summer Sisters
30533,6,The Testament
30533,7,The King of Torts
30533,8,Zia
30533,9,Good Omens
30533,8,Innocent Blood
30533,8,Lost Light
30533,6,Scarlet Feather
30533,8,Archangel
30533,10,The Hitchhiker's Guide to the Galaxy
30533,10,Of Mice and Men
30533,8,Jewel
30533,8,The Joy Luck Club
30533,8,The Bonesetter's Daughter
30533,8,Race Against Time
30533,8,Cold Sassy Tree
30594,6,The Tao of Pooh
30594,9,Cannery Row
30594,7,The Te of Piglet
30594,10,Timeline
30594,5,A Painted House
30594,8,The House at Pooh Corner
30594,10,The Stinky Cheese Man and Other Fairly Stupid Tales
30667,10,Ice Station
30667,10,Area 7
30667,10,Red Dragon
30667,10,The Straw Men
30667,10,Wither
30667,7,Naomi
30667,1,Darkfall
30711,7,The Weirdstone of Brisingamen
30711,8,Z for Zachariah
30711,8,Bridge to Terabithia
30711,8,Bloomability
30711,7,The Hounds of the Morrigan
30711,10,A Fortunate Life
30711,8,The Devil's Arithmetic
30711,8,The Neverending Story
30711,9,The Magic Pudding
30711,9,The Hobbit
30711,7,Temple
30711,7,Contest
30711,6,Dragon's Egg
30711,7,The Hitchhiker's Guide to the Galaxy
30711,8,Coraline
30711,6,The Notebook
30711,8,J Is for Judgment
30711,6,The Maze
30711,8,Which Witch?
30711,9,The Great Ghost Rescue
30711,8,Charlotte's Web
30711,8,The Virgin Suicides
30711,8,The Wind in the Willows
30711,7,The Hobbit
30735,10,Imajica
30735,9,The Mists of Avalon
30735,5,The Cider House Rules
30735,9,Watership Down
30735,9,True Women
30735,9,The Bonesetter's Daughter
30735,9,The Thief Lord
30735,9,Daisy Fay and the Miracle Man
30735,10,I Is for Innocent
30735,8,Moo
30735,10,The Fifth Sacred Thing
30735,8,The Forest House
30735,8,Lady of Avalon
30735,9,Priestess of Avalon
30735,8,Tailchaser's Song
30806,5,The Weight of Water
30806,8,Curtain
30806,5,Atlas Shrugged
30806,8,A Mind to Murder
30806,8,The Joy Luck Club
30810,10,Kolymsky Heights
30810,9,Hostage
30810,9,Unnatural Exposure
30810,8,Thunderball
30810,9,Smiley's People
30810,7,Pretend You Don't See Her
30810,10,The Autobiography of Alice B. Toklas
30898,4,Ironweed
30898,6,Dinner at the Homesick Restaurant
30898,7,Smilla's Sense of Snow
30898,4,The Notebook
30898,10,The Jungle
30898,6,The Piano Tuner
30968,8,The Mosquito Coast
30968,8,A Painted House
30968,5,Nights in Rodanthe
30968,9,The Color Purple
30968,10,The Bonesetter's Daughter
30972,9,I Know This Much Is True
30972,7,Chocolat
30972,8,Show of Evil
30972,8,The Reader
30972,8,Postmortem
30972,8,Hideaway
30972,8,Cause of Death
30972,9,Unnatural Exposure
30972,5,Black Notice
30972,8,The Firm
30972,9,A Painted House
30972,7,Kiss the Girls
30972,6,Message in a Bottle
30972,9,Wish You Well
30972,9,We Were the Mulvaneys
30972,8,The Prince of Tides
30972,8,The Empty Chair
30972,9,Jewel
30972,8,Pretend You Don't See Her
30985,2,"River, Cross My Heart"
30985,8,Drowning Ruth
30985,9,The Hunt for Red October
30985,8,Patriot Games
30985,10,The Sum of All Fears
30985,8,The Pelican Brief
30985,8,Four Blind Mice
30985,9,Exodus
30985,1,Beach Music
30994,10,The Bean Trees
30994,10,Pigs in Heaven
30994,10,I Know This Much Is True
30994,8,The Interior
30994,10,Timeline
30994,9,The Silver Wolf
30994,8,Ellen Foster
30994,9,The Reader
30994,10,The Firm
30994,10,Dragonfly in Amber
30994,9,A Painted House
30994,10,The Lion's Game
30994,9,The Bluest Eye
30994,8,Beach Music
30994,9,Jewel
30994,10,Boy's Life
30994,10,Snow Falling on Cedars
31094,7,House Made of Dawn
31094,8,The Hot Zone
31094,6,Memoirs of an Invisible Man
31094,8,Black and Blue
31094,6,The Restaurant at the End of the Universe
31315,10,The Sky Is Falling
31315,9,Icy Sparks
31315,7,The Shell Seekers
31315,10,Four Blind Mice
31315,10,2nd Chance
31315,10,When the Wind Blows
31315,5,Story of O
31315,9,House of Sand and Fog
31315,8,Pet Sematary
31315,8,Mixed Blessings
31315,8,Accident
31315,10,The Glass Lake
31315,10,Homecoming
31315,10,Summer Sisters
31315,10,The Runaway Jury
31315,8,The Partner
31315,10,The Testament
31315,4,The Brethren
31315,6,A Painted House
31315,8,Smart Women
31315,8,Mutation
31315,9,Mr. Murder
31315,9,Fatal Cure
31315,10,Hornet's Nest
31315,9,Unnatural Exposure
31315,10,Point of Origin
31315,10,Firebird
31315,7,Black Notice
31315,7,The Last Precinct
31315,8,Outbreak
31315,8,Vital Signs
31315,5,Blindsight
31315,9,Point of Origin
31315,6,The Pelican Brief
31315,10,The Testament
31315,8,Bloodline
31315,10,The Shining
31315,10,Blue Moon
31315,10,Quentins
31315,8,Ashes to Ashes
31315,9,Dust to Dust
31315,10,The Valley of Horses
31315,5,The Haunted Mesa
31315,7,After Dark
31315,10,From the Corner of His Eye
31315,6,Dolores Claiborne
31315,5,Heaven
31315,5,Dark Angel
31315,9,Wifey
31315,10,Flesh and Blood
31315,10,Pretend You Don't See Her
31315,9,The Empty Chair
31315,10,Nothing Lasts Forever
31315,10,The Best Laid Plans
31315,10,Tell Me Your Dreams
31315,10,Ghost Story
31315,10,Good in Bed
31315,10,The Lost Boy
31315,9,Ghosts
31315,7,The Oath
31315,3,Belinda
31315,10,Light a Penny Candle
31343,10,3rd Degree
31343,9,The Street Lawyer
31343,10,The Summons
31343,9,Skipping Christmas
31343,9,Kiss the Girls
31343,7,The Bluest Eye
31391,10,I Know This Much Is True
31391,5,A Passage to India
31391,4,The Murder Book
31391,10,Empire Falls
31391,10,Maia
31391,10,The Lords of Discipline
31391,4,Wither
31391,10,Good in Bed
31391,10,War for the Oaks
31393,8,Daughter of Fortune
31393,8,The Secret Life of Bees
31393,10,A Prayer for Owen Meany
31393,8,The World According to Garp
31393,8,Beach Music
31393,5,A Map of the World
31393,8,Tara Road
31393,8,We Were the Mulvaneys
31393,7,The Cat Who Tailed a Thief
31393,8,The Brothers K
31393,5,Cloud Nine
31393,8,The Bonesetter's Daughter
31471,9,Threshold
31471,8,Rising Sun
31471,7,Across Five Aprils
31471,10,The Rainmaker
31471,8,The Third Twin
31471,9,Dust to Dust
31471,8,Blood Games
31556,7,The Wailing Wind
31556,8,The Bean Trees
31556,9,Maniac Magee
31556,5,The Catcher in the Rye
31556,9,The Return of the King
31556,8,Somewhere in Time
31556,8,Moreta: Dragonlady of Pern
31556,5,Lucky Starr and the Oceans of Venus
31556,10,The Apprentice
31556,10,Rascal
31556,8,The Indian in the Cupboard
31556,7,Island of the Sequined Love Nun
31556,8,Polar Star
31556,5,Cut
31556,8,Outlander
31556,10,A Wrinkle in Time
31556,10,To Kill a Mockingbird
31556,8,On Golden Pond
31556,8,Nerve
31556,10,Dandelion Wine
31556,10,"Goodbye, Mr. Chips"
31556,5,Raptor Red
31556,5,Antarctica
31556,9,King of the Wind
31556,8,A Caribbean Mystery
31556,5,Disclosure
31556,9,The Hiding Place
31556,10,A Tale of Two Cities
31826,10,Charlotte's Web
31826,10,The Trumpet of the Swan
31826,10,To Kill a Mockingbird
31826,9,Moreta: Dragonlady of Pern
31826,10,Dragonsdawn
31826,10,The Dolphins of Pern
31826,10,Intensity
31826,10,Sole Survivor
31826,10,Winter Moon
31826,10,Dark Rivers of the Heart
31826,10,Timeline
31826,10,The Thorn Birds
31826,10,The Da Vinci Code
31826,10,Mr. Murder
31826,10,Whispers
31826,10,Strangers
31826,10,The Vision
31826,10,Shattered
31826,10,Phantoms
31826,10,Darkfall
31826,10,Watchers
31826,10,Lightning
31826,10,Midnight
31826,10,The Face of Fear
31826,10,The Servants of Twilight
31826,10,The Bad Place
31826,10,Cold Fire
31826,10,The House of Thunder
31826,10,Hideaway
31826,10,Dragon Tears
31826,10,The Eyes of Darkness
31826,10,Carrie
31826,10,Cujo
31826,10,Christine
31826,10,Firestarter
31826,10,Pet Sematary
31826,10,Thinner
31826,5,Fear Itself
31826,10,Misery
31826,10,The Dead Zone
31826,10,The Tommyknockers
31826,10,The Dark Half
31826,10,It
31826,10,Needful Things
31826,10,Gerald's Game
31826,10,Dolores Claiborne
31826,9,Insomnia
31826,10,Rose Madder
31826,9,Desperation
31826,10,The Regulators
31826,10,Fear Nothing
31826,10,Seize the Night
31826,10,False Memory
31826,10,From the Corner of His Eye
31826,10,One Door Away from Heaven
31826,10,By the Light of the Moon
31826,10,The Face
31826,10,By the Shores of Silver Lake
31826,10,On the Banks of Plum Creek
31826,10,Farmer Boy
31826,10,Bag of Bones
31826,10,Aliens Ate My Homework
31826,10,Pretend You Don't See Her
31826,10,"Oh, the Places You'll Go!"
31826,10,Dreamcatcher
31826,10,Riding the Bullet
31826,10,Roc and a Hard Place
31826,10,Love You Forever
31846,8,Five Quarters of the Orange
31846,5,Picture Perfect
31846,9,Innocent Blood
31846,8,Scarlet Feather
31846,10,Empire Falls
31846,10,Snow Falling on Cedars
31950,7,The Program
31950,8,Ghost Story
31950,8,Among the Missing
31950,9,Dracula
31950,9,Wuthering Heights
31950,8,War and Peace
32188,8,Timeline
32188,9,The Partner
32188,9,The Brethren
32188,8,A Painted House
32188,10,The Summons
32188,8,The King of Torts
32195,7,Jurassic Park
32195,6,From Potter's Field
32195,5,Cause of Death
32195,5,Hannibal
32195,7,Mortal Fear
32195,7,24 Hours
32195,8,Sanctuary
32250,8,Christy
32250,10,Postmortem
32250,9,The Body Farm
32250,9,Cause of Death
32250,4,Black and Blue
32250,10,Emily Climbs
32250,9,A Tangled Web
32440,7,My Uncle Oswald
32440,8,Amongst Women
32440,8,A Sensible Life
32440,9,The Secret Life of Bees
32440,9,Life of Pi
32440,8,Last Orders
32440,8,House of Sand and Fog
32440,8,The Thorn Birds
32440,8,Smiley's People
32440,9,The Phantom Tollbooth
32440,7,Echoes
32440,6,Message in a Bottle
32440,7,The Eyes of the Dragon
32440,8,That Summer
32440,9,A Year in Provence
32440,9,The Wind in the Willows
32440,9,The Tortilla Curtain
32440,7,Peace Like a River
32440,8,The Family Frying Pan
32599,9,Brave New World
32599,7,Fahrenheit 451
32599,9,Lord of the Flies
32599,8,Red Dragon
32599,8,It
32599,8,Dolores Claiborne
32599,9,Desperation
32599,7,Animal Farm
32599,10,Johnny Got His Gun
32599,8,Carrie
32599,7,The Green Mile
32599,7,Grendel
32599,7,Dreamcatcher
32599,8,Misery
32721,8,The Brimstone Wedding
32721,7,Sunset at Blandings
32721,8,Coraline
32721,6,Point of Origin
32721,6,Beach Music
32721,9,Mr. Popper's Penguins
32721,9,Fantastic Beasts and Where to Find Them
32721,9,Quidditch Through the Ages
32721,9,Les Liaisons dangereuses
32721,9,Neverwhere
32773,8,Brave New World
32773,8,The Tao of Pooh
32773,8,Interview with the Vampire
32773,9,Fahrenheit 451
32773,8,You Just Don't Understand
32773,7,Servant of the Bones
32773,4,Lord of the Flies
32773,9,Outlander
32773,9,Dragonfly in Amber
32773,8,Dear Mr. Henshaw
32773,7,Family Secrets
32773,10,Othello
32773,8,Animal Farm
32773,8,Dark Prince
32773,4,The Prince
32773,8,Pride and Prejudice
32773,9,Of Mice and Men
32773,10,Macbeth
32773,9,The Color Purple
32773,10,Hamlet
32773,9,The Color Purple
32773,8,Invisible Man
32773,9,The Secret Garden
32802,10,The Prometheus Deception
32802,5,Intensity
32802,7,Sole Survivor
32802,5,Shock
32802,5,The Mediterranean Caper
32802,7,See How They Run
32802,5,The Best Laid Plans
32802,9,The Black Echo
32802,9,Four Blind Mice
32802,7,Remember Me
33124,6,Winter Moon
33124,8,Postmortem
33124,7,Rage of Angels
33124,8,The Laws of Our Fathers
33124,8,Pop Goes the Weasel
33124,8,Wish You Well
33124,9,A Darkness More Than Night
33124,9,Alaska
33124,8,24 Hours
33124,9,The Third Option
33124,8,Dreamcatcher
33179,10,The World According to Garp
33179,9,Isaac Asimov's Inferno
33179,9,Isaac Asimov's Caliban
33179,10,The Third Twin
33179,10,The Pillars of the Earth
33179,8,Left Behind
33283,9,Whispers
33283,8,The Mask
33283,9,Dragon Tears
33283,9,The Eyes of Darkness
33283,6,The Dead Zone
33283,10,Gates of Paradise
33319,10,Wicked: The Life and Times of the Wicked Witch of the West
33319,9,The Pilot's Wife
33319,8,The Terminal Man
33319,8,Into the Wild
33319,8,The Stranger
33319,10,Message in a Bottle
33319,7,The Virgin Suicides
33319,8,Rose Madder
33319,8,The Restraint of Beasts
33816,9,Fast Food Nation: The Dark Side of the All-American Meal
33816,8,Cat's Eye
33816,7,A Painted House
33816,5,The Matarese Countdown
33816,8,Timeline
33816,7,The Kitchen God's Wife
33818,7,The King of Torts
33818,8,A Time to Kill
33818,9,Pet Sematary
33818,7,The Tommyknockers
33818,8,Carrie
33818,8,Christine
33818,8,Thinner
33818,8,Cujo
33818,9,Misery
33818,9,Gerald's Game
33818,8,Insomnia
33818,6,Rose Madder
33818,10,Sense and Sensibility
33818,10,The Green Mile
33818,9,"Girl, Interrupted"
33818,9,From a Buick 8
33818,8,The Great Gatsby
33832,4,Timeline
33832,7,A Civil Action
33832,5,Invasion
33832,6,Hannibal
33832,8,The Green Mile
33862,6,You Can't Go Home Again
33862,7,The Bluest Eye
33862,7,Open House
33862,5,House of Sand and Fog
33862,6,Black and Blue
33862,5,A Walk to Remember
33862,7,And Then You Die
33933,8,Moreta: Dragonlady of Pern
33933,8,Sphere
33933,8,Rising Sun
33933,8,Postmortem
33933,8,From Potter's Field
33933,8,The Pelican Brief
33933,10,Titan
33933,5,After the First Death
33974,10,Little Town on the Prairie
33974,8,A Painted House
33974,8,The Virgin Suicides
33974,7,I Never Promised You a Rose Garden
33974,9,Firestarter
33974,8,Misery
33974,10,Piercing the Darkness
33999,9,Wicked: The Life and Times of the Wicked Witch of the West
33999,7,The Street Lawyer
33999,10,The Flanders Panel
33999,7,Humboldt's Gift
33999,8,Paradise
33999,10,Airframe
34300,6,Show of Evil
34300,5,The Lost World
34300,5,Empire Falls
34300,7,House of Sand and Fog
34300,4,Mystic River
34300,5,The Third Twin
34300,7,Dolores Claiborne
34300,6,Desperation
34300,6,The Shining
34300,7,Swan Song
34588,7,The Veiled One
34588,10,A Prayer for Owen Meany
34588,7,The Lost World
34588,5,Timeline
34588,5,A Painted House
34588,8,Practical Magic
34588,6,Pastime
34588,10,Sense and Sensibility
34588,9,The House of Stairs
34588,7,Martin Dressler: The Tale of an American Dreamer
34588,7,From the Corner of His Eye
34588,6,Damage
34588,10,Cold Mountain
34932,7,East of the Mountains
34932,7,Alaska
34932,7,The Hunt for Red October
34932,6,Red Rabbit
34932,7,Impulse
34932,7,The Doomsday Conspiracy
34932,6,Nothing Lasts Forever
35320,8,The Boy Next Door
35320,9,Veronika Decides to Die
35320,8,Cat's Eye
35320,9,The Robber Bride
35320,9,Oryx and Crake
35320,7,The Blind Assassin
35445,9,Fahrenheit 451
35445,7,Lord of the Flies
35445,4,Shock
35445,5,Personal Injuries
35445,8,Things Fall Apart
35445,7,Beloved
35445,9,The English Patient
35445,7,"Girl, Interrupted"
35704,7,Polaroids from the Dead
35704,8,The Rift
35704,9,"Lamb: The Gospel According to Biff, Christ's Childhood Pal"
35704,9,The Da Vinci Code
35704,8,Choke
35704,8,Rabbit Is Rich
35704,7,Jurassic Park
35704,6,Timequake
35704,7,Pattern Recognition
35704,8,Hocus Pocus
35704,7,Dirk Gently's Holistic Detective Agency
35704,8,Messiah
35836,3,The Exorcist
35836,9,Interview with the Vampire
35836,5,Dark Rivers of the Heart
35836,5,The Surgeon
35836,3,Mystic River
35836,6,Shutter Island
35836,6,Whispers
35836,5,The Vision
35836,7,Shattered
35836,4,Midnight
35836,4,The Mask
35836,5,The House of Thunder
35836,4,Mr. Murder
35836,5,Superstitious
35836,10,Cujo
35836,10,Pet Sematary
35836,5,Fear Itself
35836,3,Mortal Fear
35836,5,Fear Nothing
35836,2,The Bourne Identity
35836,2,Ashes to Ashes
35836,10,The Green Mile
35836,3,The Hitchhiker's Guide to the Galaxy
35836,1,Necroscope
35836,2,Face
35836,2,Darkfall
35857,4,"River, Cross My Heart"
35857,9,Jurassic Park
35857,7,Congo
35857,8,Ellen Foster
35857,5,House of Sand and Fog
35857,8,Oryx and Crake
35857,4,The Last September
35857,9,Lord of the Flies
35857,5,The Rainmaker
35857,3,Summer Sisters
35857,6,A Bend in the Road
35857,4,The Reader
35857,6,Good in Bed
35857,6,"A Girl Named Zippy: Growing Up Small in Mooreland, Indiana"
35857,7,The Sound of One Hand Clapping
35859,8,The Gifts of the Body
35859,8,Fatherland
35859,10,On the Banks of Plum Creek
35859,10,James and the Giant Peach
35859,9,The Secret Life of Bees
35859,7,Word of Honor
35859,9,The Ice House
35859,8,The Scold's Bridle
35859,5,Void Moon
35859,6,I'll Be There
35859,7,2nd Chance
35859,8,Hide and Seek
35859,10,Fahrenheit 451
35859,5,Candy
35859,7,The Murder Book
35859,9,The Perfect Storm
35859,9,Ellen Foster
35859,6,The Reader
35859,7,Live from Death Row
35859,10,The Shining
35859,6,The Summons
35859,7,Fire
35859,2,Trainspotting
35859,7,The Snowman
35859,7,The Tommyknockers
35859,6,Hideaway
35859,8,Cause of Death
35859,4,Whispers
35859,3,The Talisman
35859,7,Watchers
35859,10,And Then There Were None
35859,7,Lightning
35859,8,Cut
35859,10,The Firm
35859,10,How to Eat Fried Worms
35859,9,Ralph S. Mouse
35859,3,Daisy Fay and the Miracle Man
35859,8,2nd Chance
35859,8,Four Blind Mice
35859,7,I Is for Innocent
35859,7,Thinner
35859,8,The Dead Zone
35859,7,The Tommyknockers
35859,8,When the Bough Breaks
35859,9,On Wings of Eagles
35859,8,The Dark Half
35859,8,Misery
35859,3,A Case of Need
35859,2,The Regulators
35859,1,The Regulators
35859,10,The Tale of Mrs. Tiggy-Winkle
35859,8,The BFG
35859,10,Charlotte's Web
35859,7,Millions of Cats
35859,10,Corduroy
35859,9,It
35859,8,The Secret Life of Bees
35859,6,Rose
35859,9,A Christmas Carol
35859,9,Less Than Zero
35859,9,The Long Dark Tea-Time of the Soul
35859,8,Plain Truth
35859,10,Damage
35859,6,Flesh and Blood
35859,7,Good in Bed
35859,8,Among the Missing
35859,8,The Joy Luck Club
35859,10,Midnight's Lair
35859,7,Cold Mountain
35859,7,The Hound of the Baskervilles
35859,10,Love You Forever
35859,7,The Damnation Game
35859,8,Pop Goes the Weasel
35859,7,Something in the Water
35918,9,Fast Food Nation: The Dark Side of the All-American Meal
35918,6,Witches Abroad
35918,10,The Bone People
35918,7,James and the Giant Peach
35918,8,Chocolat
35918,10,Life of Pi
35918,7,Tuck Everlasting
35918,9,Bridge to Terabithia
35918,8,Because of Winn-Dixie
36003,9,Veronika Decides to Die
36003,7,The Great Train Robbery
36003,10,Matilda
36003,10,The Little Prince
36003,7,The Phantom of Manhattan
36003,10,The Catcher in the Rye
36003,9,Red Dragon
36003,7,Summer Sisters
36003,10,To Kill a Mockingbird
36003,8,Snow Falling on Cedars
36003,9,High Fidelity
36135,10,East of the Mountains
36135,9,The Foundling
36135,8,The Jane Austen Book Club
36135,9,Pastime
36135,9,Thin Air
36135,9,The Runaway Jury
36135,8,Strip Tease
36135,10,Einstein's Dreams
36135,8,Pretend You Don't See Her
36157,7,Rite of Passage
36157,7,Between Planets
36157,7,Space Cadet
36157,9,Voyage from Yesteryear
36157,7,Holes
36157,9,Songmaster
36256,9,The Da Vinci Code
36256,8,Cat's Cradle
36256,8,A Time to Kill
36256,8,A Tale of Two Cities
36256,6,Iliad
36256,9,Love You Forever
36299,10,Obsidian Butterfly
36299,5,Revelation Space
36299,5,A Darkness More Than Night
36299,5,The Years of Rice and Salt
36299,6,Darwinia
36327,8,"Over Sea, Under Stone"
36327,9,Matilda
36327,7,Ringworld
36327,8,How Few Remain
36327,10,The Phantom Tollbooth
36327,8,Black Sunday
36327,10,The Neverending Story
36327,8,Piercing the Darkness
36554,10,Pigs in Heaven
36554,10,The Bean Trees
36554,10,Animal Dreams
36554,7,The Dalkey Archive
36554,10,Kaaterskill Falls
36554,8,A Year in Provence
36554,10,The Remains of the Day
36606,5,Pigs in Heaven
36606,10,Sounder
36606,10,The Secret Life of Bees
36606,5,Chasing the Dime
36606,5,The Surgeon
36606,5,Black House
36606,10,The Wizard of Oz
36606,10,The Chamber
36606,5,The Blind Assassin
36606,5,Circle of Friends
36606,10,The Chamber
36606,5,Wish You Well
36606,7,The Guardian
36606,10,The Notebook
36606,8,The Rescue
36606,10,The Notebook
36606,9,The Handmaid's Tale
36606,5,The Third Twin
36606,5,Sense and Sensibility
36606,5,The Experiment
36606,5,False Memory
36606,5,I Know Why the Caged Bird Sings
36606,10,The River
36606,5,The Glass Lake
36606,5,The Robber Bride
36606,10,Stuart Little
36606,5,A Year in Provence
36606,5,Death du Jour
36606,10,The Five People You Meet in Heaven
36609,6,The A-List
36609,7,Rubyfruit Jungle
36609,10,The Da Vinci Code
36609,9,The King of Torts
36609,9,Salem Falls
36609,5,Endangered Species
36715,8,The Catcher in the Rye
36715,9,Breakfast of Champions
36715,7,Big Trouble
36715,10,Illusions
36715,7,Howards End
36715,8,Democracy in America
36715,9,The Heart of a Woman
36715,8,"God Bless You, Dr. Kevorkian"
36715,10,High Fidelity
36715,9,About a Boy
36807,9,Icy Sparks
36807,7,"Breath, Eyes, Memory"
36807,8,The Reader
36807,8,Summer Sisters
36807,3,Black and Blue
36807,5,Daisy Fay and the Miracle Man
36807,3,Back Roads
36807,8,Animal Farm
36807,3,Jewel
36807,5,Mother of Pearl
