,User-ID,Location,Age,Country
585,66574,"astoria, new york, usa",27.0,usa
586,66680,"orange park, florida, usa",67.0,usa
587,66765,"barrie, ontario, canada",39.0,canada
588,66878,"fort myers, florida, usa",42.0,usa
589,66942,"kuching, sarawak, malaysia",31.0,malaysia
590,67079,"london, england, united kingdom",35.0,kingdom
591,67178,"conway, , usa",,usa
592,67198,"denver, colorado, usa",13.0,usa
593,67270,"ste adele, quebec, canada",,canada
594,67296,"willis, texas, usa",39.0,usa
595,67487,"melbourne, florida, usa",33.0,usa
596,67515,"oakland, california, usa",45.0,usa
597,67547,"sierra madre, california, usa",42.0,usa
598,67591,"edmonton, alberta,",,
599,67627,"kent, ohio, usa",,usa
600,67663,"wrightstown, ,",47.0,
601,67840,"houston, texas, usa",50.0,usa
602,67910,"east hanover, new jersey, usa",35.0,usa
603,67930,"colton, california,",,
604,68128,"mountain view, california, usa",,usa
605,68156,"brooklyn, new york, usa",34.0,usa
606,68185,"virginia beach, virginia, usa",22.0,usa
607,68249,"la crosse, wisconsin, usa",50.0,usa
608,68436,"downieville, california, usa",49.0,usa
609,68555,"bad axe, michigan, usa",,usa
610,68568,"lewes, delaware, usa",46.0,usa
611,68886,"miami, florida, usa",37.0,usa
612,68943,"coventry, connecticut, usa",,usa
613,68984,"aurora, illinois, usa",26.0,usa
614,69042,"drayton valley, alberta, canada",55.0,canada
615,69078,"new york, new york, usa",42.0,usa
616,69156,"cross plains, wisconsin, usa",31.0,usa
617,69211,"oviedo, florida, usa",,usa
618,69232,"mooresville, north carolina, usa",55.0,usa
619,69252,"vancouver, british columbia, canada",,canada
620,69355,"syracuse, new york, usa",,usa
621,69378,"mililani, hawaii, usa",46.0,usa
622,69389,"nebraska city, nebraska, usa",29.0,usa
623,69684,"philadelphia, pennsylvania, usa",33.0,usa
624,69697,"west sacramento, california, usa",24.0,usa
625,69709,"san juan capistrano, california, usa",,usa
626,69721,"minneapolis, minnesota, usa",32.0,usa
627,69933,"perkasie, pennsylvania, usa",,usa
628,69967,"fredericton, new brunswick, canada",41.0,canada
629,69971,"pinehurst, north carolina, usa",43.0,usa
630,70052,"st. john`s, ontario, canada",30.0,canada
631,70065,"winnipeg, manitoba, canada",19.0,canada
632,70183,"carbonear, newfoundland, canada",25.0,canada
633,70415,"crescent city, florida, usa",57.0,usa
634,70541,"hamburg, hamburg, germany",26.0,germany
635,70594,"prince george, british columbia, canada",53.0,canada
636,70666,"warwick, rhode island, usa",18.0,usa
637,70703,"porto, n/a, portugal",33.0,portugal
638,70864,"arlington, massachusetts, usa",45.0,usa
639,70931,"new haven, connecticut, usa",36.0,usa
640,70999,"hauppauge, long island, new york, usa",57.0,usa
641,71183,"dublin, leinster, ireland",32.0,ireland
642,71234,"cumberland, maryland, usa",30.0,usa
643,71490,"west los angeles, california, usa",23.0,usa
644,71628,"johnstown, colorado, usa",,usa
645,71712,"valley center, kansas, usa",26.0,usa
646,71752,"sarasota, florida, usa",20.0,usa
647,71786,"san jose, california, usa",29.0,usa
648,71853,"somerville, massachusetts, usa",23.0,usa
649,71902,"oakton, virginia, usa",,usa
650,72214,"ottawa, ontario, canada",40.0,canada
651,72523,"grand island, new york, usa",,usa
652,72530,"arlington, virginia, usa",42.0,usa
653,72785,"gordonsville, virginia, usa",39.0,usa
654,72990,"watertown, new york, usa",31.0,usa
655,73044,"sudbury, ontario, canada",,canada
656,73330,"seattle, washington, usa",29.0,usa
657,73394,"san diego, california, usa",33.0,usa
658,73588,"astoria, new york, usa",38.0,usa
659,73603,"mercer island, ,",56.0,
660,73651,"grapevine, texas, usa",,usa
661,73681,"almada, setúbal, portugal",27.0,portugal
662,73923,"montrose, california, usa",29.0,usa
663,74026,"san diego, california, usa",21.0,usa
664,74056,"san gabriel, california, usa",24.0,usa
665,74286,"pampa, texas, usa",23.0,usa
666,74453,"lansdale, pennsylvania, usa",61.0,usa
667,74630,"castlegar, british columbia, canada",20.0,canada
668,74691,"birmingham, alabama, usa",49.0,usa
669,75089,"salt lake city, utah, usa",,usa
670,75149,"geneva, illinois, usa",36.0,usa
671,75485,"gainesville, florida, usa",27.0,usa
672,75591,"charleston, west virginia, usa",33.0,usa
673,75764,"concord, california, usa",55.0,usa
674,75819,"west falls, new york, usa",,usa
675,75860,"buffalo, minnesota, usa",30.0,usa
676,76019,"norwich, england, united kingdom",28.0,kingdom
677,76102,"buckfield, maine, usa",33.0,usa
678,76151,"sioux falls, south dakota, usa",49.0,usa
679,76168,"southborough, massachusetts, usa",,usa
680,76218,"st. george, utah, usa",,usa
681,76223,"lisboa, lisboa, portugal",25.0,portugal
682,76351,"clarksville, tennessee, usa",34.0,usa
683,76352,"olympia, washington, usa",58.0,usa
684,76499,"new york, new york, usa",,usa
685,76530,"santa clarita, california, usa",55.0,usa
686,76532,"seattle, washington, usa",36.0,usa
687,76626,"london, england, united kingdom",38.0,kingdom
688,76803,"brooklyn, ,",,
689,76818,"little rock, arkansas, usa",49.0,usa
690,76888,"easley, south carolina, usa",19.0,usa
691,76942,"sacramento, california, usa",25.0,usa
692,77307,"pittsburgh, pennsylvania, usa",19.0,usa
693,77383,"ottawa, ontario, canada",25.0,canada
694,77480,"gig harbor, washington, usa",51.0,usa
695,77724,"mission viejo, california, usa",43.0,usa
696,77809,"atlantic highlands, new jersey, usa",29.0,usa
697,78015,"enfield, connecticut, usa",32.0,usa
698,78448,"fairfax, virginia, usa",,usa
699,78553,"el cajon, california, usa",40.0,usa
700,78783,"chantilly, virginia, usa",49.0,usa
701,78834,"honolulu, hawaii, usa",28.0,usa
702,78973,"amadora, lisboa, portugal",29.0,portugal
703,79055,"abilene, texas, usa",47.0,usa
704,79215,"valley center, california, usa",,usa
705,79285,"boise, idaho, usa",,usa
706,79441,"spruce grove, alberta, canada",43.0,canada
707,79556,"nottingham, england, united kingdom",27.0,kingdom
708,79740,"st. louis, missouri, usa",24.0,usa
709,79923,"toronto, ontario, canada",,canada
710,79942,"mackay, queensland, australia",26.0,australia
711,79977,"chesapeake, virginia, usa",35.0,usa
712,80203,"olympia, wa, usa",34.0,usa
713,80323,"versailles, kentucky, usa",,usa
714,80538,"lisboa, lisboa, portugal",32.0,portugal
715,80555,"warminster, wiltshire, united kingdom",20.0,kingdom
716,80642,"st louis, missouri, usa",43.0,usa
717,80683,"new castle, delaware, usa",27.0,usa
718,80690,"austin, texas, usa",,usa
719,80810,"warrensburg, missouri, usa",33.0,usa
720,80826,"middleburg, virginia, usa",41.0,usa
721,80908,"lleida, catalunya, spain",30.0,spain
722,80945,"freiburg, baden-württemberg, germany",46.0,germany
723,81121,"chesterfield, missouri, usa",,usa
724,81136,"prescott, arizona, usa",41.0,usa
725,81263,"shanghai, shanghai, china",17.0,china
726,81318,"cambridge, massachusetts, usa",25.0,usa
727,81368,"mesa, arizona, usa",28.0,usa
728,81484,"tempe, arizona, usa",21.0,usa
729,81492,"san antonio, texas, usa",28.0,usa
730,81560,"christchurch, canterbury, new zealand",,zealand
731,81597,"wichita, kansas, usa",,usa
732,81682,"bluffton, south carolina,",36.0,
733,81845,"preston, england, united kingdom",34.0,kingdom
734,81848,"springfield, illinois, usa",35.0,usa
735,81977,"minneapolis, minnesota, usa",34.0,usa
736,82164,"oshawa, ontario, canada",46.0,canada
737,82407,"washington, dc, usa",,usa
738,82497,"yulee, florida, usa",47.0,usa
739,82511,"firenze, toscana, italy",,italy
740,82673,"new port richey, florida, usa",23.0,usa
741,82831,"nashville, tennessee, usa",21.0,usa
742,82893,"san antonio, texas, usa",40.0,usa
743,83135,"auburn, new york, usa",29.0,usa
744,83235,"alsip, illinois, usa",,usa
745,83287,"tulsa, oklahoma, usa",45.0,usa
746,83431,"trenton, ontario, canada",35.0,canada
747,83443,"grifton, ,",,
748,83637,"raleigh, north carolina, usa",57.0,usa
749,83646,"covington, virginia, usa",34.0,usa
750,83671,"iowa city, ,",52.0,
751,83754,"las vegas, nevada, usa",65.0,usa
752,84024,"abilene, texas, usa",37.0,usa
753,84523,"apopka, ,",30.0,
754,84795,"alpharetta, ,",,
755,84847,"vancouver, british columbia, canada",30.0,canada
756,84882,"woodstock, georgia, usa",,usa
757,84897,"pleasanton, california, usa",,usa
758,84900,"hong kong, hong kong, hong kong",37.0,kong
759,85033,"toronto, ontario, canada",30.0,canada
760,85043,"charlottesville, virginia, usa",,usa
761,85426,"chisholm, minnesota, usa",23.0,usa
762,85526,"victoria, british columbia, canada",36.0,canada
763,85587,"hot springs, arkansas, usa",49.0,usa
764,85656,"cottage grove, oregon, usa",41.0,usa
765,85701,"savannah, georgia, usa",37.0,usa
766,85757,"pawtucket, rhode island, usa",40.0,usa
767,85962,"peterborough, ontario, canada",20.0,canada
768,85993,"portland, oregon, usa",40.0,usa
769,86123,"peterborough, ontario, canada",,canada
770,86145,"alexandria, virginia, usa",45.0,usa
771,86189,"tustin, california, usa",,usa
772,86202,"sydney, new south wales, australia",26.0,australia
773,86242,"new york, new york, usa",24.0,usa
774,86243,"christchurch, canterbury, new zealand",,zealand
775,86392,"cornwall, prince edward island, canada",25.0,canada
776,86408,"vista, california, usa",39.0,usa
777,86489,"toledo, ohio, usa",26.0,usa
778,86548,"ploiesti, prahova, romania",24.0,romania
779,86641,"rison, arkansas, usa",39.0,usa
780,86720,"calgary, alberta, canada",,canada
781,86906,"charlottesville, virginia, usa",26.0,usa
782,86969,"forest grove, oregon, usa",59.0,usa
783,87141,"huntington beach, california, usa",,usa
784,87351,"hoboken, new jersey, usa",28.0,usa
785,87555,"lexington, kentucky, usa",31.0,usa
786,87712,"yarmouth, nova scotia, canada",19.0,canada
787,87911,"new york, new york, usa",20.0,usa
788,87938,"n/a, n/a, malaysia",15.0,malaysia
789,87949,"gladewater, texas, usa",44.0,usa
790,87964,"toledo, ohio, usa",56.0,usa
791,88029,"winnipeg, manitoba, canada",47.0,canada
792,88122,"jacksonville, north carolina, usa",30.0,usa
793,88229,"thermopolis, wyoming, usa",44.0,usa
794,88283,"hamburg, hamburg, germany",24.0,germany
795,88412,"toronto, ontario, canada",36.0,canada
796,88605,"anchorage, alaska, usa",,usa
797,88677,"laval, quebec, canada",44.0,canada
798,88693,"shanghai, shanghai, china",30.0,china
799,88733,"houston, texas, usa",,usa
800,88738,"harpers ferry, west virginia, usa",,usa
801,88937,"cary, north carolina, usa",39.0,usa
802,89192,"goor, alabama, netherlands",34.0,netherlands
803,89551,"colorado springs, colorado, usa",29.0,usa
804,89602,"honolulu, hawaii, usa",,usa
805,89867,"montreal, quebec, canada",28.0,canada
806,90049,"victoria, british columbia, canada",30.0,canada
807,90198,"cornwall, new york,",34.0,
808,90391,"queens, new york, usa",41.0,usa
809,90417,"rye, new hampshire, usa",40.0,usa
810,90616,"southfield, michigan, usa",,usa
811,90653,"evansville, indiana, usa",29.0,usa
812,90657,"rome, georgia, usa",,usa
813,90731,"ypsilanti, michigan, usa",29.0,usa
814,90915,"raleigh, north carolina, united states",49.0,states
815,91002,"anytown, new york, usa",37.0,usa
816,91017,"holtsville, ,",54.0,
817,91026,"maynooth, kildare, ireland",40.0,ireland
818,91058,"blanco, texas, usa",63.0,usa
819,91103,"casper, wyoming, usa",35.0,usa
820,91113,"chicago, illinois, usa",26.0,usa
821,91184,"kuala lumpur, kuala lumpur, malaysia",31.0,malaysia
822,91342,"doha, doha, qatar",29.0,qatar
823,91634,"pgh, pennsylvania, usa",,usa
824,91832,"miami, florida, usa",,usa
825,91931,"new westminster, british columbia, canada",40.0,canada
826,92132,"terre haute, indiana, usa",20.0,usa
827,92152,"tampa, florida, usa",57.0,usa
828,92398,"battle creek, michigan, usa",,usa
829,92405,"dortmund, nordrhein-westfalen, germany",26.0,germany
830,92498,"sydney, new south wales, australia",,australia
831,92547,"baker city, oregon, usa",29.0,usa
832,92648,"fredericton, new brunswick, canada",41.0,canada
833,92810,"manistee, michigan, usa",60.0,usa
834,92861,"vancouver, british columbia, canada",,canada
835,92979,"fairfield, california, usa",,usa
836,93034,"london, england, united kingdom",45.0,kingdom
837,93047,"nashua, new hampshire, usa",52.0,usa
838,93092,"sherwood park, alberta, canada",22.0,canada
839,93130,"saskatoon, saskatchewan, canada",61.0,canada
840,93179,"san diego, california, usa",,usa
841,93363,"farmington hills, michigan, usa",30.0,usa
842,93426,"plano, texas, usa",35.0,usa
843,93453,"palm desert, california, usa",,usa
844,93565,"tustin, ,",72.0,
845,93629,"baton rouge, louisiana, usa",54.0,usa
846,93631,"halifax, ,",26.0,
847,94242,"madrid, madrid, spain",28.0,spain
848,94263,"union grove, north carolina, usa",21.0,usa
849,94347,"oakland, new jersey, usa",44.0,usa
850,94366,"nürnberg, bavaria, germany",,germany
851,94396,"shoreline, washington, usa",62.0,usa
852,94494,"tacoma, washington, usa",24.0,usa
853,94651,"naples, florida, usa",28.0,usa
854,94787,"cleveland, ohio, usa",24.0,usa
855,94853,"christchurch, canterbury, new zealand",27.0,zealand
856,94951,"san jose, california, usa",37.0,usa
857,94985,"sant cugat del vallès, catalunya, spain",39.0,spain
858,95010,"san jose, california, usa",,usa
859,95025,"boise, idaho, usa",21.0,usa
860,95043,"thousand oaks, california, usa",38.0,usa
861,95173,"sterling heights, michigan, usa",,usa
862,95250,"prospect, kentucky, usa",,usa
863,95301,"wangaratta, victoria, australia",19.0,australia
864,95316,"fredericton, new brunswick, canada",,canada
865,95359,"charleston, west virginia, usa",33.0,usa
866,95506,"chester, cheshire, united kingdom",42.0,kingdom
867,95525,"glasgow, scotland, united kingdom",46.0,kingdom
868,95781,"brooklyn, new york,",26.0,
869,95903,"mason, ohio, usa",27.0,usa
870,95921,"st james, western australia, australia",,australia
871,95932,"manchester, new hampshire, usa",36.0,usa
872,95991,"santa ana, california, usa",28.0,usa
873,96194,"brooklyn, new york, usa",34.0,usa
874,96320,"houston, texas, usa",51.0,usa
875,96335,"manassas, virginia, usa",20.0,usa
876,96357,"aiken, south carolina, usa",31.0,usa
877,96440,"rochester, new york, usa",29.0,usa
878,96448,"albuquerque, new mexico, usa",,usa
879,96554,"barcelona, catalunya, spain",36.0,spain
880,96608,"bloomington, indiana,",,
881,96744,"jerez de la frontera, cadiz, spain",34.0,spain
882,96771,"springfield, virginia, usa",43.0,usa
883,96970,"minneapolis, minnesota, usa",42.0,usa
884,97179,"ryde, isle of wight, united kingdom",40.0,kingdom
885,97208,"san rafael, california, usa",,usa
886,97290,"londonderry, new hampshire, usa",24.0,usa
887,97324,"costa de caparica, lisbon, portugal",29.0,portugal
888,97721,"castro valley, california, usa",46.0,usa
889,97754,"schenectady, new york, usa",46.0,usa
890,97874,"n/a, british columbia, canada",,canada
891,97972,"dorking, surrey, england, united kingdom",21.0,kingdom
892,98026,"yarmouth, nova scotia,",40.0,
893,98263,"north vancouver, british columbia, canada",35.0,canada
894,98297,"espoo, uusimaa, finland",24.0,finland
895,98322,"st. petersburg, florida, usa",40.0,usa
896,98344,"apex, north carolina, usa",,usa
897,98440,"yuma, arizona, usa",17.0,usa
898,98484,"west point, new york, usa",18.0,usa
899,98628,"kuwait, kuwait, kuwait",17.0,kuwait
900,98686,"norfolk, virginia, usa",32.0,usa
901,98722,"suffolk, virginia, usa",39.0,usa
902,98758,"calgary, alberta, canada",25.0,canada
903,98787,"melbourne, victoria, australia",26.0,australia
904,98887,"colorado springs, colorado, usa",49.0,usa
905,98904,"billings, montana, usa",28.0,usa
906,98923,"liberty township, ohio, usa",,usa
907,98930,"northampton, massachusetts, usa",,usa
908,99222,"snohomish, washington, usa",,usa
909,99441,"seattle, washington, usa",33.0,usa
910,99720,"dahlonega, georgia, usa",,usa
911,99955,"lockport, new york, usa",14.0,usa
912,100009,"victoria, british columbia, canada",49.0,canada
913,100088,"burnley, england, united kingdom",26.0,kingdom
914,100264,"brunswick, ohio, usa",37.0,usa
915,100459,"bay area, california, usa",38.0,usa
916,100578,"dublin, co. dublin, ireland",46.0,ireland
917,100644,"heilbronn, baden-wuerttemberg, germany",26.0,germany
918,100846,"plainfield, illinois, usa",39.0,usa
919,100906,"seattle, washington, usa",34.0,usa
920,101209,"ft huachuca, arizona, usa",44.0,usa
921,101304,"chesapeake, virginia, usa",68.0,usa
922,101305,"milwaukee, wisconsin, usa",29.0,usa
923,101336,"miami, florida, usa",41.0,usa
924,101606,"niagara falls, ontario, canada",32.0,canada
925,101620,"brookland, arkansas, usa",,usa
926,101731,"prince george, british columbia, canada",,canada
927,101851,"keizer, oregon, usa",29.0,usa
928,101876,"nicholasville, kentucky, usa",38.0,usa
929,102220,"acapulco, n/a, mexico",54.0,mexico
930,102275,"saint clair, michigan, usa",52.0,usa
931,102359,"springfield, oregon, usa",,usa
932,102642,"longmont, colorado, usa",,usa
933,102647,"modesto, california, usa",14.0,usa
934,102702,"honolulu, hawaii, usa",34.0,usa
935,102967,"olympia, washington, usa",54.0,usa
936,103336,"tucson, arizona, usa",55.0,usa
937,103624,"columbia, missouri, usa",53.0,usa
938,103656,"nanty glo, pennsylvania, usa",28.0,usa
939,103935,"cartersville, georgia, usa",48.0,usa
940,104113,"springfield, missouri, usa",24.0,usa
941,104144,"florence, alabama, usa",65.0,usa
942,104211,"chattanooga, tennessee, usa",39.0,usa
943,104243,"coatesville, pennsylvania, usa",60.0,usa
944,104268,"athens, georgia, usa",28.0,usa
945,104362,"eugene, oregon, usa",45.0,usa
946,104399,"middletown, ohio, usa",29.0,usa
947,104413,"sacramento, california, usa",53.0,usa
948,104604,"vancouver, bc, canada",36.0,canada
949,104636,"youngstown, ohio, usa",,usa
950,104657,"cave creek, arizona, usa",25.0,usa
951,104665,"altoona, iowa, usa",30.0,usa
952,104812,"woodstock, maryland, usa",19.0,usa
953,104925,"duluth, minnesota, usa",44.0,usa
954,105028,"kuala lumpur, federal territory, malaysia",22.0,malaysia
955,105054,"edmonton, alberta, canada",29.0,canada
956,105058,"north york, ontario, canada",32.0,canada
957,105214,"pittsburgh, pennsylvania, usa",34.0,usa
958,105262,"santa barbara, california, usa",24.0,usa
959,105374,"montreal, quebec, canada",25.0,canada
960,105476,"zaragoza, aragón, spain",22.0,spain
961,105517,"calgary, alberta, canada",28.0,canada
962,105536,"belleville, new jersey, usa",17.0,usa
963,105572,"charlottesville, virginia, usa",,usa
964,105937,"tampa, florida, usa",27.0,usa
965,105979,"oakland, california, usa",26.0,usa
966,106007,"santa rosa, california, usa",29.0,usa
967,106208,"las piñas, n/a, philippines",22.0,philippines
968,106225,"chicago, illinois, usa",38.0,usa
969,106280,"toronto, ,",,
970,106331,"toronto, ontario, canada",,canada
971,106768,"lexington, kentucky, usa",23.0,usa
972,106849,"dunkirk, indiana, usa",39.0,usa
973,106893,"london, england, united kingdom",32.0,kingdom
974,106946,"salt lake city, utah, usa",,usa
975,106988,"san diego, california, usa",52.0,usa
976,107044,"adelaide, south australia, australia",24.0,australia
977,107244,"appleton, wisconsin, usa",50.0,usa
978,107258,"lowell, massachusetts, usa",,usa
979,107301,"west kensington, london, united kingdom",31.0,kingdom
980,107324,"anchorage, alaska, usa",,usa
981,107326,"denver, colorado, usa",28.0,usa
982,107510,"lisboa, lisboa, portugal",27.0,portugal
983,107784,"tarentum, pennsylvania, usa",,usa
984,107889,"davenport, iowa, usa",,usa
985,107951,"tübingen, baden-württemberg, germany",,germany
986,108005,"greenfield, wisconsin, usa",29.0,usa
987,108143,"cincinnati, ohio, usa",17.0,usa
988,108155,"indianapolis, indiana, usa",29.0,usa
989,108213,"cape may, new jersey, usa",55.0,usa
990,108285,"appleton, wisconsin, usa",22.0,usa
991,108336,"santa cruz, california, usa",,usa
992,108352,"rochester, michigan, usa",37.0,usa
993,108405,"irvine, ,",49.0,
994,108480,"caracas, dtto federal, venezuela",,venezuela
995,108563,"coral gables, florida, usa",53.0,usa
996,108752,"fort polk, louisiana, usa",31.0,usa
997,108799,"kaneohe, hawaii, usa",,usa
998,108950,"voorhees, new jersey, usa",43.0,usa
999,109461,"oklahoma city, oklahoma, usa",30.0,usa
1000,109574,"edmonton, alberta, canada",50.0,canada
1001,109779,"arab, alabama, usa",25.0,usa
1002,109864,"lafayette, colorado, usa",,usa
1003,109899,"garnerville, new york, usa",,usa
1004,109901,"sydney, new south wales, australia",59.0,australia
1005,109955,"adelaide, south australia, australia",,australia
1006,110029,"norwich, england, united kingdom",27.0,kingdom
1007,110040,"philadelphia, pennsylvania, usa",23.0,usa
1008,110112,"houston, texas, usa",31.0,usa
1009,110214,"baltimore, maryland, usa",45.0,usa
1010,110317,"virginia beach, virginia, usa",22.0,usa
1011,110361,"san diego, california, usa",29.0,usa
1012,110373,"livingston, new jersey, usa",,usa
1013,110382,"brooklyn, new york, usa",35.0,usa
1014,110440,"fairfax, virginia, usa",29.0,usa
1015,110483,"fredericton, new brunswick, canada",30.0,canada
1016,110558,"los angeles, california, usa",,usa
1017,110700,"cincinnati, ohio, usa",,usa
1018,110887,"olympia, washington, usa",58.0,usa
1019,110912,"milpitas, california, usa",36.0,usa
1020,110934,"kirkland, washington, usa",46.0,usa
1021,110973,"wiley ford, west virginia, usa",43.0,usa
1022,111174,"austin, texas, usa",,usa
1023,111190,"belton, texas, usa",53.0,usa
1024,111241,"spokane, washington, usa",,usa
1025,111578,"fremont, california, usa",,usa
1026,111847,"sabine pass, texas, usa",38.0,usa
1027,111944,"mannford, oklahoma, usa",23.0,usa
1028,111947,"albuquerque, new mexico, usa",30.0,usa
1029,112001,"barren springs, virginia, usa",43.0,usa
1030,112026,"lakewood, washington, usa",17.0,usa
1031,112083,"tucson, arizona, usa",25.0,usa
1032,112408,"paramus, nj, usa",48.0,usa
1033,112512,"ottawa, ontario, canada",27.0,canada
1034,112541,"sydney, new south wales, australia",22.0,australia
1035,112845,"fort langley, british columbia, canada",,canada
1036,112881,"kitchener, ontario, canada",18.0,canada
1037,112953,"davenport, iowa, usa",31.0,usa
1038,113030,"vancouver, british columbia, canada",25.0,canada
1039,113270,"evanston, illinois, usa",25.0,usa
1040,113279,"lake elsinore, california, usa",24.0,usa
1041,113292,"yuba city, ca, usa",38.0,usa
1042,113334,"calgary, alberta, canada",40.0,canada
1043,113519,"pleasanton, california, usa",,usa
1044,113661,"brownsville, california, usa",39.0,usa
1045,113663,"ocala, ,",,
1046,113752,"jacksonville, florida, usa",,usa
1047,113944,"derby, kansas, usa",,usa
1048,113955,"webster, new york, usa",16.0,usa
1049,114007,"new york, new york, usa",,usa
1050,114178,"tokyo, tokyo, japan",30.0,japan
1051,114217,"petaling jaya, selangor, malaysia",24.0,malaysia
1052,114306,"windsor, ontario, canada",43.0,canada
1053,114368,"mechanicsville, maryland, usa",33.0,usa
1054,114414,"edinburg, texas, usa",27.0,usa
1055,114444,"alexandria, virginia, usa",34.0,usa
1056,114446,"cardiff, wales, united kingdom",26.0,kingdom
1057,114452,"newton, massachusetts, usa",26.0,usa
1058,114544,"antelope, california, usa",35.0,usa
1059,114581,"san francisco, california, usa",23.0,usa
1060,114634,"bucharest, n/a, romania",,romania
1061,114813,"kirkland, washington, usa",,usa
1062,114865,"croydon, victoria, australia",97.0,australia
1063,114868,"edmonton, alberta, canada",31.0,canada
1064,114988,"temple, texas, usa",37.0,usa
1065,115002,"stockholm, stockholm, sweden",,sweden
1066,115003,"asheville, north carolina, usa",43.0,usa
1067,115435,"cincinnati, ohio, usa",30.0,usa
1068,115490,"dekalb, illinois, usa",,usa
1069,115503,"orlando, florida, usa",,usa
1070,115572,"darlington, south carolina, usa",23.0,usa
1071,115679,"las vegas, , usa",16.0,usa
1072,115692,"blacksburg, virginia, usa",33.0,usa
1073,115998,"torrington, connecticut, usa",49.0,usa
1074,116005,"london, ontario, canada",28.0,canada
1075,116122,"glendale heights, illinois, usa",31.0,usa
1076,116301,"colonial heights, virginia, usa",30.0,usa
1077,116521,"bakersfield, california, usa",25.0,usa
1078,116537,"richmond, virginia, usa",,usa
1079,116758,"paullina, iowa, usa",38.0,usa
1080,116904,"san antonio, texas, usa",38.0,usa
1081,117111,"toronto, ontario, canada",30.0,canada
1082,117132,"st louis, missouri, usa",66.0,usa
1083,117251,"pleasant hill, california, usa",,usa
1084,117256,"salem, ohio, usa",,usa
1085,117318,"tucson, arizona, usa",,usa
1086,117873,"evanston, illinois, usa",50.0,usa
1087,117925,"santa ana, california, usa",40.0,usa
1088,117963,"oak harbor, washington, usa",,usa
1089,118228,"denver, colorado, usa",,usa
1090,118320,"calgary, alberta, canada",29.0,canada
1091,118484,"wonder lake, illinois, usa",,usa
1092,118533,"owasso, oklahoma, usa",37.0,usa
1093,118628,"toronto, ontario, canada",34.0,canada
1094,118677,"boise, idaho, usa",46.0,usa
1095,119418,"binghamton, new york, usa",34.0,usa
1096,119505,"rotterdam, , netherlands",32.0,netherlands
1097,119575,"north vancouver, british columbia, canada",30.0,canada
1098,119725,"wokingham, berkshire, united kingdom",24.0,kingdom
1099,120082,"vancouver, british columbia, canada",47.0,canada
1100,120093,"merrick, acworth, new york, georgia, usa",59.0,usa
1101,120178,"olympia, washington, usa",59.0,usa
1102,120332,"parthenay, deux-sèvres, france",41.0,france
1103,120396,"boyce, virginia, usa",46.0,usa
1104,120548,"ourense, ourense, spain",39.0,spain
1105,120565,"singapore, n/a, singapore",38.0,singapore
1106,120598,"plant city, florida, usa",,usa
1107,120696,"san bernardino, california, usa",31.0,usa
1108,120828,"munster, indiana, usa",27.0,usa
1109,120873,"los angeles, california, usa",59.0,usa
1110,120908,"boston, massachusetts, usa",27.0,usa
1111,120985,"passau, bayern, germany",,germany
1112,121083,"monessen, pennsylvania, usa",38.0,usa
1113,121167,"centennial, colorado, usa",,usa
1114,121170,"arlington, virginia, usa",30.0,usa
1115,121251,"galt, california, usa",41.0,usa
1116,121264,"chicago, illinois, usa",,usa
1117,121594,"columbia, south carolina, usa",63.0,usa
1118,122429,"kamuela, hawaii, usa",48.0,usa
1119,122440,"vancouver, british columbia, canada",29.0,canada
1120,122506,"coralville, iowa, usa",27.0,usa
1121,122716,"tucson, ,",30.0,
1122,122782,"juneau, alaska, usa",38.0,usa
1123,122793,"omemee, ontario, canada",46.0,canada
1124,122801,"elm grove, wisconsin, usa",38.0,usa
1125,122958,"mesquite, texas, usa",,usa
1126,123056,"halifax, nova scotia, canada",32.0,canada
1127,123094,"morrisville, north carolina, usa",45.0,usa
1128,123095,"hollywood, maryland, usa",,usa
1129,123160,"san antonio, ,",30.0,
1130,123215,"carmichael, california, usa",27.0,usa
1131,123257,"circleville, ohio, usa",20.0,usa
1132,123430,"manning, south carolina, usa",,usa
1133,123460,"brea, california, usa",31.0,usa
1134,123510,"westminster, colorado, usa",65.0,usa
1135,123543,"la mesa, , usa",,usa
1136,123544,"dallas, texas, usa",,usa
1137,123608,"los banos, california, usa",17.0,usa
1138,123625,"geelong, victoria, australia",22.0,australia
1139,123744,"newark, delaware, usa",25.0,usa
1140,123790,"mount vernon, new york, usa",25.0,usa
1141,123825,"vancouver, british columbia, canada",,canada
1142,123867,"kearns, utah, usa",,usa
1143,123883,"topeka, kansas, usa",18.0,usa
1144,123981,"phoenix, arizona, usa",46.0,usa
1145,123988,"amarillo, texas, usa",32.0,usa
1146,124078,"muskegon, michigan, usa",25.0,usa
1147,124079,"prince george, british columbia, canada",24.0,canada
1148,124298,"stockton, california, usa",25.0,usa
1149,124310,"salem, south carolina, usa",53.0,usa
1150,124363,"tallahassee, florida, usa",36.0,usa
1151,124487,"ramah, new mexico, usa",,usa
1152,124597,"brights grove, ontario, canada",38.0,canada
1153,124688,"hertfordshire, england, united kingdom",23.0,kingdom
1154,124769,"blacksburg, virginia, usa",,usa
1155,124874,"warren, new jersey, usa",32.0,usa
1156,124876,"redford, michigan, usa",23.0,usa
1157,124942,"olympia, washington, usa",,usa
1158,124983,"amarillo, texas, usa",32.0,usa
1159,125031,"alburquerque, ,",,
